SIDO_NM,CCG_NM,population_total,TP_BUZ_NM,store_count,TP_BUZ_NO,total_amt_6m,total_cnt_6m,amt_growth_pct_m,cnt_growth_pct_m,ticket_growth_pct_m,store_observed,stores_per_10k_residents,six_month_amt_per_store,six_month_cnt_per_store,cnt_per_resident_6m,mapped_store_total,national_store_count,store_lq,current_supply_position
강원특별자치도,고성군,27204.0,갈비전문점,55.0,,,,,,,True,20.217615056609322,,,,758.0,61512,0.7474445211968851,판정불가
강원특별자치도,고성군,27204.0,한정식,207.0,,,,,,,True,76.09175121305691,,,,758.0,180762,0.9572807568452742,판정불가
강원특별자치도,고성군,27204.0,일식회집,98.0,8004.0,680410000.0,7222.0,17.81364284909336,24.3202088695511,-5.233715483284787,True,36.02411410086752,6942959.183673469,73.6938775510204,0.2654756653433319,758.0,44227,1.8523144537419771,고특화·결제건수 증가
강원특별자치도,고성군,27204.0,중국음식,30.0,8005.0,227190000.0,8231.0,1.6437913351177484,4.076235395505926,-2.337175293806977,True,11.027790030877812,7573000.0,274.3666666666667,0.30256579914718423,758.0,31984,0.7840876242870777,저특화·결제건수 증가
강원특별자치도,고성군,27204.0,서양음식,20.0,8006.0,1657540000.0,93209.0,10.207378326943472,11.462387668512092,-1.1259487328595588,True,7.351860020585208,82877000.0,4660.45,3.426297603293633,758.0,23100,0.7237592662394773,저특화·결제건수 증가
강원특별자치도,고성군,27204.0,스넥,32.0,8021.0,325840000.0,14807.0,6.237693170450564,5.22488708705183,0.9625157236432446,True,11.762976032936333,10182500.0,462.71875,0.5442949566240258,758.0,44410,0.6023450231977275,저특화·결제건수 증가
강원특별자치도,고성군,27204.0,제과점,16.0,8301.0,135620000.0,7719.0,-0.4845824167579433,-5.2811776774805255,5.064035999508196,True,5.881488016468166,8476250.0,482.4375,0.2837450374944861,758.0,31168,0.4291283123750494,저특화·결제건수 감소
강원특별자치도,동해시,85589.0,대형할인점,0.0,4004.0,2137040000.0,42061.0,-2.7873190153905942,-1.6015826713736727,-1.20503599164291,False,0.0,,,0.4914299734779002,1574.0,0,,판정불가
강원특별자치도,동해시,85589.0,편의점,123.0,4010.0,4478090000.0,464628.0,3.9803850868426913,4.297554894430338,-0.3041009042912403,True,14.37100561988106,36407235.772357725,3777.4634146341464,5.428594796060241,1574.0,54446,0.9094518934186613,저특화·결제건수 증가
강원특별자치도,동해시,85589.0,슈퍼마켓,156.0,4020.0,7104340000.0,236095.0,-0.9493977815222616,0.7624329726479656,-1.6988779485255776,True,18.22664127399549,45540641.025641024,1513.429487179487,2.758473635630747,1574.0,63862,0.9833829671722664,저특화·결제건수 증가
강원특별자치도,동해시,85589.0,일반한식,283.0,8001.0,10091530000.0,234114.0,3.3889523264868124,2.9112907711515037,0.464148833190219,True,33.06499667013284,35659116.60777385,827.2579505300354,2.735328137961654,1574.0,98173,1.1604728167612108,고특화·결제건수 증가
강원특별자치도,동해시,85589.0,갈비전문점,158.0,8002.0,9540000.0,133.0,14.081470563081735,8.380879936725899,5.259775183301638,True,18.46031616212364,60379.74683544304,0.8417721518987342,0.0015539380060521795,1574.0,61512,1.0340411879013949,고특화·결제건수 증가
강원특별자치도,동해시,85589.0,한정식,458.0,,,,,,,True,53.51154938134573,,,,1574.0,180762,1.0199971047315766,판정불가
강원특별자치도,동해시,85589.0,일식회집,114.0,8004.0,924870000.0,13504.0,4.576186248924705,3.2648233059810594,1.269902858457406,True,13.319468623304395,8112894.736842105,118.45614035087719,0.15777728446412506,1574.0,44227,1.0376669124338858,고특화·결제건수 증가
강원특별자치도,동해시,85589.0,중국음식,75.0,8005.0,974850000.0,31474.0,-1.9644157469562828,-1.695557517008813,-0.2734955035160064,True,8.762808304805525,12998000.0,419.6533333333333,0.36773417144726545,1574.0,31984,0.9439936772706558,저특화·결제건수 감소
강원특별자치도,동해시,85589.0,서양음식,43.0,8006.0,2913790000.0,230845.0,3.981822522758264,3.9997319861102936,-0.0172206822171169,True,5.024010094755167,67762558.13953489,5368.488372093023,2.697133977497108,1574.0,23100,0.7493713317601499,저특화·결제건수 증가
강원특별자치도,동해시,85589.0,스넥,100.0,8021.0,723330000.0,40392.0,1.9845596770765097,1.1027341666457249,0.8722073816295235,True,11.683744406407365,7233300.0,403.92,0.4719298040636063,1574.0,44410,0.9064833378015358,저특화·결제건수 증가
강원특별자치도,동해시,85589.0,제과점,64.0,8301.0,614820000.0,41413.0,-1.649459119890495,-0.4412665105749817,-1.2135475884130702,True,7.4775964201007135,9606562.5,647.078125,0.4838589071025482,1574.0,31168,0.8266309041430432,저특화·결제건수 감소
강원특별자치도,삼척시,60294.0,대형할인점,0.0,4004.0,652120000.0,16767.0,-23.201190952861815,-17.442939272360636,-6.974874868060031,False,0.0,,,0.2780873718777988,1281.0,0,,판정불가
강원특별자치도,삼척시,60294.0,편의점,102.0,4010.0,2372420000.0,248011.0,7.309169537898015,9.172316230605515,-1.7066109404255458,True,16.917106179719376,23259019.60784314,2431.4803921568628,4.113361196802336,1281.0,54446,0.926681280405801,저특화·결제건수 증가
강원특별자치도,삼척시,60294.0,슈퍼마켓,142.0,4020.0,1189900000.0,52326.0,4.348537651297651,7.034074662322933,-2.509048655297596,True,23.551265465883834,8379577.464788732,368.49295774647885,0.867847547019604,1281.0,63862,1.0998716959243524,고특화·결제건수 증가
강원특별자치도,삼척시,60294.0,일반한식,201.0,8001.0,6616590000.0,130836.0,7.652370673517394,7.113430210102326,0.5031492898303622,True,33.33665041297642,32918358.208955225,650.9253731343283,2.1699671609115336,1281.0,98173,1.0127451966634153,고특화·결제건수 증가
강원특별자치도,삼척시,60294.0,갈비전문점,102.0,8002.0,24740000.0,281.0,-0.5168953937273404,2.5375874481824425,-2.9788908808229584,True,16.917106179719376,242549.01960784313,2.7549019607843137,0.004660496898530534,1281.0,61512,0.8202316457435012,저특화·결제건수 증가
강원특별자치도,삼척시,60294.0,한정식,429.0,,,,,,,True,71.15135834411385,,,,1281.0,180762,1.173941218448977,판정불가
강원특별자치도,삼척시,60294.0,일식회집,116.0,8004.0,1148040000.0,12012.0,13.074037396374097,12.799256976743528,0.2436012674154971,True,19.239061929876936,9896896.551724138,103.55172413793103,0.19922380336351875,1281.0,44227,1.297378525136808,고특화·결제건수 증가
강원특별자치도,삼척시,60294.0,중국음식,48.0,8005.0,357980000.0,13235.0,3.024794938668758,4.931521783653882,-1.817115403049649,True,7.960991143397353,7457916.666666667,275.7291666666667,0.2195077453809666,1281.0,31984,0.7423430684897484,저특화·결제건수 증가
강원특별자치도,삼척시,60294.0,서양음식,23.0,8006.0,1323080000.0,97098.0,4.523300776180629,6.263902740613602,-1.6379992824860716,True,3.814641589544565,57525217.39130435,4221.652173913043,1.610408995919992,1281.0,23100,0.4925065982677223,저특화·결제건수 증가
강원특별자치도,삼척시,60294.0,스넥,78.0,8021.0,517020000.0,21616.0,6.093588132512181,7.230086825874047,-1.0598692279410018,True,12.9366106080207,6628461.538461538,277.12820512820514,0.3585099678243275,1281.0,44410,0.8687804242667458,저특화·결제건수 증가
강원특별자치도,삼척시,60294.0,제과점,40.0,8301.0,267840000.0,17467.0,0.5269705010108905,1.4035457335433807,-0.8644423882729146,True,6.634159286164461,6696000.0,436.675,0.2896971506285866,1281.0,31168,0.6348151069092262,저특화·결제건수 증가
강원특별자치도,속초시,78893.0,대형할인점,0.0,4004.0,4517840000.0,107901.0,-0.0777557011490165,3.455430290388916,-3.415176933313831,False,0.0,,,1.367687881054086,2309.0,0,,판정불가
강원특별자치도,속초시,78893.0,편의점,184.0,4010.0,7173850000.0,722728.0,2.157600590373969,3.5391513345549193,-1.3343268960326646,True,23.322728252189677,38988315.217391305,3927.8695652173915,9.160863447961162,2309.0,54446,0.9274131256072526,저특화·결제건수 증가
강원특별자치도,속초시,78893.0,슈퍼마켓,182.0,4020.0,5505640000.0,206651.0,-1.2297171033849217,0.4360493474581031,-1.6585344223171483,True,23.069220336405003,30250769.230769232,1135.4450549450548,2.619383215240896,2309.0,63862,0.7820783551540371,저특화·결제건수 증가
강원특별자치도,속초시,78893.0,일반한식,389.0,8001.0,28923970000.0,629237.0,1.431169045871277,1.6133074441073818,-0.1792465995030488,True,49.30728962011839,74354678.66323908,1617.5758354755785,7.975828020229931,2309.0,98173,1.087373970778739,고특화·결제건수 증가
강원특별자치도,속초시,78893.0,갈비전문점,187.0,8002.0,25060000.0,330.0,22.381930703552538,19.39023115542456,2.505816027974073,True,23.70299012586668,134010.69518716578,1.7647058823529411,0.004182880610447061,2309.0,61512,0.8342633261275931,저특화·결제건수 증가
강원특별자치도,속초시,78893.0,한정식,642.0,,,,,,,True,81.37604096687919,,,,2309.0,180762,0.9746513399324986,판정불가
강원특별자치도,속초시,78893.0,일식회집,358.0,8004.0,4754360000.0,48159.0,1.7330386977369776,3.388400889980313,-1.6011101612886298,True,45.377916925456,13280335.195530726,134.5223463687151,0.610434385813697,2309.0,44227,2.2213497292106217,고특화·결제건수 증가
강원특별자치도,속초시,78893.0,중국음식,75.0,8005.0,842170000.0,29321.0,-1.3723786188703595,0.0450523729567234,-1.4167926930989945,True,9.50654684192514,11228933.333333334,390.94666666666666,0.371655279936116,2309.0,31984,0.6435019696942451,저특화·결제건수 증가
강원특별자치도,속초시,78893.0,서양음식,64.0,8006.0,4874360000.0,352328.0,0.0603815663446783,2.39235213230573,-2.277485102547271,True,8.112253305109451,76161875.0,5505.125,4.465896847629067,2309.0,23100,0.7603076986533027,저특화·결제건수 증가
강원특별자치도,속초시,78893.0,스넥,121.0,8021.0,2464400000.0,129812.0,0.9167911145721804,1.160697401946537,-0.2411077559155579,True,15.337228904972557,20366942.14876033,1072.8264462809918,1.6454184781919816,2309.0,44410,0.7476976076988033,저특화·결제건수 증가
강원특별자치도,속초시,78893.0,제과점,107.0,8301.0,1184470000.0,78453.0,-0.9002752931186601,0.1616693107575921,-1.060230536475511,True,13.562673494479865,11069813.084112149,733.2056074766355,0.9944228258527372,2309.0,31168,0.9420983354128075,저특화·결제건수 증가
강원특별자치도,양구군,20372.0,대형할인점,0.0,,,,,,,False,0.0,,,,410.0,0,,판정불가
강원특별자치도,양구군,20372.0,편의점,26.0,4010.0,896360000.0,84083.0,6.503352041752191,7.761097556664523,-1.1671610102624774,True,12.762615354408013,34475384.615384616,3233.9615384615386,4.127380718633418,410.0,54446,0.7380212033762699,저특화·결제건수 증가
강원특별자치도,양구군,20372.0,슈퍼마켓,35.0,4020.0,1114840000.0,36982.0,2.8290352713638702,3.849545370077836,-0.9826813348843132,True,17.180443746318478,31852571.42857143,1056.6285714285714,1.8153347732181426,410.0,63862,0.847006999085681,저특화·결제건수 증가
강원특별자치도,양구군,20372.0,일반한식,80.0,8001.0,2062640000.0,46829.0,6.487434878397977,7.0246613140601735,-0.5019650882946344,True,39.2695857058708,25783000.0,585.3625,2.2986942862752797,410.0,98173,1.259387547070341,고특화·결제건수 증가
강원특별자치도,양구군,20372.0,갈비전문점,42.0,,,,,,,True,20.61653249558217,,,,410.0,61512,1.0552391918768973,판정불가
강원특별자치도,양구군,20372.0,한정식,149.0,,,,,,,True,73.13960337718437,,,,410.0,180762,1.2739154381951097,판정불가
강원특별자치도,양구군,20372.0,일식회집,13.0,8004.0,48330000.0,1198.0,15.579724024389437,26.213937922020637,-8.425546395835736,True,6.381307677204006,3717692.3076923075,92.15384615384616,0.05880620459454153,410.0,44227,0.45427343522084235,저특화·결제건수 증가
강원특별자치도,양구군,20372.0,중국음식,26.0,8005.0,198870000.0,6339.0,5.420402972390879,3.7304949685789057,1.629133269173972,True,12.762615354408013,7648846.153846154,243.80769230769232,0.31116237973689376,410.0,31984,1.2563251137764004,고특화·결제건수 증가
강원특별자치도,양구군,20372.0,서양음식,7.0,8006.0,497380000.0,38641.0,2.7698098113680585,5.532603043187094,-2.617952321983794,True,3.4360887492636953,71054285.71428572,5520.142857142857,1.896770076575692,410.0,23100,0.46832520325203253,저특화·결제건수 증가
강원특별자치도,양구군,20372.0,스넥,23.0,8021.0,243650000.0,9880.0,4.269418887348967,3.957464880016733,0.3000785058507123,True,11.290005890437856,10593478.260869564,429.5652173913044,0.4849793834675044,410.0,44410,0.8004026779290536,저특화·결제건수 증가
강원특별자치도,양구군,20372.0,제과점,9.0,8301.0,106960000.0,6516.0,-0.79680685431266,1.8180992107728149,-2.568213397573262,True,4.417828391910466,11884444.444444444,724.0,0.3198507755743177,410.0,31168,0.4462672785095407,저특화·결제건수 증가
강원특별자치도,양양군,27326.0,대형할인점,0.0,,,,,,,False,0.0,,,,833.0,0,,판정불가
강원특별자치도,양양군,27326.0,편의점,77.0,4010.0,2158200000.0,213371.0,8.080647687594556,9.06374801874714,-0.9013997309019168,True,28.178291736807438,28028571.42857143,2771.051948051948,7.8083510210056355,833.0,54446,1.0757839777721323,고특화·결제건수 증가
강원특별자치도,양양군,27326.0,슈퍼마켓,89.0,4020.0,1786600000.0,54177.0,4.547305217799265,5.536996062577736,-0.9377667374497014,True,32.56971382566054,20074157.303370785,608.7303370786517,1.9826172875649564,833.0,63862,1.0601023974150745,고특화·결제건수 증가
강원특별자치도,양양군,27326.0,일반한식,139.0,8001.0,6618420000.0,135155.0,7.802728795469065,7.970421084999166,-0.1553131754465227,True,50.867305862548484,47614532.37410072,972.3381294964029,4.94602210349118,833.0,98173,1.0770182519138465,고특화·결제건수 증가
강원특별자치도,양양군,27326.0,갈비전문점,60.0,,,,,,,True,21.957110444265535,,,,833.0,61512,0.741979195111521,판정불가
강원특별자치도,양양군,27326.0,한정식,265.0,,,,,,,True,96.97723779550611,,,,833.0,180762,1.115164823190205,판정불가
강원특별자치도,양양군,27326.0,일식회집,91.0,8004.0,978730000.0,8957.0,8.72703038868887,11.04075824848584,-2.0836744059504255,True,33.301617507136065,10755274.725274725,98.42857142857143,0.32778306374881067,833.0,44227,1.5651437684079441,고특화·결제건수 증가
강원특별자치도,양양군,27326.0,중국음식,24.0,8005.0,262070000.0,8587.0,3.003391100128086,4.375759886276881,-1.3148347735566894,True,8.782844177706213,10919583.333333334,357.7916666666667,0.31424284564151356,833.0,31984,0.5707931997211091,저특화·결제건수 증가
강원특별자치도,양양군,27326.0,서양음식,33.0,8006.0,1271260000.0,73070.0,6.912805284909592,7.240206173515975,-0.3052967728135616,True,12.076410744346045,38523030.303030305,2214.242424242424,2.6740101002708045,833.0,23100,1.086681529754759,고특화·결제건수 증가
강원특별자치도,양양군,27326.0,스넥,31.0,8021.0,323330000.0,10121.0,5.552824440721545,5.7326042933825585,-0.17003255889,True,11.344507062870527,10430000.0,326.48387096774195,0.3703798580106858,833.0,44410,0.5309837693239872,저특화·결제건수 증가
강원특별자치도,양양군,27326.0,제과점,24.0,8301.0,352400000.0,19282.0,1.40848267152451,4.124723094194016,-2.6086411967812237,True,8.782844177706213,14683333.333333334,803.4166666666666,0.7056283393105467,833.0,31168,0.5857369641901935,저특화·결제건수 증가
강원특별자치도,영월군,35714.0,대형할인점,0.0,4004.0,235390000.0,9554.0,0.8704166761251039,2.7893516878457194,-1.8668616741042716,False,0.0,,,0.2675141401131209,772.0,0,,판정불가
강원특별자치도,영월군,35714.0,편의점,49.0,4010.0,1166570000.0,117255.0,9.87641309948473,11.833038344774074,-1.74959499826624,True,13.720109760878088,23807551.020408165,2392.9591836734694,3.283166265330123,772.0,54446,0.7386830398480103,저특화·결제건수 증가
강원특별자치도,영월군,35714.0,슈퍼마켓,131.0,4020.0,455540000.0,23585.0,6.206302405341587,9.317048188103222,-2.845618166901954,True,36.68029344234754,3477404.580152672,180.0381679389313,0.6603852830822646,772.0,63862,1.6836693531048084,고특화·결제건수 증가
강원특별자치도,영월군,35714.0,일반한식,108.0,8001.0,4021130000.0,112668.0,13.961077629654415,12.016658890426696,1.7358299725130206,True,30.24024192193538,37232685.18518519,1043.2222222222222,3.1547292378339025,772.0,98173,0.9029417193049659,저특화·결제건수 증가
강원특별자치도,영월군,35714.0,갈비전문점,65.0,,,,,,,True,18.20014560116481,,,,772.0,61512,0.8673243419540868,판정불가
강원특별자치도,영월군,35714.0,한정식,280.0,,,,,,,True,78.40062720501764,,,,772.0,180762,1.271390377167286,판정불가
강원특별자치도,영월군,35714.0,일식회집,25.0,8004.0,50840000.0,468.0,10.828811808148224,7.171366749152612,3.412707302274421,True,7.000056000448004,2033600.0,18.72,0.013104104832838663,772.0,44227,0.4639600150471934,저특화·결제건수 증가
강원특별자치도,영월군,35714.0,중국음식,30.0,8005.0,222560000.0,7737.0,6.592321772301808,4.737804845501962,1.7706280263706118,True,8.400067200537604,7418666.666666667,257.9,0.21663773310186482,772.0,31984,0.7698684186652912,저특화·결제건수 증가
강원특별자치도,영월군,35714.0,서양음식,17.0,8006.0,580470000.0,40461.0,13.673874578081744,13.321647063470255,0.3108210335261404,True,4.760038080304642,34145294.11764706,2380.0588235294117,1.1329170633365067,772.0,23100,0.6040389834690352,저특화·결제건수 증가
강원특별자치도,영월군,35714.0,스넥,41.0,8021.0,176380000.0,8717.0,7.330417700698175,3.879587202468183,3.3219524558796114,True,11.480091840734726,4301951.219512195,212.609756097561,0.24407795262362098,772.0,44410,0.7577590119389159,저특화·결제건수 증가
강원특별자치도,영월군,35714.0,제과점,26.0,8301.0,152550000.0,8874.0,6.282005413515012,5.862943898455592,0.3958528826304012,True,7.280058240465923,5867307.692307692,341.3076923076923,0.24847398779190233,772.0,31168,0.6846875631709419,저특화·결제건수 증가
강원특별자치도,원주시,364811.0,대형할인점,0.0,4004.0,5770450000.0,164806.0,-5.216384722700864,-2.7361806676775227,-2.5499760055167053,False,0.0,,,0.4517572112683006,5651.0,0,,판정불가
강원특별자치도,원주시,364811.0,편의점,505.0,4010.0,17232060000.0,2034210.0,4.210805899521553,6.040307073498765,-1.725288453483233,True,13.842784345866765,34122891.089108914,4028.138613861386,5.576065414694184,5651.0,54446,1.0400289272086403,고특화·결제건수 증가
강원특별자치도,원주시,364811.0,슈퍼마켓,552.0,4020.0,19838870000.0,714206.0,-1.8062871766461857,0.0946300662654976,-1.8991201042984591,True,15.131122690927631,35939981.88405797,1293.8514492753623,1.9577425022820036,5651.0,63862,0.9692070886724035,저특화·결제건수 증가
강원특별자치도,원주시,364811.0,일반한식,985.0,8001.0,40306250000.0,1085457.0,3.3728539721527997,3.8479400422284185,-0.4574824208188218,True,27.000282337977747,40920050.76142132,1101.9868020304568,2.9753954787547525,5651.0,98173,1.125030217847189,고특화·결제건수 증가
강원특별자치도,원주시,364811.0,갈비전문점,649.0,8002.0,80320000.0,1049.0,-4.963679317242022,-2.9070048013675347,-2.118252209304059,True,17.79003374350006,123759.63020030817,1.6163328197226503,0.0028754615403592545,5651.0,61512,1.1830548178009945,고특화·결제건수 감소
강원특별자치도,원주시,364811.0,한정식,1611.0,,,,,,,True,44.159852636022485,,,,5651.0,180762,0.999328842530991,판정불가
강원특별자치도,원주시,364811.0,일식회집,257.0,8004.0,2804500000.0,46828.0,-0.3104184359623076,2.3994382978531403,-2.646358982881557,True,7.044743716609422,10912451.361867703,182.2101167315175,0.12836235749470273,5651.0,44227,0.6515768736536781,저특화·결제건수 증가
강원특별자치도,원주시,364811.0,중국음식,269.0,8005.0,2899490000.0,98675.0,-1.3442238043303962,0.5193411731799232,-1.853936720794527,True,7.373681166412196,10778773.234200744,366.82156133828994,0.2704825238274065,5651.0,31984,0.9430604304098608,저특화·결제건수 증가
강원특별자치도,원주시,364811.0,서양음식,181.0,8006.0,10218570000.0,930877.0,2.9344457220690603,5.129236061032599,-2.087706922638907,True,4.9614732011918505,56456187.84530387,5142.96685082873,2.5516692205004783,5651.0,23100,0.87859072561957,저특화·결제건수 증가
강원특별자치도,원주시,364811.0,스넥,375.0,8021.0,3306660000.0,194168.0,1.605626918571374,0.6799449265674049,0.9194303718373048,True,10.279295306336707,8817760.0,517.7813333333334,0.5322427229442095,5651.0,44410,0.9468267388733967,저특화·결제건수 증가
강원특별자치도,원주시,364811.0,제과점,267.0,8301.0,2763030000.0,218482.0,1.575729911354275,3.848377977807296,-2.1884290450243995,True,7.318858258111735,10348426.966292135,818.2846441947565,0.5988909325650816,5651.0,31168,0.9605552405363736,저특화·결제건수 증가
강원특별자치도,인제군,30771.0,대형할인점,0.0,4004.0,44810000.0,1799.0,8.600590060495056,2.801052811433322,5.641515422706613,False,0.0,,,0.05846413831204706,813.0,0,,판정불가
강원특별자치도,인제군,30771.0,편의점,55.0,4010.0,1187380000.0,114967.0,7.845754756728994,8.816889313106538,-0.8924483713031454,True,17.87397224659582,21588727.272727273,2090.309090909091,3.736212667771603,813.0,54446,0.7873203773363083,저특화·결제건수 증가
강원특별자치도,인제군,30771.0,슈퍼마켓,102.0,4020.0,564380000.0,20584.0,-22.47934172655244,-12.014211653904256,-11.89411411702442,True,33.14809398459588,5533137.2549019605,201.80392156862746,0.6689415358616879,813.0,63862,1.244836854744796,고특화·결제건수 감소
강원특별자치도,인제군,30771.0,일반한식,138.0,8001.0,2769490000.0,65916.0,6.796427907635391,7.335493067988469,-0.50222451581008,True,44.84742127327679,20068768.115942027,477.6521739130435,2.142146826557473,813.0,98173,1.0955742222207856,고특화·결제건수 증가
강원특별자치도,인제군,30771.0,갈비전문점,71.0,,,,,,,True,23.073673263787335,,,,813.0,61512,0.8996079445772999,판정불가
강원특별자치도,인제군,30771.0,한정식,303.0,,,,,,,True,98.46933801306425,,,,813.0,180762,1.3064424155045813,판정불가
강원특별자치도,인제군,30771.0,일식회집,36.0,8004.0,40950000.0,447.0,-3.891982490456621,0.8458370004989098,-4.698081380327137,True,11.6993272886809,1137500.0,12.416666666666666,0.014526664716778786,813.0,44227,0.634409679615823,저특화·결제건수 증가
강원특별자치도,인제군,30771.0,중국음식,28.0,8005.0,263060000.0,8711.0,-0.4764373088766382,1.5348846098288869,-1.9809171265959,True,9.099476780085144,9395000.0,311.10714285714283,0.28309122225472033,813.0,31984,0.6823073283259096,저특화·결제건수 증가
강원특별자치도,인제군,30771.0,서양음식,20.0,8006.0,1399360000.0,139151.0,3.2213430348183634,3.350087235968376,-0.1245709651468925,True,6.499626271489389,69968000.0,6957.55,4.5221474765201,813.0,23100,0.6747964622503367,저특화·결제건수 증가
강원특별자치도,인제군,30771.0,스넥,43.0,8021.0,227930000.0,9631.0,4.417473398934471,4.250982653781301,0.1597018473256155,True,13.974196483702187,5300697.674418605,223.97674418604652,0.31298950310357154,813.0,44410,0.7546445912556401,저특화·결제건수 증가
강원특별자치도,인제군,30771.0,제과점,17.0,8301.0,84320000.0,5371.0,0.0950968983142306,2.0321687359307465,-1.8984912911435696,True,5.524682330765981,4960000.0,315.94117647058823,0.17454746352084755,813.0,31168,0.42510358496808787,저특화·결제건수 증가
강원특별자치도,정선군,35128.0,대형할인점,0.0,,,,,,,False,0.0,,,,944.0,0,,판정불가
강원특별자치도,정선군,35128.0,편의점,75.0,4010.0,2727090000.0,263156.0,1.617801600926969,2.3538760158184626,-0.7191465956577469,True,21.350489637895695,36361200.0,3508.7466666666664,7.491345934866773,944.0,54446,0.9246313560878544,저특화·결제건수 증가
강원특별자치도,정선군,35128.0,슈퍼마켓,146.0,4020.0,1957780000.0,82314.0,23.811909118243616,23.185511784635622,0.5084991932356022,True,41.56228649510362,13409452.05479452,563.7945205479452,2.3432589387383285,944.0,63862,1.5345592907163699,고특화·결제건수 증가
강원특별자치도,정선군,35128.0,일반한식,100.0,8001.0,6488900000.0,146093.0,3.766734976455489,5.422622906129966,-1.5707140308479306,True,28.467319517194262,64889000.0,1460.93,4.158876110225461,944.0,98173,0.6837247011372348,저특화·결제건수 증가
강원특별자치도,정선군,35128.0,갈비전문점,91.0,,,,,,,True,25.905260760646776,,,,944.0,61512,0.9930128694745521,판정불가
강원특별자치도,정선군,35128.0,한정식,378.0,,,,,,,True,107.6064677749943,,,,944.0,180762,1.403647299876849,판정불가
