SIDO_NM,CCG_NM,STRD_YYMM,TP_BUZ_NO,TP_BUZ_NM_CLEAN,amt,cnt,supply_count,external_source,source_scope,amt_per_supply_proxy,cnt_per_supply_proxy
경기도,광주시,202602,8301,제과점,318220000,22845,84.0,LOCALDATA,식품인허가 영업점,3788333.3333333335,271.9642857142857
경기도,광주시,202603,4010,편의점,3181530000,341205,429.0,국세청,가동사업자,7416153.846153846,795.3496503496503
경기도,광주시,202603,4020,슈퍼마켓,5011420000,214813,228.0,국세청,가동사업자,21979912.280701753,942.1622807017544
경기도,광주시,202603,8005,중국음식,500150000,17895,157.0,LOCALDATA,식품인허가 영업점,3185668.7898089173,113.98089171974522
경기도,광주시,202603,8301,제과점,353220000,26025,85.0,LOCALDATA,식품인허가 영업점,4155529.411764706,306.1764705882353
경기도,광주시,202604,4010,편의점,3217880000,358854,430.0,국세청,가동사업자,7483441.860465116,834.5441860465116
경기도,광주시,202604,4020,슈퍼마켓,4840940000,207965,231.0,국세청,가동사업자,20956450.216450218,900.2813852813853
경기도,광주시,202604,8005,중국음식,473430000,17355,157.0,LOCALDATA,식품인허가 영업점,3015477.7070063693,110.54140127388536
경기도,광주시,202604,8301,제과점,327460000,26392,86.0,LOCALDATA,식품인허가 영업점,3807674.418604651,306.8837209302326
경기도,광주시,202605,4010,편의점,3439320000,373509,430.0,국세청,가동사업자,7998418.604651162,868.6255813953488
경기도,광주시,202605,4020,슈퍼마켓,5074340000,214311,229.0,국세청,가동사업자,22158689.95633188,935.8558951965066
경기도,광주시,202605,8005,중국음식,526590000,18440,157.0,LOCALDATA,식품인허가 영업점,3354076.433121019,117.45222929936305
경기도,광주시,202605,8301,제과점,348120000,26560,85.0,LOCALDATA,식품인허가 영업점,4095529.411764706,312.47058823529414
경기도,광주시,202606,4010,편의점,3377430000,372093,424.0,국세청,가동사업자,7965636.79245283,877.5778301886793
경기도,광주시,202606,4020,슈퍼마켓,4919410000,205272,230.0,국세청,가동사업자,21388739.13043478,892.4869565217391
경기도,광주시,202606,8005,중국음식,458110000,16836,157.0,LOCALDATA,식품인허가 영업점,2917898.0891719745,107.23566878980891
경기도,광주시,202606,8301,제과점,298420000,24086,86.0,LOCALDATA,식품인허가 영업점,3470000.0,280.06976744186045
경기도,구리시,202601,4010,편의점,1116010000,139336,170.0,국세청,가동사업자,6564764.705882353,819.6235294117647
경기도,구리시,202601,4020,슈퍼마켓,1517760000,70308,86.0,국세청,가동사업자,17648372.093023255,817.5348837209302
경기도,구리시,202601,8005,중국음식,221760000,8195,77.0,LOCALDATA,식품인허가 영업점,2880000.0,106.42857142857143
경기도,구리시,202601,8301,제과점,158750000,14275,57.0,LOCALDATA,식품인허가 영업점,2785087.7192982454,250.43859649122808
경기도,구리시,202602,4010,편의점,1030010000,127532,169.0,국세청,가동사업자,6094733.727810651,754.6272189349113
경기도,구리시,202602,4020,슈퍼마켓,1439430000,62782,86.0,국세청,가동사업자,16737558.139534883,730.0232558139535
경기도,구리시,202602,8005,중국음식,198740000,7460,75.0,LOCALDATA,식품인허가 영업점,2649866.6666666665,99.46666666666667
경기도,구리시,202602,8301,제과점,161730000,13943,56.0,LOCALDATA,식품인허가 영업점,2888035.714285714,248.98214285714286
경기도,구리시,202603,4010,편의점,1183130000,149571,169.0,국세청,가동사업자,7000769.230769231,885.0355029585799
경기도,구리시,202603,4020,슈퍼마켓,1381800000,68611,86.0,국세청,가동사업자,16067441.860465117,797.8023255813954
경기도,구리시,202603,8005,중국음식,219140000,8468,75.0,LOCALDATA,식품인허가 영업점,2921866.6666666665,112.90666666666667
경기도,구리시,202603,8301,제과점,195100000,16656,55.0,LOCALDATA,식품인허가 영업점,3547272.727272727,302.8363636363636
경기도,구리시,202604,4010,편의점,1153100000,152006,168.0,국세청,가동사업자,6863690.476190476,904.797619047619
경기도,구리시,202604,4020,슈퍼마켓,1376430000,68426,82.0,국세청,가동사업자,16785731.707317073,834.4634146341464
경기도,구리시,202604,8005,중국음식,204130000,8167,75.0,LOCALDATA,식품인허가 영업점,2721733.3333333335,108.89333333333333
경기도,구리시,202604,8301,제과점,173100000,16696,55.0,LOCALDATA,식품인허가 영업점,3147272.727272727,303.56363636363636
경기도,구리시,202605,4010,편의점,1260250000,161444,169.0,국세청,가동사업자,7457100.591715977,955.2899408284023
경기도,구리시,202605,4020,슈퍼마켓,1397220000,67710,82.0,국세청,가동사업자,17039268.292682927,825.7317073170732
경기도,구리시,202605,8005,중국음식,235540000,8739,75.0,LOCALDATA,식품인허가 영업점,3140533.3333333335,116.52
경기도,구리시,202605,8301,제과점,189890000,16785,55.0,LOCALDATA,식품인허가 영업점,3452545.4545454546,305.1818181818182
경기도,구리시,202606,4010,편의점,1225600000,158704,167.0,국세청,가동사업자,7338922.155688623,950.3233532934132
경기도,구리시,202606,4020,슈퍼마켓,1331220000,66081,84.0,국세청,가동사업자,15847857.142857144,786.6785714285714
경기도,구리시,202606,8005,중국음식,204750000,8103,75.0,LOCALDATA,식품인허가 영업점,2730000.0,108.04
경기도,구리시,202606,8301,제과점,152240000,14663,58.0,LOCALDATA,식품인허가 영업점,2624827.5862068967,252.81034482758622
경기도,군포시,202601,4010,편의점,1493190000,193187,199.0,국세청,가동사업자,7503467.336683417,970.7889447236181
경기도,군포시,202601,4020,슈퍼마켓,1101590000,74393,127.0,국세청,가동사업자,8673937.007874016,585.7716535433071
경기도,군포시,202601,8005,중국음식,316810000,12418,108.0,LOCALDATA,식품인허가 영업점,2933425.925925926,114.98148148148148
경기도,군포시,202601,8301,제과점,335030000,32311,79.0,LOCALDATA,식품인허가 영업점,4240886.075949367,409.0
경기도,군포시,202602,4010,편의점,1412370000,179957,199.0,국세청,가동사업자,7097336.683417086,904.3065326633166
경기도,군포시,202602,4020,슈퍼마켓,1175710000,73520,124.0,국세청,가동사업자,9481532.258064516,592.9032258064516
경기도,군포시,202602,8005,중국음식,291150000,11603,108.0,LOCALDATA,식품인허가 영업점,2695833.3333333335,107.43518518518519
경기도,군포시,202602,8301,제과점,344310000,32010,79.0,LOCALDATA,식품인허가 영업점,4358354.4303797465,405.1898734177215
경기도,군포시,202603,4010,편의점,1617170000,210322,205.0,국세청,가동사업자,7888634.146341464,1025.9609756097561
경기도,군포시,202603,4020,슈퍼마켓,1106280000,80320,121.0,국세청,가동사업자,9142809.917355372,663.801652892562
경기도,군포시,202603,8005,중국음식,320600000,13186,108.0,LOCALDATA,식품인허가 영업점,2968518.5185185187,122.0925925925926
경기도,군포시,202603,8301,제과점,360480000,34820,78.0,LOCALDATA,식품인허가 영업점,4621538.461538462,446.4102564102564
경기도,군포시,202604,4010,편의점,1596120000,216945,202.0,국세청,가동사업자,7901584.158415842,1073.9851485148515
경기도,군포시,202604,4020,슈퍼마켓,1083000000,79268,119.0,국세청,가동사업자,9100840.336134454,666.1176470588235
경기도,군포시,202604,8005,중국음식,308540000,12830,108.0,LOCALDATA,식품인허가 영업점,2856851.8518518517,118.79629629629629
경기도,군포시,202604,8301,제과점,342430000,35356,79.0,LOCALDATA,식품인허가 영업점,4334556.962025316,447.54430379746833
경기도,군포시,202605,4010,편의점,1676410000,219889,202.0,국세청,가동사업자,8299059.405940594,1088.5594059405942
경기도,군포시,202605,4020,슈퍼마켓,1132060000,79684,117.0,국세청,가동사업자,9675726.495726496,681.0598290598291
경기도,군포시,202605,8005,중국음식,321840000,12838,108.0,LOCALDATA,식품인허가 영업점,2980000.0,118.87037037037037
경기도,군포시,202605,8301,제과점,353600000,34392,79.0,LOCALDATA,식품인허가 영업점,4475949.3670886075,435.34177215189874
경기도,군포시,202606,4010,편의점,1650530000,219744,200.0,국세청,가동사업자,8252650.0,1098.72
경기도,군포시,202606,4020,슈퍼마켓,1089330000,78455,117.0,국세청,가동사업자,9310512.82051282,670.5555555555555
경기도,군포시,202606,8005,중국음식,284900000,11721,108.0,LOCALDATA,식품인허가 영업점,2637962.962962963,108.52777777777777
경기도,군포시,202606,8301,제과점,302230000,31215,77.0,LOCALDATA,식품인허가 영업점,3925064.935064935,405.38961038961037
경기도,김포시,202601,4010,편의점,3763160000,408987,496.0,국세청,가동사업자,7587016.129032258,824.570564516129
경기도,김포시,202601,4020,슈퍼마켓,4796540000,181723,281.0,국세청,가동사업자,17069537.366548043,646.7010676156584
경기도,김포시,202601,8005,중국음식,674120000,23436,205.0,LOCALDATA,식품인허가 영업점,3288390.2439024393,114.3219512195122
경기도,김포시,202601,8301,제과점,597120000,46903,155.0,LOCALDATA,식품인허가 영업점,3852387.0967741935,302.6
경기도,김포시,202602,4010,편의점,3495420000,377173,493.0,국세청,가동사업자,7090101.419878297,765.0567951318459
경기도,김포시,202602,4020,슈퍼마켓,4795180000,172280,289.0,국세청,가동사업자,16592318.339100346,596.1245674740485
경기도,김포시,202602,8005,중국음식,623660000,21688,205.0,LOCALDATA,식품인허가 영업점,3042243.9024390243,105.79512195121951
경기도,김포시,202602,8301,제과점,589300000,44569,156.0,LOCALDATA,식품인허가 영업점,3777564.1025641025,285.69871794871796
경기도,김포시,202603,4010,편의점,4067910000,444015,494.0,국세청,가동사업자,8234635.627530364,898.8157894736842
경기도,김포시,202603,4020,슈퍼마켓,4593180000,188782,293.0,국세청,가동사업자,15676382.252559727,644.3071672354948
경기도,김포시,202603,8005,중국음식,678820000,24668,205.0,LOCALDATA,식품인허가 영업점,3311317.073170732,120.33170731707317
경기도,김포시,202603,8301,제과점,626670000,50476,155.0,LOCALDATA,식품인허가 영업점,4043032.2580645164,325.6516129032258
경기도,김포시,202604,4010,편의점,4011520000,458980,495.0,국세청,가동사업자,8104080.808080808,927.2323232323232
경기도,김포시,202604,4020,슈퍼마켓,4505480000,187810,291.0,국세청,가동사업자,15482749.14089347,645.3951890034364
경기도,김포시,202604,8005,중국음식,610410000,23204,204.0,LOCALDATA,식품인허가 영업점,2992205.882352941,113.74509803921569
경기도,김포시,202604,8301,제과점,594660000,51245,154.0,LOCALDATA,식품인허가 영업점,3861428.5714285714,332.7597402597403
경기도,김포시,202605,4010,편의점,4309570000,480528,495.0,국세청,가동사업자,8706202.02020202,970.7636363636364
경기도,김포시,202605,4020,슈퍼마켓,4832980000,198281,289.0,국세청,가동사업자,16723114.18685121,686.0934256055364
경기도,김포시,202605,8005,중국음식,687010000,24381,201.0,LOCALDATA,식품인허가 영업점,3417960.199004975,121.29850746268657
경기도,김포시,202605,8301,제과점,604210000,49368,152.0,LOCALDATA,식품인허가 영업점,3975065.789473684,324.7894736842105
경기도,김포시,202606,4010,편의점,4266180000,483061,488.0,국세청,가동사업자,8742172.131147541,989.8790983606557
경기도,김포시,202606,4020,슈퍼마켓,4451280000,187202,289.0,국세청,가동사업자,15402352.94117647,647.757785467128
경기도,김포시,202606,8005,중국음식,594420000,21949,203.0,LOCALDATA,식품인허가 영업점,2928177.339901478,108.1231527093596
경기도,김포시,202606,8301,제과점,520440000,45118,152.0,LOCALDATA,식품인허가 영업점,3423947.3684210526,296.82894736842104
경기도,남양주시,202601,4010,편의점,3639410000,418359,634.0,국세청,가동사업자,5740394.321766562,659.8722397476341
경기도,남양주시,202601,4020,슈퍼마켓,4375910000,179644,326.0,국세청,가동사업자,13423036.80981595,551.0552147239264
경기도,남양주시,202601,8005,중국음식,626690000,23189,252.0,LOCALDATA,식품인허가 영업점,2486865.0793650793,92.01984126984127
경기도,남양주시,202601,8301,제과점,611830000,48943,266.0,LOCALDATA,식품인허가 영업점,2300112.7819548873,183.99624060150376
경기도,남양주시,202602,4010,편의점,3382040000,385649,634.0,국세청,가동사업자,5334447.949526814,608.2791798107255
경기도,남양주시,202602,4020,슈퍼마켓,4276300000,168522,324.0,국세청,가동사업자,13198456.790123457,520.1296296296297
경기도,남양주시,202602,8005,중국음식,565730000,20533,249.0,LOCALDATA,식품인허가 영업점,2272008.0321285143,82.46184738955823
경기도,남양주시,202602,8301,제과점,642590000,49047,268.0,LOCALDATA,식품인허가 영업점,2397723.880597015,183.01119402985074
경기도,남양주시,202603,4010,편의점,3897170000,452222,630.0,국세청,가동사업자,6185984.126984127,717.8126984126984
경기도,남양주시,202603,4020,슈퍼마켓,4368970000,194778,324.0,국세청,가동사업자,13484475.308641976,601.1666666666666
경기도,남양주시,202603,8005,중국음식,638350000,24221,251.0,LOCALDATA,식품인허가 영업점,2543227.091633466,96.4980079681275
경기도,남양주시,202603,8301,제과점,705140000,55560,269.0,LOCALDATA,식품인허가 영업점,2621338.2899628254,206.54275092936803
경기도,남양주시,202604,4010,편의점,3824110000,466872,633.0,국세청,가동사업자,6041248.025276462,737.5545023696683
경기도,남양주시,202604,4020,슈퍼마켓,4161160000,190247,322.0,국세청,가동사업자,12922857.142857144,590.8291925465838
경기도,남양주시,202604,8005,중국음식,586130000,22774,253.0,LOCALDATA,식품인허가 영업점,2316719.3675889326,90.01581027667984
경기도,남양주시,202604,8301,제과점,685560000,58224,256.0,LOCALDATA,식품인허가 영업점,2677968.75,227.4375
경기도,남양주시,202605,4010,편의점,4114370000,483668,634.0,국세청,가동사업자,6489542.586750789,762.8832807570977
경기도,남양주시,202605,4020,슈퍼마켓,4363280000,192180,325.0,국세청,가동사업자,13425476.923076924,591.3230769230769
경기도,남양주시,202605,8005,중국음식,655890000,23764,254.0,LOCALDATA,식품인허가 영업점,2582244.094488189,93.55905511811024
경기도,남양주시,202605,8301,제과점,700470000,55980,258.0,LOCALDATA,식품인허가 영업점,2715000.0,216.97674418604652
경기도,남양주시,202606,4010,편의점,4040450000,482270,623.0,국세청,가동사업자,6485473.515248796,774.1091492776886
경기도,남양주시,202606,4020,슈퍼마켓,4223230000,184389,320.0,국세청,가동사업자,13197593.75,576.215625
경기도,남양주시,202606,8005,중국음식,574140000,21926,254.0,LOCALDATA,식품인허가 영업점,2260393.7007874018,86.32283464566929
경기도,남양주시,202606,8301,제과점,601840000,51652,258.0,LOCALDATA,식품인허가 영업점,2332713.1782945734,200.2015503875969
경기도,동두천시,202601,4010,편의점,635940000,68879,97.0,국세청,가동사업자,6556082.474226804,710.0927835051547
경기도,동두천시,202601,4020,슈퍼마켓,708280000,34030,61.0,국세청,가동사업자,11611147.540983606,557.8688524590164
경기도,동두천시,202601,8005,중국음식,80310000,2839,48.0,LOCALDATA,식품인허가 영업점,1673125.0,59.145833333333336
경기도,동두천시,202601,8301,제과점,85020000,6668,21.0,LOCALDATA,식품인허가 영업점,4048571.4285714286,317.5238095238095
경기도,동두천시,202602,4010,편의점,604020000,65657,96.0,국세청,가동사업자,6291875.0,683.9270833333334
경기도,동두천시,202602,4020,슈퍼마켓,702620000,32539,60.0,국세청,가동사업자,11710333.333333334,542.3166666666667
경기도,동두천시,202602,8005,중국음식,82200000,2809,47.0,LOCALDATA,식품인허가 영업점,1748936.170212766,59.765957446808514
경기도,동두천시,202602,8301,제과점,85230000,6397,23.0,LOCALDATA,식품인허가 영업점,3705652.1739130435,278.1304347826087
경기도,동두천시,202603,4010,편의점,691350000,77514,96.0,국세청,가동사업자,7201562.5,807.4375
경기도,동두천시,202603,4020,슈퍼마켓,675930000,35518,61.0,국세청,가동사업자,11080819.672131147,582.2622950819672
경기도,동두천시,202603,8005,중국음식,89940000,3343,47.0,LOCALDATA,식품인허가 영업점,1913617.0212765958,71.12765957446808
경기도,동두천시,202603,8301,제과점,94270000,7534,22.0,LOCALDATA,식품인허가 영업점,4285000.0,342.45454545454544
경기도,동두천시,202604,4010,편의점,681500000,80124,98.0,국세청,가동사업자,6954081.632653061,817.5918367346939
경기도,동두천시,202604,4020,슈퍼마켓,644980000,34956,62.0,국세청,가동사업자,10402903.225806452,563.8064516129032
경기도,동두천시,202604,8005,중국음식,82400000,3219,47.0,LOCALDATA,식품인허가 영업점,1753191.4893617022,68.48936170212765
경기도,동두천시,202604,8301,제과점,88470000,7518,22.0,LOCALDATA,식품인허가 영업점,4021363.6363636362,341.72727272727275
경기도,동두천시,202605,4010,편의점,727540000,83404,99.0,국세청,가동사업자,7348888.888888889,842.4646464646464
경기도,동두천시,202605,4020,슈퍼마켓,642780000,34598,62.0,국세청,가동사업자,10367419.35483871,558.0322580645161
경기도,동두천시,202605,8005,중국음식,94290000,3503,47.0,LOCALDATA,식품인허가 영업점,2006170.2127659575,74.53191489361703
경기도,동두천시,202605,8301,제과점,94640000,7515,22.0,LOCALDATA,식품인허가 영업점,4301818.181818182,341.59090909090907
경기도,동두천시,202606,4010,편의점,705130000,81572,101.0,국세청,가동사업자,6981485.148514852,807.6435643564356
경기도,동두천시,202606,4020,슈퍼마켓,596960000,33450,62.0,국세청,가동사업자,9628387.096774194,539.516129032258
경기도,동두천시,202606,8005,중국음식,75750000,2976,47.0,LOCALDATA,식품인허가 영업점,1611702.1276595744,63.319148936170215
경기도,동두천시,202606,8301,제과점,77750000,6743,22.0,LOCALDATA,식품인허가 영업점,3534090.909090909,306.5
경기도,부천시 소사구,202601,4010,편의점,1346370000,173260,178.0,국세청,가동사업자,7563876.404494382,973.370786516854
경기도,부천시 소사구,202601,4020,슈퍼마켓,1717010000,100581,119.0,국세청,가동사업자,14428655.462184874,845.218487394958
경기도,부천시 소사구,202601,8005,중국음식,359650000,11056,171.0,LOCALDATA,식품인허가 영업점,2103216.374269006,64.65497076023392
경기도,부천시 소사구,202601,8301,제과점,231480000,21265,60.0,LOCALDATA,식품인허가 영업점,3858000.0,354.4166666666667
경기도,부천시 소사구,202602,4010,편의점,1275380000,161256,179.0,국세청,가동사업자,7125027.932960894,900.8715083798883
경기도,부천시 소사구,202602,4020,슈퍼마켓,1677740000,93756,117.0,국세청,가동사업자,14339658.11965812,801.3333333333334
경기도,부천시 소사구,202602,8005,중국음식,350170000,10201,171.0,LOCALDATA,식품인허가 영업점,2047777.7777777778,59.654970760233915
경기도,부천시 소사구,202602,8301,제과점,239810000,20884,61.0,LOCALDATA,식품인허가 영업점,3931311.475409836,342.3606557377049
경기도,부천시 소사구,202603,4010,편의점,1464870000,193817,177.0,국세청,가동사업자,8276101.694915255,1095.0112994350281
경기도,부천시 소사구,202603,4020,슈퍼마켓,1640450000,102945,118.0,국세청,가동사업자,13902118.644067796,872.4152542372881
경기도,부천시 소사구,202603,8005,중국음식,373800000,11634,172.0,LOCALDATA,식품인허가 영업점,2173255.8139534886,67.63953488372093
경기도,부천시 소사구,202603,8301,제과점,255050000,22862,60.0,LOCALDATA,식품인허가 영업점,4250833.333333333,381.03333333333336
경기도,부천시 소사구,202604,4010,편의점,1400270000,193891,177.0,국세청,가동사업자,7911129.943502825,1095.4293785310736
경기도,부천시 소사구,202604,4020,슈퍼마켓,1555090000,98723,117.0,국세청,가동사업자,13291367.521367522,843.7863247863248
경기도,부천시 소사구,202604,8005,중국음식,351770000,11600,172.0,LOCALDATA,식품인허가 영업점,2045174.4186046512,67.44186046511628
경기도,부천시 소사구,202604,8301,제과점,242260000,23290,61.0,LOCALDATA,식품인허가 영업점,3971475.4098360655,381.8032786885246
경기도,부천시 소사구,202605,4010,편의점,1502340000,198476,178.0,국세청,가동사업자,8440112.359550562,1115.0337078651685
경기도,부천시 소사구,202605,4020,슈퍼마켓,1628250000,100130,119.0,국세청,가동사업자,13682773.109243697,841.4285714285714
경기도,부천시 소사구,202605,8005,중국음식,407400000,12877,173.0,LOCALDATA,식품인허가 영업점,2354913.294797688,74.43352601156069
경기도,부천시 소사구,202605,8301,제과점,241690000,22161,63.0,LOCALDATA,식품인허가 영업점,3836349.206349206,351.76190476190476
경기도,부천시 소사구,202606,4010,편의점,1472600000,198453,176.0,국세청,가동사업자,8367045.454545454,1127.5738636363637
경기도,부천시 소사구,202606,4020,슈퍼마켓,1568020000,97546,122.0,국세청,가동사업자,12852622.950819673,799.5573770491803
경기도,부천시 소사구,202606,8005,중국음식,345340000,11636,170.0,LOCALDATA,식품인허가 영업점,2031411.7647058824,68.44705882352942
경기도,부천시 소사구,202606,8301,제과점,219410000,21362,65.0,LOCALDATA,식품인허가 영업점,3375538.4615384615,328.6461538461538
경기도,부천시 오정구,202601,4010,편의점,1099610000,135080,134.0,국세청,가동사업자,8206044.776119403,1008.0597014925373
경기도,부천시 오정구,202601,4020,슈퍼마켓,1751420000,110004,97.0,국세청,가동사업자,18055876.288659792,1134.0618556701031
경기도,부천시 오정구,202601,8005,중국음식,164690000,6875,58.0,LOCALDATA,식품인허가 영업점,2839482.7586206896,118.53448275862068
경기도,부천시 오정구,202601,8301,제과점,147570000,13113,36.0,LOCALDATA,식품인허가 영업점,4099166.6666666665,364.25
경기도,부천시 오정구,202602,4010,편의점,1018150000,124436,133.0,국세청,가동사업자,7655263.157894737,935.609022556391
경기도,부천시 오정구,202602,4020,슈퍼마켓,1741180000,105230,96.0,국세청,가동사업자,18137291.666666668,1096.1458333333333
경기도,부천시 오정구,202602,8005,중국음식,142400000,6015,58.0,LOCALDATA,식품인허가 영업점,2455172.4137931033,103.70689655172414
경기도,부천시 오정구,202602,8301,제과점,156420000,13007,37.0,LOCALDATA,식품인허가 영업점,4227567.567567567,351.5405405405405
경기도,부천시 오정구,202603,4010,편의점,1175170000,145615,132.0,국세청,가동사업자,8902803.030303031,1103.1439393939395
경기도,부천시 오정구,202603,4020,슈퍼마켓,1732480000,117566,95.0,국세청,가동사업자,18236631.57894737,1237.536842105263
경기도,부천시 오정구,202603,8005,중국음식,160410000,6956,58.0,LOCALDATA,식품인허가 영업점,2765689.6551724137,119.93103448275862
경기도,부천시 오정구,202603,8301,제과점,150530000,13118,36.0,LOCALDATA,식품인허가 영업점,4181388.888888889,364.3888888888889
경기도,부천시 오정구,202604,4010,편의점,1156790000,149394,133.0,국세청,가동사업자,8697669.17293233,1123.2631578947369
경기도,부천시 오정구,202604,4020,슈퍼마켓,1667370000,114336,95.0,국세청,가동사업자,17551263.157894738,1203.536842105263
경기도,부천시 오정구,202604,8005,중국음식,150620000,6678,58.0,LOCALDATA,식품인허가 영업점,2596896.5517241377,115.13793103448276
경기도,부천시 오정구,202604,8301,제과점,149250000,13740,36.0,LOCALDATA,식품인허가 영업점,4145833.3333333335,381.6666666666667
경기도,부천시 오정구,202605,4010,편의점,1208480000,152147,134.0,국세청,가동사업자,9018507.462686567,1135.4253731343283
경기도,부천시 오정구,202605,4020,슈퍼마켓,1771580000,118536,94.0,국세청,가동사업자,18846595.74468085,1261.0212765957447
경기도,부천시 오정구,202605,8005,중국음식,168690000,7110,58.0,LOCALDATA,식품인허가 영업점,2908448.275862069,122.58620689655173
경기도,부천시 오정구,202605,8301,제과점,146940000,12879,37.0,LOCALDATA,식품인허가 영업점,3971351.3513513515,348.0810810810811
경기도,부천시 오정구,202606,4010,편의점,1212030000,155840,133.0,국세청,가동사업자,9113007.518796992,1171.7293233082708
경기도,부천시 오정구,202606,4020,슈퍼마켓,1747590000,116704,94.0,국세청,가동사업자,18591382.978723403,1241.531914893617
경기도,부천시 오정구,202606,8005,중국음식,149750000,6524,58.0,LOCALDATA,식품인허가 영업점,2581896.5517241377,112.48275862068965
경기도,부천시 오정구,202606,8301,제과점,133190000,12253,37.0,LOCALDATA,식품인허가 영업점,3599729.7297297297,331.1621621621622
경기도,부천시 원미구,202601,4010,편의점,2784130000,358017,354.0,국세청,가동사업자,7864774.011299435,1011.3474576271186
경기도,부천시 원미구,202601,4020,슈퍼마켓,2781350000,175693,197.0,국세청,가동사업자,14118527.918781726,891.8426395939086
경기도,부천시 원미구,202601,8005,중국음식,605160000,22098,232.0,LOCALDATA,식품인허가 영업점,2608448.275862069,95.25
경기도,부천시 원미구,202601,8301,제과점,584120000,50714,159.0,LOCALDATA,식품인허가 영업점,3673710.6918238993,318.9559748427673
경기도,부천시 원미구,202602,4010,편의점,2601520000,327903,356.0,국세청,가동사업자,7307640.449438202,921.0758426966293
경기도,부천시 원미구,202602,4020,슈퍼마켓,2806690000,167049,199.0,국세청,가동사업자,14103969.849246232,839.4422110552764
경기도,부천시 원미구,202602,8005,중국음식,554720000,19616,232.0,LOCALDATA,식품인허가 영업점,2391034.4827586208,84.55172413793103
경기도,부천시 원미구,202602,8301,제과점,576380000,47100,157.0,LOCALDATA,식품인허가 영업점,3671210.1910828026,300.0
경기도,부천시 원미구,202603,4010,편의점,3025000000,390430,357.0,국세청,가동사업자,8473389.355742296,1093.641456582633
경기도,부천시 원미구,202603,4020,슈퍼마켓,2736810000,185329,198.0,국세청,가동사업자,13822272.727272727,936.0050505050505
경기도,부천시 원미구,202603,8005,중국음식,625990000,23543,235.0,LOCALDATA,식품인허가 영업점,2663787.234042553,100.18297872340426
경기도,부천시 원미구,202603,8301,제과점,597730000,53300,154.0,LOCALDATA,식품인허가 영업점,3881363.6363636362,346.1038961038961
경기도,부천시 원미구,202604,4010,편의점,2914420000,399135,355.0,국세청,가동사업자,8209633.802816901,1124.3239436619717
경기도,부천시 원미구,202604,4020,슈퍼마켓,2659490000,182772,197.0,국세청,가동사업자,13499949.23857868,927.7766497461929
경기도,부천시 원미구,202604,8005,중국음식,618470000,23438,236.0,LOCALDATA,식품인허가 영업점,2620635.593220339,99.3135593220339
경기도,부천시 원미구,202604,8301,제과점,568700000,53714,154.0,LOCALDATA,식품인허가 영업점,3692857.1428571427,348.7922077922078
경기도,부천시 원미구,202605,4010,편의점,3103000000,409167,354.0,국세청,가동사업자,8765536.723163841,1155.8389830508474
경기도,부천시 원미구,202605,4020,슈퍼마켓,2822210000,187524,197.0,국세청,가동사업자,14325939.086294416,951.8984771573604
경기도,부천시 원미구,202605,8005,중국음식,684910000,24382,239.0,LOCALDATA,식품인허가 영업점,2865732.217573222,102.01673640167364
경기도,부천시 원미구,202605,8301,제과점,603090000,52255,155.0,LOCALDATA,식품인허가 영업점,3890903.2258064514,337.1290322580645
경기도,부천시 원미구,202606,4010,편의점,3070960000,410706,351.0,국세청,가동사업자,8749173.78917379,1170.1025641025642
경기도,부천시 원미구,202606,4020,슈퍼마켓,2762810000,185323,200.0,국세청,가동사업자,13814050.0,926.615
경기도,부천시 원미구,202606,8005,중국음식,704530000,23335,240.0,LOCALDATA,식품인허가 영업점,2935541.6666666665,97.22916666666667
경기도,부천시 원미구,202606,8301,제과점,534280000,48044,157.0,LOCALDATA,식품인허가 영업점,3403057.3248407645,306.0127388535032
경기도,성남시 분당구,202601,4010,편의점,2960970000,414359,350.0,국세청,가동사업자,8459914.285714285,1183.8828571428571
경기도,성남시 분당구,202601,4020,슈퍼마켓,1506650000,65830,137.0,국세청,가동사업자,10997445.255474452,480.5109489051095
경기도,성남시 분당구,202601,8005,중국음식,1020270000,26527,183.0,LOCALDATA,식품인허가 영업점,5575245.901639344,144.95628415300547
경기도,성남시 분당구,202601,8301,제과점,925830000,77668,226.0,LOCALDATA,식품인허가 영업점,4096592.920353982,343.6637168141593
경기도,성남시 분당구,202602,4010,편의점,2692730000,369820,355.0,국세청,가동사업자,7585154.929577465,1041.7464788732395
경기도,성남시 분당구,202602,4020,슈퍼마켓,1451660000,59860,141.0,국세청,가동사업자,10295460.992907802,424.5390070921986
경기도,성남시 분당구,202602,8005,중국음식,912740000,23416,184.0,LOCALDATA,식품인허가 영업점,4960543.478260869,127.26086956521739
경기도,성남시 분당구,202602,8301,제과점,899990000,72500,227.0,LOCALDATA,식품인허가 영업점,3964713.6563876653,319.3832599118943
경기도,성남시 분당구,202603,4010,편의점,3242950000,448302,355.0,국세청,가동사업자,9135070.42253521,1262.8225352112677
경기도,성남시 분당구,202603,4020,슈퍼마켓,1434380000,67926,141.0,국세청,가동사업자,10172907.80141844,481.74468085106383
경기도,성남시 분당구,202603,8005,중국음식,986310000,26733,184.0,LOCALDATA,식품인허가 영업점,5360380.434782608,145.28804347826087
경기도,성남시 분당구,202603,8301,제과점,1011280000,85745,229.0,LOCALDATA,식품인허가 영업점,4416069.868995633,374.43231441048033
