SIDO_NM,CCG_NM,STRD_YYMM,amt,cnt,population_total,amt_per_registered_resident,cnt_per_registered_resident
경기도,용인시 수지구,202601,10197800000,561763,373960.0,27269.761471815167,1.5022007701358433
경기도,용인시 수지구,202602,9413740000,514835,373308.0,25217.08615941796,1.3791159042935057
경기도,용인시 수지구,202603,10900160000,623005,372025.0,29299.53632148377,1.6746320811773403
경기도,용인시 수지구,202604,10332040000,625752,370941.0,27853.59396777385,1.686931344876948
경기도,용인시 수지구,202605,11458430000,629440,369798.0,30985.64621766478,1.7021184538585932
경기도,용인시 수지구,202606,10259930000,607358,369230.0,27787.368307017307,1.644931343606966
경기도,용인시 처인구,202601,13052950000,702243,282534.0,46199.57244083898,2.485516787360105
경기도,용인시 처인구,202602,12573980000,669891,283119.0,44412.34957738619,2.366111069903468
경기도,용인시 처인구,202603,14406810000,824576,284132.0,50704.63728126364,2.9020877620261007
경기도,용인시 처인구,202604,14494510000,855899,285039.0,50850.97127059806,3.0027434842249656
경기도,용인시 처인구,202605,15898580000,903881,285532.0,55680.5541935755,3.1656031548127705
경기도,용인시 처인구,202606,14175120000,848560,286391.0,49495.68945951514,2.9629422712305904
경기도,의왕시,202601,6087100000,302164,160842.0,37845.21455838649,1.8786386640305393
경기도,의왕시,202602,5585900000,277728,161183.0,34655.639862764685,1.723060124206647
경기도,의왕시,202603,6378290000,329926,162209.0,39321.43099334809,2.033956192319785
경기도,의왕시,202604,6415940000,337454,162972.0,39368.35775470633,2.070625628942395
경기도,의왕시,202605,7328340000,356057,163071.0,44939.566201225236,2.1834477006947894
경기도,의왕시,202606,6393430000,341109,164221.0,38931.86620468758,2.0771338622953217
경기도,의정부시,202601,19298050000,1059822,461541.0,41812.21169950232,2.296268370523962
경기도,의정부시,202602,18202850000,982065,461581.0,39435.87366031097,2.1276114051488255
경기도,의정부시,202603,19050830000,1119551,461460.0,41283.8165821523,2.426106271399471
경기도,의정부시,202604,18870850000,1133761,461741.0,40868.90702796589,2.4554046532579954
경기도,의정부시,202605,21123250000,1177990,461816.0,45739.536958442324,2.5507777989502314
경기도,의정부시,202606,18738620000,1121377,461917.0,40567.0715734645,2.4276590816098995
경기도,이천시,202601,11536550000,574409,222879.0,51761.493904764466,2.577223515898761
경기도,이천시,202602,10960970000,535294,222906.0,49173.05949593102,2.401433788233605
경기도,이천시,202603,11786350000,608933,223229.0,52799.36746569666,2.72784002078583
경기도,이천시,202604,11500800000,615497,223506.0,51456.33674263778,2.7538276377367947
경기도,이천시,202605,12446020000,641417,223635.0,55653.27430858318,2.8681422854204395
경기도,이천시,202606,11270820000,613362,224740.0,50150.485004894545,2.729207083741212
경기도,파주시,202601,22580690000,1022691,527182.0,42832.816750192535,1.9399201793687948
경기도,파주시,202602,22541540000,974942,528614.0,42642.72228885349,1.8443363210206314
경기도,파주시,202603,23449780000,1110032,530201.0,44228.09462826362,2.093606009796285
경기도,파주시,202604,23062790000,1127048,531373.0,43402.26168811739,2.1210110412083414
경기도,파주시,202605,25955830000,1188849,532124.0,48777.78487720907,2.234157827874706
경기도,파주시,202606,22500870000,1120195,533387.0,42184.886395806425,2.100154296973867
경기도,평택시,202601,31136920000,1714054,612095.0,50869.42386394269,2.8003071418652334
경기도,평택시,202602,28921400000,1588284,613456.0,47145.02751623588,2.589075663128244
경기도,평택시,202603,31924690000,1867041,615107.0,51901.0351044615,3.0353109296431353
경기도,평택시,202604,32155350000,1936239,616517.0,52156.46932687987,3.140609261382898
경기도,평택시,202605,35010980000,2033295,618234.0,56630.6285322386,3.2888760566387485
경기도,평택시,202606,32236880000,1978000,619670.0,52022.657220778805,3.1920215598625075
경기도,포천시,202601,8166320000,363381,140461.0,58139.41236357423,2.587059753241113
경기도,포천시,202602,7868180000,345183,140355.0,56059.13576288697,2.4593566313989528
경기도,포천시,202603,8560760000,406779,140428.0,60961.9164269234,2.8967086336058334
경기도,포천시,202604,8749250000,425372,140435.0,62301.06454943568,3.028960017089757
경기도,포천시,202605,10209080000,460966,140464.0,72681.11402209819,3.281737669438433
경기도,포천시,202606,8789160000,424621,140468.0,62570.549876128374,3.0229020132699262
경기도,하남시,202601,17994280000,754167,328048.0,54852.58254889528,2.2989532019704435
경기도,하남시,202602,16975040000,695508,327740.0,51794.22713126259,2.1221333984255812
경기도,하남시,202603,17628110000,781089,327824.0,53773.091658938945,2.382647396163795
경기도,하남시,202604,17398760000,792374,327681.0,53096.63971972742,2.4181261653864583
경기도,하남시,202605,19220510000,830451,327571.0,58675.859584639664,2.5351786330291755
경기도,하남시,202606,16619020000,781750,327495.0,50745.873982808895,2.387059344417472
경기도,화성시 동탄구,202601,12454570000,701441,,,
경기도,화성시 동탄구,202602,11308250000,635394,425467.0,26578.442041333405,1.4934037187372933
경기도,화성시 동탄구,202603,12754550000,759447,426960.0,29872.938916994568,1.7787310286677909
경기도,화성시 동탄구,202604,12345190000,774107,427848.0,28854.149137076718,1.8093037714328453
경기도,화성시 동탄구,202605,13320180000,795450,428440.0,31089.954252637475,1.8566193632714032
경기도,화성시 동탄구,202606,12538960000,785616,428989.0,29229.094452305304,1.8313196841877064
경기도,화성시 만세구,202601,18442570000,944049,,,
경기도,화성시 만세구,202602,17254770000,874858,234881.0,73461.75297278196,3.724686117651066
경기도,화성시 만세구,202603,18659380000,1002563,234733.0,79491.93338814739,4.271078203746384
경기도,화성시 만세구,202604,18542800000,1036265,234710.0,79003.0250095863,4.415086702739551
경기도,화성시 만세구,202605,20725240000,1120893,234599.0,88343.25807015375,4.777910391774901
경기도,화성시 만세구,202606,18882110000,1079595,234482.0,80526.90611646096,4.60417004290308
경기도,화성시 병점구,202601,6621540000,357174,,,
경기도,화성시 병점구,202602,6122350000,326090,173168.0,35354.97320521112,1.8830846345745171
경기도,화성시 병점구,202603,6662730000,384182,174109.0,38267.57950479297,2.2065602582290404
경기도,화성시 병점구,202604,6523850000,388748,174580.0,37368.82804444954,2.2267613701454922
경기도,화성시 병점구,202605,7097730000,398243,174699.0,40628.33788401765,2.2795951894401227
경기도,화성시 병점구,202606,6538720000,390470,174794.0,37408.149021133446,2.233886746684669
경기도,화성시 효행구,202601,6806720000,355015,,,
경기도,화성시 효행구,202602,6433830000,332182,159440.0,40352.67185148018,2.083429503261415
경기도,화성시 효행구,202603,6902490000,402624,159451.0,43289.09821826141,2.5250641262833096
경기도,화성시 효행구,202604,6793630000,413259,159444.0,42608.25117282557,2.5918755174230452
경기도,화성시 효행구,202605,7594820000,433913,159975.0,47475.042975464916,2.712380059384279
경기도,화성시 효행구,202606,6867380000,411474,160481.0,42792.48010667929,2.564004461587353
경상남도,거제시,202601,12224440000,585346,230871.0,52949.22272611112,2.5353812302108105
경상남도,거제시,202602,11393460000,535918,230117.0,49511.5962749384,2.328893562839773
경상남도,거제시,202603,11581830000,577284,229585.0,50446.80619378444,2.514467408585056
경상남도,거제시,202604,11747420000,585702,229490.0,51189.2457187677,2.5521896378927185
경상남도,거제시,202605,14847350000,747886,229221.0,64773.07925539109,3.2627289820740684
경상남도,거제시,202606,12602530000,668469,229029.0,55025.913748913896,2.918708984451751
경상남도,거창군,202601,1786100000,85687,58898.0,30325.308159869604,1.4548371761350132
경상남도,거창군,202602,1786260000,86325,58737.0,30411.154808723633,1.4696869094437919
경상남도,거창군,202603,1760670000,88987,58909.0,29887.962790066034,1.510584121271792
경상남도,거창군,202604,1943540000,96606,58889.0,33003.44716330724,1.640476150045
경상남도,거창군,202605,2781520000,136520,58874.0,47245.303529571625,2.318850426334205
경상남도,거창군,202606,2203340000,111133,58846.0,37442.47697379601,1.8885395778812493
경상남도,고성군,202601,1870370000,80398,47018.0,39779.8715385597,1.7099408737079416
경상남도,고성군,202602,1807800000,77644,46901.0,38545.02036203919,1.655487089827509
경상남도,고성군,202603,2012660000,86877,46842.0,42966.99543145041,1.8546816959139234
경상남도,고성군,202604,2016250000,89978,46840.0,43045.473953885565,1.9209649871904355
경상남도,고성군,202605,2536060000,105525,46849.0,54132.63890371192,2.252449358577558
경상남도,고성군,202606,3057880000,129734,46808.0,65328.149034353104,2.7716202358571183
경상남도,김해시,202601,29111770000,1488168,533275.0,54590.53959026768,2.7906202240870095
경상남도,김해시,202602,27197020000,1380368,532715.0,51053.60277071229,2.5911941657359
경상남도,김해시,202603,28979110000,1557793,532407.0,54430.36999889182,2.925943873765747
경상남도,김해시,202604,28487070000,1574028,532687.0,53478.06497999764,2.9548834493802176
경상남도,김해시,202605,36824630000,1985867,532665.0,69132.81330667493,3.728172491152976
경상남도,김해시,202606,30539070000,1749810,532777.0,57320.54874741215,3.2843197059933145
경상남도,남해군,202601,2204860000,84338,40874.0,53942.848754709594,2.0633654645985224
경상남도,남해군,202602,2213230000,84304,40887.0,54130.40819820481,2.061877858488028
경상남도,남해군,202603,2660740000,103749,41054.0,64810.73707799484,2.527134992936133
경상남도,남해군,202604,3386350000,123460,41066.0,82461.1600837676,3.006379973700872
경상남도,남해군,202605,3826130000,141420,41091.0,93113.57718235136,3.441629553916916
경상남도,남해군,202606,3114780000,124084,41143.0,75706.19546459908,3.015920083610821
경상남도,밀양시,202601,4444940000,190757,99087.0,44858.962326036715,1.9251465883516505
경상남도,밀양시,202602,4402720000,186559,98901.0,44516.435627546736,1.8863206640984418
경상남도,밀양시,202603,4559330000,205891,98775.0,46158.74462161478,2.0844444444444443
경상남도,밀양시,202604,4616180000,212336,98728.0,46756.543229884126,2.150717121789158
경상남도,밀양시,202605,5059140000,223853,98619.0,51299.85094150215,2.2698770013891845
경상남도,밀양시,202606,4300990000,199551,98591.0,43624.570194033935,2.024028562444848
경상남도,사천시,202601,6183040000,261683,107954.0,57274.7651777609,2.4240231950645645
경상남도,사천시,202602,5958300000,251399,107889.0,55226.2047103968,2.3301634086885596
경상남도,사천시,202603,5983930000,266721,107784.0,55517.79484895717,2.474588065018927
경상남도,사천시,202604,6134140000,273306,107804.0,56900.857111053396,2.535212051500872
경상남도,사천시,202605,7897460000,347520,107808.0,73254.8604927278,3.223508459483526
경상남도,사천시,202606,6380280000,298835,107882.0,59141.28399547654,2.7700172410596764
경상남도,산청군,202601,1271760000,55849,32739.0,38845.41372674792,1.7058859464247533
경상남도,산청군,202602,1229620000,56461,32679.0,37627.22237522568,1.7277456470516233
경상남도,산청군,202603,1201200000,55796,32662.0,36776.6823831976,1.7082848570203906
경상남도,산청군,202604,1383670000,59882,32720.0,42288.20293398533,1.8301344743276284
경상남도,산청군,202605,1814050000,79530,32672.0,55523.07786483839,2.434194417238002
경상남도,산청군,202606,1400920000,63803,32638.0,42922.97322139837,1.9548685581224339
경상남도,양산시,202601,19297600000,967641,361349.0,53404.326565176605,2.6778571408804233
경상남도,양산시,202602,18357750000,897538,361336.0,50805.20623464033,2.483942922930458
경상남도,양산시,202603,19383080000,1000344,361230.0,53658.55549096144,2.7692716551781413
경상남도,양산시,202604,18103870000,986277,361371.0,50097.73888884277,2.7292643848012155
경상남도,양산시,202605,18661020000,969583,361433.0,51630.64800391774,2.6826078415639967
경상남도,양산시,202606,17111500000,938604,361389.0,47349.25523466403,2.5972124220715074
경상남도,의령군,202601,906210000,37110,24591.0,36851.287056240086,1.5090886909845065
경상남도,의령군,202602,930730000,37259,24531.0,37940.972646855,1.5188536953242835
경상남도,의령군,202603,956210000,39596,24503.0,39024.20111823042,1.6159653919928172
경상남도,의령군,202604,1046100000,43824,24502.0,42694.47392049628,1.7885886866378256
경상남도,의령군,202605,1200240000,48451,24481.0,49027.40901106981,1.979126669662187
경상남도,의령군,202606,993570000,41776,24531.0,40502.629326158734,1.7029880559292323
경상남도,진주시,202601,15717870000,712532,335342.0,46871.16436354528,2.1247920033875864
경상남도,진주시,202602,15231930000,679174,335108.0,45453.79400074006,2.0267316805328432
경상남도,진주시,202603,15894890000,776213,335302.0,47404.697854471495,2.314966806043507
경상남도,진주시,202604,15818980000,792898,335005.0,47220.131042820256,2.3668243757555856
경상남도,진주시,202605,18981750000,919036,334984.0,56664.64666969168,2.7435220786664436
경상남도,진주시,202606,15999750000,824714,334651.0,47810.256057803505,2.4644002259069895
경상남도,창녕군,202601,2622290000,113772,54924.0,47743.97349064161,2.071444177408783
경상남도,창녕군,202602,2577160000,111163,54883.0,46957.34562615017,2.0254541479146546
경상남도,창녕군,202603,2647710000,121537,54743.0,48366.18380432201,2.2201377345048683
경상남도,창녕군,202604,2804930000,128800,54640.0,51334.7364568082,2.3572474377745243
경상남도,창녕군,202605,2988050000,135293,54536.0,54790.41367170309,2.4808016722898634
경상남도,창녕군,202606,2593650000,124289,54445.0,47637.98328588484,2.2828358894296996
경상남도,창원시 마산합포구,202601,12500620000,549585,175634.0,71174.2601090905,3.1291492535613834
경상남도,창원시 마산합포구,202602,11589870000,509659,175375.0,66086.21525302922,2.9061097647897363
경상남도,창원시 마산합포구,202603,12317290000,581302,175126.0,70333.8738965088,3.3193357925151035
경상남도,창원시 마산합포구,202604,11974900000,580649,174969.0,68440.12367905171,3.3185821488377942
경상남도,창원시 마산합포구,202605,16757430000,797529,174767.0,95884.40609497216,4.563384391790212
경상남도,창원시 마산합포구,202606,13213300000,660986,174487.0,75726.55842555605,3.788167599878501
경상남도,창원시 마산회원구,202601,10317200000,544629,176002.0,58619.78841149533,3.0944477903660186
경상남도,창원시 마산회원구,202602,9789670000,509695,175539.0,55769.20228553199,2.9035997698517138
경상남도,창원시 마산회원구,202603,10118270000,572660,174912.0,57847.77488108306,3.273989206000732
경상남도,창원시 마산회원구,202604,9990710000,581063,174705.0,57186.17097392748,3.3259666294610915
경상남도,창원시 마산회원구,202605,14707510000,841763,174485.0,84290.97057053616,4.824271427343325
경상남도,창원시 마산회원구,202606,11611530000,709005,174175.0,66665.88201521458,4.070647337447969
경상남도,창원시 성산구,202601,15851600000,813451,247164.0,64133.935362755095,3.2911386771536306
경상남도,창원시 성산구,202602,14575110000,745273,247105.0,58983.46856599421,3.016017482446733
경상남도,창원시 성산구,202603,15390820000,832073,246261.0,62498.000089336114,3.3788257174298812
경상남도,창원시 성산구,202604,14916810000,826092,246074.0,60619.20397929078,3.357087705324415
경상남도,창원시 성산구,202605,19467660000,1082446,245920.0,79162.57319453481,4.401618412491867
경상남도,창원시 성산구,202606,16462600000,959922,245292.0,67114.29643037685,3.9133848637542195
경상남도,창원시 의창구,202601,13222780000,649741,207050.0,63862.73846896885,3.1380874184979475
경상남도,창원시 의창구,202602,12181340000,596708,206993.0,58849.043204359565,2.8827448271197578
경상남도,창원시 의창구,202603,13259520000,682642,207900.0,63778.354978354975,3.2835113035113035
경상남도,창원시 의창구,202604,12875050000,686057,208174.0,61847.54099935631,3.295594070345
경상남도,창원시 의창구,202605,18372220000,959079,208424.0,88148.29386251104,4.6015765938663495
경상남도,창원시 의창구,202606,14477440000,811906,209377.0,69145.32159692803,3.8777229590642714
경상남도,창원시 진해구,202601,10652750000,547428,184557.0,57720.64998889232,2.966173052227767
경상남도,창원시 진해구,202602,9743770000,501203,183906.0,52982.33880351919,2.7253216317031526
경상남도,창원시 진해구,202603,10735840000,585051,183529.0,58496.69534514981,3.1877850366971976
경상남도,창원시 진해구,202604,10650190000,587964,183329.0,58093.318569348005,3.2071521690512683
경상남도,창원시 진해구,202605,14965140000,805674,183163.0,81703.94675780588,4.39867222091798
경상남도,창원시 진해구,202606,11915570000,693437,182942.0,65133.047632583,3.790474576641777
경상남도,통영시,202601,8279420000,329411,116419.0,71117.42928559771,2.829529544146574
경상남도,통영시,202602,7802230000,309861,116208.0,67140.21409885722,2.6664343246592317
경상남도,통영시,202603,7690140000,321776,115968.0,66312.6034768212,2.77469646799117
경상남도,통영시,202604,7860240000,327550,115826.0,67862.48338024277,2.8279488197813962
경상남도,통영시,202605,10446760000,432190,115818.0,90199.7962320192,3.731630661900568
경상남도,통영시,202606,8529110000,373458,115890.0,73596.60022435068,3.222521356458711
경상남도,하동군,202601,1142070000,45508,39942.0,28593.21015472435,1.1393520604877072
경상남도,하동군,202602,1187330000,47256,39835.0,29806.2005773817,1.1862934605246642
경상남도,하동군,202603,1729790000,63532,39769.0,43495.93904800221,1.597525710980915
경상남도,하동군,202604,1573710000,58835,39752.0,39588.196820285775,1.4800513181726707
경상남도,하동군,202605,2041570000,76261,39703.0,51421.051305946654,1.920786842304108
경상남도,하동군,202606,1577460000,65732,39596.0,39838.872613395295,1.6600666734013536
경상남도,함안군,202601,3812670000,201498,57548.0,66251.99833182734,3.501390143879892
경상남도,함안군,202602,3708080000,199408,57345.0,64662.655854913246,3.4773389135931643
경상남도,함안군,202603,3803540000,212382,57208.0,66486.15578240805,3.712452803803664
경상남도,함안군,202604,3965910000,222359,57121.0,69429.9819681028,3.892771485093048
경상남도,함안군,202605,4729640000,258318,56985.0,82997.981925068,4.53308765464596
경상남도,함안군,202606,3997780000,225298,56867.0,70300.52578824274,3.961840786396328
경상남도,함양군,202601,1020060000,52849,35414.0,28803.862879087366,1.4923194216976337
경상남도,함양군,202602,985830000,54482,35388.0,27857.748389284505,1.5395614332542105
경상남도,함양군,202603,986510000,54201,35322.0,27929.0527150218,1.5344827586206897
경상남도,함양군,202604,1159200000,60487,35252.0,32883.24066719619,1.715845909451946
경상남도,함양군,202605,1524560000,76010,35217.0,43290.45631371213,2.1583326234489024
경상남도,함양군,202606,1264100000,65029,35141.0,35972.226174553936,1.8505164907088587
경상남도,합천군,202601,1052510000,41379,39135.0,26894.340104765553,1.057339977002683
경상남도,합천군,202602,1041070000,41315,39011.0,26686.575581246314,1.0590602650534464
경상남도,합천군,202603,1090610000,44994,38996.0,27967.227407939277,1.1538106472458713
경상남도,합천군,202604,1274660000,51408,38915.0,32754.978799948607,1.3210330206861107
경상남도,합천군,202605,1982350000,76909,38917.0,50937.89346558059,1.976231466968163
경상남도,합천군,202606,1395320000,59792,38854.0,35911.875225202035,1.5388891748597313
경상북도,경산시,202601,15671730000,888966,263381.0,59502.12809580038,3.3752092975575305
경상북도,경산시,202602,14809990000,816341,263316.0,56244.17050236218,3.100233179905513
경상북도,경산시,202603,16890760000,1071734,263483.0,64105.6918283153,4.067564131272226
경상북도,경산시,202604,16310530000,1085202,263525.0,61893.67232710369,4.1180229579736265
경상북도,경산시,202605,18060060000,1130788,263639.0,68502.99083216065,4.28915297053926
경상북도,경산시,202606,16118710000,1041812,263406.0,61193.40485789997,3.955156678283714
경상북도,경주시,202601,17270870000,806872,243781.0,70845.84114430576,3.309823160951838
경상북도,경주시,202602,17172580000,796767,243462.0,70534.950012733,3.2726544594228257
경상북도,경주시,202603,17055260000,834565,243282.0,70104.89884167345,3.4304428605486637
경상북도,경주시,202604,19054200000,919586,243183.0,78353.33884358693,3.781456763013862
경상북도,경주시,202605,19992840000,965583,243141.0,82227.34956259948,3.9712882648339853
경상북도,경주시,202606,16816350000,851648,243051.0,69188.56536282509,3.5039888747629098
경상북도,고령군,202601,1450830000,72402,29648.0,48935.172692930384,2.4420534268753373
경상북도,고령군,202602,1406890000,70374,29625.0,47489.95780590717,2.375493670886076
경상북도,고령군,202603,1561490000,81786,29608.0,52738.78681437449,2.762293974601459
경상북도,고령군,202604,1558230000,81877,29649.0,52555.904077709194,2.7615433910081286
경상북도,고령군,202605,1727180000,88778,29581.0,58388.15455866942,3.0011831919137286
경상북도,고령군,202606,1606480000,85292,29545.0,54374.005753934674,2.8868505669317988
경상북도,구미시,202601,21864610000,1118114,403649.0,54167.38304814331,2.7700155332974936
경상북도,구미시,202602,20379970000,1036898,403254.0,50538.79192766842,2.5713272527984845
경상북도,구미시,202603,21304770000,1186636,403237.0,52834.3629180854,2.942775588549662
경상북도,구미시,202604,20642980000,1188848,403113.0,51208.91660650984,2.949168099267451
경상북도,구미시,202605,22952060000,1261977,402867.0,56971.8045905969,3.1324903752354993
경상북도,구미시,202606,20881380000,1207928,402726.0,51850.09162557173,2.999379230543844
경상북도,김천시,202601,4677860000,232155,133444.0,35054.85447078924,1.7397185336170977
경상북도,김천시,202602,4528230000,225498,133080.0,34026.37511271416,1.6944544634806131
경상북도,김천시,202603,4786720000,252018,133145.0,35951.18104322355,1.8928085921363926
경상북도,김천시,202604,5000690000,267816,133049.0,37585.325707070326,2.012912535982984
경상북도,김천시,202605,5495710000,281838,132840.0,41370.89732008431,2.1216350496838303
경상북도,김천시,202606,4896600000,272082,132740.0,36888.654512580986,2.0497363266536084
경상북도,문경시,202601,2732300000,136156,65189.0,41913.51301599963,2.088634585589593
경상북도,문경시,202602,2847180000,144833,64989.0,43810.18326178276,2.2285771438243396
경상북도,문경시,202603,2798060000,144635,64904.0,43110.748181930234,2.2284450881301616
경상북도,문경시,202604,2977580000,151865,64872.0,45899.30940929831,2.340994573930201
경상북도,문경시,202605,3569140000,177567,64792.0,55086.121743425116,2.740569823434992
경상북도,문경시,202606,2892120000,150852,64774.0,44649.39636273814,2.328897397103776
경상북도,봉화군,202601,634040000,26320,28252.0,22442.30496955968,0.931615460852329
경상북도,봉화군,202602,629990000,26560,28158.0,22373.392996661696,0.9432488102848213
경상북도,봉화군,202603,653650000,29166,28174.0,23200.468517072477,1.0352097678710868
경상북도,봉화군,202604,717480000,31379,28161.0,25477.788430808567,1.1142715102446645
경상북도,봉화군,202605,876720000,37307,28107.0,31192.229693670615,1.3273205962927384
경상북도,봉화군,202606,765450000,33859,28122.0,27218.903349690634,1.204003982647038
경상북도,상주시,202601,5323370000,220135,89795.0,59283.59040035637,2.4515284815412883
경상북도,상주시,202602,6196320000,255582,89602.0,69153.81353094797,2.852414008615879
경상북도,상주시,202603,6172380000,279044,89579.0,68904.31909264448,3.1150604494356937
경상북도,상주시,202604,6267790000,287094,89467.0,70057.00425855344,3.2089373735567306
경상북도,상주시,202605,7216420000,313557,89382.0,80736.83739455372,3.5080553131502987
경상북도,상주시,202606,6494650000,296534,89228.0,72787.12960057381,3.323328999865513
경상북도,성주군,202601,1401050000,72830,40636.0,34478.04902057289,1.7922531745250516
경상북도,성주군,202602,1344700000,73321,40571.0,33144.364201030294,1.8072268369032067
경상북도,성주군,202603,1503540000,80653,40554.0,37075.011096316026,1.9887803915766633
경상북도,성주군,202604,1520270000,84105,40543.0,37497.71847174605,2.07446414917495
경상북도,성주군,202605,1739030000,93260,40552.0,42883.9514697179,2.2997632669165515
경상북도,성주군,202606,1517580000,84820,40461.0,37507.22918365834,2.0963396851288896
경상북도,안동시,202601,6803530000,311374,152149.0,44716.2321145719,2.046507042438662
경상북도,안동시,202602,6665480000,302649,151745.0,43925.53296648984,1.9944578075060133
경상북도,안동시,202603,6822210000,332927,152097.0,44854.336377443346,2.1889123388364005
경상북도,안동시,202604,6964520000,343513,152469.0,45678.26902517889,2.2530022496376314
경상북도,안동시,202605,7796100000,370636,152246.0,51207.2566766943,2.434454764000368
경상북도,안동시,202606,6697910000,340383,151864.0,44104.65943212348,2.241367275983775
경상북도,영덕군,202601,2811410000,91147,32627.0,86168.20424801545,2.7936065222055353
경상북도,영덕군,202602,2447190000,85684,32589.0,75092.51587959127,2.6292307220227684
경상북도,영덕군,202603,2218000000,81665,32544.0,68153.88397246804,2.5093719272369714
경상북도,영덕군,202604,2043690000,79672,32539.0,62807.40035034881,2.4485079443129782
경상북도,영덕군,202605,2556610000,97858,32525.0,78604.45810914681,3.0087009992313605
경상북도,영덕군,202606,2125340000,87217,32560.0,65274.57002457003,2.6786547911547913
경상북도,영양군,202601,323730000,16257,15997.0,20236.9194223917,1.0162530474463962
경상북도,영양군,202602,320340000,14400,15986.0,20038.78393594395,0.9007881896659578
경상북도,영양군,202603,505270000,22567,16005.0,31569.509528272414,1.4099968759762573
경상북도,영양군,202604,687540000,29606,15991.0,42995.434932149336,1.851416421737227
경상북도,영양군,202605,701170000,30146,15969.0,43908.19713194314,1.887782578746321
경상북도,영양군,202606,602820000,27645,15972.0,37742.29902329076,1.7308414725770098
경상북도,영주시,202601,3340960000,145348,97021.0,34435.43150451964,1.4981086568887148
경상북도,영주시,202602,3373970000,145391,96790.0,34858.663085029446,1.5021283190412233
경상북도,영주시,202603,3294430000,156488,96673.0,34078.077643188895,1.6187353242373776
경상북도,영주시,202604,3401380000,163106,96555.0,35227.38335663611,1.689254828854021
경상북도,영주시,202605,3924450000,178395,96511.0,40663.24045963673,1.8484421464910736
경상북도,영주시,202606,3334750000,162017,96440.0,34578.49440066362,1.6799771878888428
경상북도,영천시,202601,4536510000,209304,94943.0,47781.405685516576,2.204522713628177
경상북도,영천시,202602,4542020000,206966,94756.0,47933.8511545443,2.1841994174511377
경상북도,영천시,202603,4623530000,226496,94633.0,48857.48100556888,2.393414559403168
경상북도,영천시,202604,4730330000,231340,94486.0,50063.818978473,2.448405054717101
경상북도,영천시,202605,5390240000,257259,94331.0,57141.76675748164,2.7271946655924353
경상북도,영천시,202606,4763670000,238361,94107.0,50619.720105836976,2.5328721561626657
경상북도,예천군,202601,1400700000,62176,53879.0,25997.141743536442,1.1539932070008723
경상북도,예천군,202602,1395820000,61823,53808.0,25940.752304490037,1.1489555456437703
경상북도,예천군,202603,1489630000,68158,53670.0,27755.356810136018,1.2699459660890628
경상북도,예천군,202604,1551140000,71499,53529.0,28977.563563675765,1.3357058790562126
경상북도,예천군,202605,1684330000,76324,53467.0,31502.23502347242,1.4274973348046458
경상북도,예천군,202606,1526540000,72327,53422.0,28575.118864887125,1.35388042379544
경상북도,울릉군,202601,294210000,11341,8706.0,33793.93521709166,1.3026648288536642
경상북도,울릉군,202602,286730000,11825,8724.0,32866.80421824851,1.3554562127464467
경상북도,울릉군,202603,386750000,16352,8744.0,44230.32936870997,1.870082342177493
경상북도,울릉군,202604,666750000,24459,8747.0,76226.13467474563,2.796273007888419
경상북도,울릉군,202605,898510000,32177,8756.0,102616.49154865235,3.6748515303791685
경상북도,울릉군,202606,692420000,26676,8768.0,78971.25912408759,3.04242700729927
경상북도,울진군,202601,2195620000,89061,45853.0,47883.88982182191,1.9423156609164067
경상북도,울진군,202602,2031550000,83853,45962.0,44200.64401026935,1.824398416082851
경상북도,울진군,202603,1803810000,77273,46030.0,39187.703671518575,1.6787529871822724
경상북도,울진군,202604,1885670000,82034,46081.0,40920.76994856882,1.7802131030142576
경상북도,울진군,202605,2228630000,95927,46096.0,48347.57896563693,2.081026553280111
경상북도,울진군,202606,2001040000,89716,46195.0,43317.24212577119,1.9421149475051414
경상북도,의성군,202601,780860000,43984,47875.0,16310.391644908615,0.9187258485639687
경상북도,의성군,202602,887460000,51731,47868.0,18539.734269240413,1.0807010946770286
경상북도,의성군,202603,1000530000,55867,47820.0,20922.8356336261,1.1682768716018401
경상북도,의성군,202604,1012230000,56697,47829.0,21163.52004014301,1.1854105249952958
경상북도,의성군,202605,1155910000,64813,47893.0,24135.259850082475,1.353287536800785
경상북도,의성군,202606,921550000,51049,47952.0,19218.176509843175,1.0645854187520853
경상북도,청도군,202601,2179010000,114102,40115.0,54319.08263741743,2.8443724292658605
경상북도,청도군,202602,2389810000,120753,40119.0,59568.03509559062,3.009870634861288
경상북도,청도군,202603,2499340000,121645,40124.0,62290.399760741704,3.0317266473930813
경상북도,청도군,202604,2210610000,117902,40134.0,55080.72955598744,2.9377086759356157
경상북도,청도군,202605,2578480000,142231,40058.0,64368.66543511908,3.5506265914424087
경상북도,청도군,202606,2158020000,120381,40021.0,53922.190849803854,3.007945828440069
경상북도,청송군,202601,927170000,35899,23325.0,39750.05359056806,1.5390782422293676
경상북도,청송군,202602,884020000,34861,23313.0,37919.61566507957,1.49534594432291
경상북도,청송군,202603,871590000,35275,23283.0,37434.60894214663,1.5150539019885754
경상북도,청송군,202604,878000000,36495,23255.0,37755.32143625027,1.5693399268974415
경상북도,청송군,202605,1079780000,43226,23280.0,46382.30240549828,1.856786941580756
경상북도,청송군,202606,962400000,39315,24020.0,40066.61115736886,1.6367610324729391
