SIDO_NM,CCG_NM,TP_BUZ_NO,TP_BUZ_NM,AGE_CD,cnt_growth_pct_m,population_growth_pct_m,cnt_per_resident_growth_pct_m,gap_beta,national_gap_beta,benchmark_adjusted_gap_pct_m,AGE_GROUP
경상남도,창원시 의창구,4020,슈퍼마켓,5,-0.8784956052318323,-0.013714984423671481,-0.8648992416044274,-0.008686612022477343,0.007359826010089572,-1.5918379820139237,50대
경상남도,창원시 의창구,4020,슈퍼마켓,6,0.5570523125236081,0.5284056093054454,0.02849612807895854,0.0002849206870353931,0.01882841124984108,-1.8372617863875826,60대 이상
경상남도,창원시 의창구,8001,일반한식,2,1.9194376288296535,-0.29131817477789096,2.217214953741687,0.02192992137083353,0.014901896024596998,0.7052779874206971,20대
경상남도,창원시 의창구,8001,일반한식,3,0.18579772984992368,0.5625232888871485,-0.37461824416935213,-0.0037532169570174585,0.013303390078761572,-1.6911966639680716,30대
경상남도,창원시 의창구,8001,일반한식,4,0.20689706207188585,0.08337340009474897,0.12342076189152508,0.0012334466107889496,0.012093348211004136,-1.0801145755410066,40대
경상남도,창원시 의창구,8001,일반한식,5,0.42350857161378125,-0.013714984423671481,0.437283529405398,0.004363302230706521,0.017840014928554585,-1.3386308378640799,50대
경상남도,창원시 의창구,8001,일반한식,6,1.8030786740559128,0.5284056093054454,1.2679730241662928,0.012600015595072275,0.03549259681047882,-2.263253424006946,60대 이상
경상남도,창원시 의창구,8002,갈비전문점,3,-4.388697884181466,0.5625232888871485,-4.923525197200137,-0.05048862030038999,-0.008579977066480917,-4.104261618374642,30대
경상남도,창원시 의창구,8002,갈비전문점,4,-2.884426247681605,0.08337340009474897,-2.96532735353777,-0.03010182139119884,0.009422091256670762,-3.875303224448722,40대
경상남도,창원시 의창구,8002,갈비전문점,5,-0.6208477184654426,-0.013714984423671481,-0.6072160136234577,-0.006090670671256707,0.017070689184325617,-2.289519443816177,50대
경상남도,창원시 의창구,8002,갈비전문점,6,0.9278732490970301,0.5284056093054454,0.3973679253842735,0.003965805043268438,0.026479688471356767,-2.2262337251423356,60대 이상
경상남도,창원시 의창구,8004,일식회집,2,5.232806585928358,-0.29131817477789096,5.540264558295341,0.05392234869744404,0.012195698299530277,4.26094429189692,20대
경상남도,창원시 의창구,8004,일식회집,3,1.1917802766465107,0.5625232888871485,0.6257370710077431,0.006237874653078408,0.01433216132013325,-0.8061616136370221,30대
경상남도,창원시 의창구,8004,일식회집,4,1.753940439770776,0.08337340009474897,1.669175391398673,0.01655397762773411,0.019281450646744247,-0.27237568438323795,40대
경상남도,창원시 의창구,8004,일식회집,5,1.2392724277979716,-0.013714984423671481,1.2531592828220859,0.012453722305064677,0.027485000145439743,-1.4918872089071709,50대
경상남도,창원시 의창구,8004,일식회집,6,4.290483936618247,0.5284056093054454,3.74230378419984,0.03673978997796031,0.047279563597656345,-1.0484424830958767,60대 이상
경상남도,창원시 의창구,8005,중국음식,2,-1.1514240957147177,-0.29131817477789096,-0.8626188865323623,-0.008663609787869321,0.0030590258027918893,-1.1654193200852838,20대
경상남도,창원시 의창구,8005,중국음식,3,0.5749675275712484,0.5625232888871485,0.012374628516779592,0.00012373862922783908,-0.005172516071470769,0.5310304650712641,30대
경상남도,창원시 의창구,8005,중국음식,4,-1.0329092199361427,0.08337340009474897,-1.1153527125513887,-0.011216194116873319,-0.0030761441212146475,-0.8107009499902097,40대
경상남도,창원시 의창구,8005,중국음식,5,-1.0471197957086908,-0.013714984423671481,-1.0335465620350137,-0.010389247439515437,0.001868523362947272,-1.218295035260389,50대
경상남도,창원시 의창구,8005,중국음식,6,-0.15742129022122903,0.5284056093054454,-0.682222000209651,-0.006845597730983576,0.013862895797868039,-2.0495545156587696,60대 이상
경상남도,창원시 의창구,8006,서양음식,2,3.669700019781055,-0.29131817477789096,3.972591074368185,0.03895713105672799,0.034425361082742106,0.4542053972571287,20대
경상남도,창원시 의창구,8006,서양음식,3,2.947565542593426,0.5625232888871485,2.3717008838916445,0.023440129867507715,0.0310821698844304,-0.7612913870729764,30대
경상남도,창원시 의창구,8006,서양음식,4,3.558197534009534,0.08337340009474897,3.4719294682681987,0.034130177065497695,0.03659626817713938,-0.24630528070480645,40대
