SIDO_NM,CCG_NM,TP_BUZ_NO,TP_BUZ_NM,mapping_confidence,nominal_amt_growth_pct_m,real_amt_growth_pct_m,nominal_real_type
경기도,용인시 처인구,8021,스넥,MEDIUM,3.5776945236542312,3.3058048935432396,명목+/실질+
경기도,용인시 처인구,8301,제과점,HIGH,0.02791121633482132,0.12439141167608096,명목+/실질+
경기도,의왕시,4004,대형할인점,MEDIUM,0.2508165074708569,0.5975353923151667,명목+/실질+
경기도,의왕시,4010,편의점,MEDIUM,3.890337349992031,4.249643569801264,명목+/실질+
경기도,의왕시,4020,슈퍼마켓,MEDIUM,-0.13392778009055595,0.21146046112429712,명목-/실질+
경기도,의왕시,8001,일반한식,MEDIUM,4.525198541299557,4.2508217297733,명목+/실질+
경기도,의왕시,8004,일식회집,MEDIUM,1.711210721879576,1.444220578987445,명목+/실질+
경기도,의왕시,8005,중국음식,MEDIUM,-0.8021866995272109,-1.0625792183035943,명목-/실질-
경기도,의왕시,8006,서양음식,MEDIUM,3.688650000816839,3.416469114525706,명목+/실질+
경기도,의왕시,8021,스넥,MEDIUM,5.116403446084696,4.84047473206036,명목+/실질+
경기도,의왕시,8301,제과점,HIGH,2.2580340681919906,2.356665290039509,명목+/실질+
경기도,의정부시,4004,대형할인점,MEDIUM,-5.228824201650912,-4.901056732687316,명목-/실질-
경기도,의정부시,4010,편의점,MEDIUM,2.3338960448629984,2.6878192901246387,명목+/실질+
경기도,의정부시,4020,슈퍼마켓,MEDIUM,-0.19379107175157176,0.1513901314119493,명목-/실질+
경기도,의정부시,8001,일반한식,MEDIUM,1.4824871393893169,1.216097391886675,명목+/실질+
경기도,의정부시,8004,일식회집,MEDIUM,0.4253622954346713,0.16174748209252357,명목+/실질+
경기도,의정부시,8005,중국음식,MEDIUM,-0.9245562222965881,-1.1846275232236478,명목-/실질-
경기도,의정부시,8006,서양음식,MEDIUM,2.155137009690969,1.8869815680854485,명목+/실질+
경기도,의정부시,8021,스넥,MEDIUM,5.1815202319004205,4.905420587455958,명목+/실질+
경기도,의정부시,8301,제과점,HIGH,-1.8022775157052098,-1.7075625973174196,명목-/실질-
경기도,이천시,4004,대형할인점,MEDIUM,-2.9094335616289655,-2.5736444469146287,명목-/실질-
경기도,이천시,4010,편의점,MEDIUM,3.0328361139327504,3.3891766534346113,명목+/실질+
경기도,이천시,4020,슈퍼마켓,MEDIUM,-0.5058482757215391,-0.16174632686792514,명목-/실질-
경기도,이천시,8001,일반한식,MEDIUM,1.131249903439511,0.8657821475162123,명목+/실질+
경기도,이천시,8002,갈비전문점,MEDIUM,13.851457835171713,13.55259975669491,명목+/실질+
경기도,이천시,8004,일식회집,MEDIUM,0.48947682970218115,0.22569371683317063,명목+/실질+
경기도,이천시,8005,중국음식,MEDIUM,-0.32291056779286564,-0.5845611780026656,명목-/실질-
경기도,이천시,8006,서양음식,MEDIUM,-0.19713787288016013,-0.45911863420666466,명목-/실질-
경기도,이천시,8021,스넥,MEDIUM,2.1592518650521577,1.8910856220232946,명목+/실질+
경기도,이천시,8301,제과점,HIGH,-2.5913786965588486,-2.497424892095446,명목-/실질-
경기도,파주시,4004,대형할인점,MEDIUM,-2.6222372430469316,-2.285454855751138,명목-/실질-
경기도,파주시,4010,편의점,MEDIUM,3.1277995088319006,3.48446848059514,명목+/실질+
경기도,파주시,4020,슈퍼마켓,MEDIUM,0.365310111281503,0.7124249738946015,명목+/실질+
경기도,파주시,8001,일반한식,MEDIUM,1.654908989916478,1.3880666380823863,명목+/실질+
경기도,파주시,8004,일식회집,MEDIUM,-0.7113044443962024,-0.9719355274973609,명목-/실질-
경기도,파주시,8005,중국음식,MEDIUM,-1.3219798125895825,-1.581007883567818,명목-/실질-
경기도,파주시,8006,서양음식,MEDIUM,2.825457980545387,2.5555429581566704,명목+/실질+
경기도,파주시,8021,스넥,MEDIUM,3.937812216288898,3.664977283555836,명목+/실질+
경기도,파주시,8301,제과점,HIGH,-1.3681075635469144,-1.2729738740251912,명목-/실질-
경기도,평택시,4004,대형할인점,MEDIUM,-3.9073724531471017,-3.5750347243830736,명목-/실질-
경기도,평택시,4010,편의점,MEDIUM,4.52280049157009,4.884294094213674,명목+/실질+
경기도,평택시,4020,슈퍼마켓,MEDIUM,-0.3414110845196265,0.003259572714901542,명목-/실질+
경기도,평택시,8001,일반한식,MEDIUM,2.978671252715589,2.7083540481767496,명목+/실질+
경기도,평택시,8004,일식회집,MEDIUM,2.741088472140855,2.4713949182309296,명목+/실질+
경기도,평택시,8005,중국음식,MEDIUM,0.27296764623114567,0.009752866168204047,명목+/실질+
경기도,평택시,8006,서양음식,MEDIUM,2.8536532273192186,2.5836641929025097,명목+/실질+
경기도,평택시,8021,스넥,MEDIUM,4.612809310873464,4.3382025226145355,명목+/실질+
경기도,평택시,8301,제과점,HIGH,-0.695003516356193,-0.5992205959431279,명목-/실질-
경기도,포천시,4004,대형할인점,MEDIUM,-7.262495997182137,-6.941762011252811,명목-/실질-
경기도,포천시,4010,편의점,MEDIUM,5.418455564366091,5.783046802907901,명목+/실질+
경기도,포천시,4020,슈퍼마켓,MEDIUM,-0.24580520193905,0.09919610961013957,명목-/실질+
경기도,포천시,8001,일반한식,MEDIUM,5.53553838542225,5.2585094495385825,명목+/실질+
경기도,포천시,8002,갈비전문점,MEDIUM,12.96166436743246,12.665141981190612,명목+/실질+
경기도,포천시,8004,일식회집,MEDIUM,1.385180074483502,1.1190457563181908,명목+/실질+
경기도,포천시,8005,중국음식,MEDIUM,2.9412712191777617,2.6710521890705072,명목+/실질+
경기도,포천시,8006,서양음식,MEDIUM,3.2399736836711353,2.968970564837611,명목+/실질+
경기도,포천시,8021,스넥,MEDIUM,5.869568505369696,5.591662746284373,명목+/실질+
경기도,포천시,8301,제과점,HIGH,-2.7698768257187525,-2.6760951885452458,명목-/실질-
경기도,하남시,4004,대형할인점,MEDIUM,-3.2470113373058287,-2.9123897401640484,명목-/실질-
경기도,하남시,4010,편의점,MEDIUM,2.545696534633434,2.9003522949225453,명목+/실질+
경기도,하남시,4020,슈퍼마켓,MEDIUM,1.5215128337420378,1.8726264400319543,명목+/실질+
경기도,하남시,8001,일반한식,MEDIUM,1.4451329388723482,1.1788412454904644,명목+/실질+
경기도,하남시,8004,일식회집,MEDIUM,-0.0033736569014382266,-0.26586304589399923,명목-/실질-
경기도,하남시,8005,중국음식,MEDIUM,-2.2978531224317305,-2.5543195431001413,명목-/실질-
경기도,하남시,8006,서양음식,MEDIUM,1.676306243563614,1.4094077243143155,명목+/실질+
경기도,하남시,8021,스넥,MEDIUM,5.23889282270751,4.962642576219143,명목+/실질+
경기도,하남시,8301,제과점,HIGH,0.8289430230170197,0.9261958397620806,명목+/실질+
경기도,화성시 동탄구,4004,대형할인점,MEDIUM,-5.30939031541528,-4.981901485509998,명목-/실질-
경기도,화성시 동탄구,4010,편의점,MEDIUM,3.478859255479627,3.836742372405387,명목+/실질+
경기도,화성시 동탄구,4020,슈퍼마켓,MEDIUM,-2.1055437154216077,-1.7669743361596535,명목-/실질-
경기도,화성시 동탄구,8001,일반한식,MEDIUM,2.2271182972170114,1.9587739059950167,명목+/실질+
경기도,화성시 동탄구,8004,일식회집,MEDIUM,3.9538801436874293,3.681003032926626,명목+/실질+
경기도,화성시 동탄구,8005,중국음식,MEDIUM,-0.6129901905045522,-0.8738793467965472,명목-/실질-
경기도,화성시 동탄구,8006,서양음식,MEDIUM,2.5695992388175775,2.300355841135068,명목+/실질+
경기도,화성시 동탄구,8021,스넥,MEDIUM,6.503409706205188,6.223840125092811,명목+/실질+
경기도,화성시 동탄구,8301,제과점,HIGH,1.5960260790367293,1.6940187725042701,명목+/실질+
경기도,화성시 만세구,4004,대형할인점,MEDIUM,-16.73473171651726,-16.44675759349972,명목-/실질-
경기도,화성시 만세구,4010,편의점,MEDIUM,4.557895735829434,4.91951071587813,명목+/실질+
경기도,화성시 만세구,4020,슈퍼마켓,MEDIUM,-0.4518259771772485,-0.10753719143046833,명목-/실질-
경기도,화성시 만세구,8001,일반한식,MEDIUM,2.9273948873599505,2.657212282380158,명목+/실질+
경기도,화성시 만세구,8004,일식회집,MEDIUM,3.3204863162099354,3.049271853128922,명목+/실질+
경기도,화성시 만세구,8005,중국음식,MEDIUM,1.8279608432018601,1.5606642332905247,명목+/실질+
경기도,화성시 만세구,8006,서양음식,MEDIUM,2.436067845984606,2.16717496586437,명목+/실질+
경기도,화성시 만세구,8021,스넥,MEDIUM,3.910507995325354,3.637744735692975,명목+/실질+
경기도,화성시 만세구,8301,제과점,HIGH,-0.06882936732189959,0.027557518559222827,명목-/실질+
경기도,화성시 병점구,4004,대형할인점,MEDIUM,-9.27665798774098,-8.962890009906111,명목-/실질-
경기도,화성시 병점구,4010,편의점,MEDIUM,3.279434001998898,3.6366274038288573,명목+/실질+
경기도,화성시 병점구,4020,슈퍼마켓,MEDIUM,-1.1896660115639397,-0.8479290561443786,명목-/실질-
경기도,화성시 병점구,8001,일반한식,MEDIUM,2.0305913036865535,1.7627627923730516,명목+/실질+
경기도,화성시 병점구,8004,일식회집,MEDIUM,10.710731661312426,10.420117933915542,명목+/실질+
경기도,화성시 병점구,8005,중국음식,MEDIUM,-1.1740598457780267,-1.4334762040728728,명목-/실질-
경기도,화성시 병점구,8006,서양음식,MEDIUM,1.9879180441774897,1.7202015494212877,명목+/실질+
경기도,화성시 병점구,8021,스넥,MEDIUM,5.430062261957447,5.153310199046639,명목+/실질+
경기도,화성시 병점구,8301,제과점,HIGH,3.6007467288121777,3.7006730409820734,명목+/실질+
경기도,화성시 효행구,4004,대형할인점,MEDIUM,-2.4888677804087442,-2.151624132916131,명목-/실질-
경기도,화성시 효행구,4010,편의점,MEDIUM,4.375642484091991,4.736627138658778,명목+/실질+
경기도,화성시 효행구,4020,슈퍼마켓,MEDIUM,-1.792079540147319,-1.452426040545241,명목-/실질-
경기도,화성시 효행구,8001,일반한식,MEDIUM,2.3741597955360287,2.105429422961893,명목+/실질+
경기도,화성시 효행구,8004,일식회집,MEDIUM,0.9849304321637808,0.7198467622843078,명목+/실질+
경기도,화성시 효행구,8005,중국음식,MEDIUM,-0.395207001466518,-0.6566678348069795,명목-/실질-
경기도,화성시 효행구,8006,서양음식,MEDIUM,3.9259671133046634,3.653163273758928,명목+/실질+
경기도,화성시 효행구,8021,스넥,MEDIUM,5.1016906668518365,4.825800573614545,명목+/실질+
경기도,화성시 효행구,8301,제과점,HIGH,0.26624767181521186,0.36295775047110723,명목+/실질+
경상남도,거제시,4004,대형할인점,MEDIUM,-5.606242976513245,-5.279780815788237,명목-/실질-
경상남도,거제시,4010,편의점,MEDIUM,5.204762512151081,5.568614690211252,명목+/실질+
경상남도,거제시,4020,슈퍼마켓,MEDIUM,2.0158736558525066,2.368697016126723,명목+/실질+
경상남도,거제시,8001,일반한식,MEDIUM,3.1686525799581546,2.8978366777697904,명목+/실질+
경상남도,거제시,8002,갈비전문점,MEDIUM,4.518728385212174,4.244368557731831,명목+/실질+
경상남도,거제시,8004,일식회집,MEDIUM,4.040539020182106,3.767434431391953,명목+/실질+
경상남도,거제시,8005,중국음식,MEDIUM,1.1380175927707343,0.8725320717817289,명목+/실질+
경상남도,거제시,8006,서양음식,MEDIUM,4.085894476808924,3.8126708307410633,명목+/실질+
경상남도,거제시,8021,스넥,MEDIUM,7.57556579382795,7.293181821804236,명목+/실질+
경상남도,거제시,8301,제과점,HIGH,4.435834840116355,4.536566622110934,명목+/실질+
경상남도,거창군,4010,편의점,MEDIUM,8.305876603432544,8.680454028996351,명목+/실질+
경상남도,거창군,4020,슈퍼마켓,MEDIUM,7.344164391535106,7.7154157216391335,명목+/실질+
경상남도,거창군,8001,일반한식,MEDIUM,8.413825115633141,8.129240727602802,명목+/실질+
경상남도,거창군,8002,갈비전문점,MEDIUM,10.088975729383357,9.799994100394512,명목+/실질+
경상남도,거창군,8004,일식회집,MEDIUM,0.2942065086951626,0.03093597699099321,명목+/실질+
경상남도,거창군,8005,중국음식,MEDIUM,1.965761102143568,1.6981027689712536,명목+/실질+
경상남도,거창군,8006,서양음식,MEDIUM,3.207361464613772,2.9364439522829078,명목+/실질+
경상남도,거창군,8021,스넥,MEDIUM,7.074749393900389,6.7936800561360675,명목+/실질+
경상남도,거창군,8301,제과점,HIGH,9.082058868260754,9.187272085450825,명목+/실질+
경상남도,고성군,4004,대형할인점,MEDIUM,-3.7859048623292924,-3.4531470361628895,명목-/실질-
경상남도,고성군,4010,편의점,MEDIUM,11.502857535251561,11.888491765160094,명목+/실질+
경상남도,고성군,4020,슈퍼마켓,MEDIUM,8.6382833665497,9.014010425664855,명목+/실질+
경상남도,고성군,8001,일반한식,MEDIUM,12.447605514900001,12.152432524123254,명목+/실질+
경상남도,고성군,8002,갈비전문점,MEDIUM,9.5306540504904,9.243138006108943,명목+/실질+
경상남도,고성군,8004,일식회집,MEDIUM,25.896725296360184,25.5662486022185,명목+/실질+
경상남도,고성군,8005,중국음식,MEDIUM,7.421572432557983,7.139592690404682,명목+/실질+
경상남도,고성군,8006,서양음식,MEDIUM,11.439333623649343,11.146807328889446,명목+/실질+
경상남도,고성군,8021,스넥,MEDIUM,12.947554443893733,12.651069095953837,명목+/실질+
경상남도,고성군,8301,제과점,HIGH,10.83166825346653,10.93856902619167,명목+/실질+
경상남도,김해시,4004,대형할인점,MEDIUM,-2.8895372593332893,-2.553679332972429,명목-/실질-
경상남도,김해시,4010,편의점,MEDIUM,5.925568835396336,6.291913932449999,명목+/실질+
경상남도,김해시,4020,슈퍼마켓,MEDIUM,2.0708448508589226,2.4238583297982585,명목+/실질+
경상남도,김해시,8001,일반한식,MEDIUM,4.284100165219979,4.0103562326990305,명목+/실질+
경상남도,김해시,8002,갈비전문점,MEDIUM,6.219006719465361,5.940183691201133,명목+/실질+
경상남도,김해시,8004,일식회집,MEDIUM,1.6127515803415846,1.346019890967916,명목+/실질+
경상남도,김해시,8005,중국음식,MEDIUM,3.530428128894551,3.2586625722403735,명목+/실질+
경상남도,김해시,8006,서양음식,MEDIUM,4.331542730902145,4.057674262479001,명목+/실질+
경상남도,김해시,8021,스넥,MEDIUM,7.485334307369956,7.20318719141428,명목+/실질+
경상남도,김해시,8301,제과점,HIGH,0.8896984158611361,0.987009833171811,명목+/실질+
경상남도,남해군,4010,편의점,MEDIUM,10.492026781433454,10.874165038701433,명목+/실질+
경상남도,남해군,4020,슈퍼마켓,MEDIUM,10.26097919237558,10.642318368247313,명목+/실질+
경상남도,남해군,8001,일반한식,MEDIUM,11.774389696814454,11.480983885743566,명목+/실질+
경상남도,남해군,8002,갈비전문점,MEDIUM,31.682890918217723,31.337225640878387,명목+/실질+
경상남도,남해군,8004,일식회집,MEDIUM,8.74598945227647,8.460533138692703,명목+/실질+
경상남도,남해군,8005,중국음식,MEDIUM,10.323878815446657,10.034280569979902,명목+/실질+
경상남도,남해군,8006,서양음식,MEDIUM,8.882069227937373,8.596255707330991,명목+/실질+
경상남도,남해군,8021,스넥,MEDIUM,18.93621014089821,18.624004676867443,명목+/실질+
경상남도,남해군,8301,제과점,HIGH,6.733947329525998,6.836895716258232,명목+/실질+
경상남도,밀양시,4004,대형할인점,MEDIUM,-2.929133397654971,-2.5934124151057025,명목-/실질-
경상남도,밀양시,4010,편의점,MEDIUM,2.5273060661517697,2.8818982227424654,명목+/실질+
경상남도,밀양시,4020,슈퍼마켓,MEDIUM,0.4040558343924162,0.7513046996440653,명목+/실질+
경상남도,밀양시,8001,일반한식,MEDIUM,2.12174268773406,1.8536749056369963,명목+/실질+
경상남도,밀양시,8002,갈비전문점,MEDIUM,1.6308901976864267,1.3641108947605027,명목+/실질+
경상남도,밀양시,8003,한정식,MEDIUM,13.4082632450264,13.110568544569917,명목+/실질+
경상남도,밀양시,8004,일식회집,MEDIUM,-8.48983452482602,-8.730047102996195,명목-/실질-
경상남도,밀양시,8005,중국음식,MEDIUM,-3.8908020736594486,-4.143087031290561,명목-/실질-
경상남도,밀양시,8006,서양음식,MEDIUM,2.6834625561596477,2.4139202692678605,명목+/실질+
경상남도,밀양시,8021,스넥,MEDIUM,2.7740078243506585,2.5042278577190378,명목+/실질+
경상남도,밀양시,8301,제과점,HIGH,-1.9443976736687345,-1.8498198348262571,명목-/실질-
경상남도,사천시,4004,대형할인점,MEDIUM,-2.965368526403007,-2.629772863565578,명목-/실질-
경상남도,사천시,4010,편의점,MEDIUM,5.130531584881352,5.494127034216104,명목+/실질+
경상남도,사천시,4020,슈퍼마켓,MEDIUM,5.630077490544222,5.995400626548958,명목+/실질+
경상남도,사천시,8001,일반한식,MEDIUM,3.8172956428533236,3.544777064010153,명목+/실질+
경상남도,사천시,8003,한정식,MEDIUM,-10.53308626916396,-10.767935347368667,명목-/실질-
경상남도,사천시,8004,일식회집,MEDIUM,2.9393552158991487,2.6691412152668215,명목+/실질+
경상남도,사천시,8005,중국음식,MEDIUM,1.0093981986785674,0.7442503013417451,명목+/실질+
경상남도,사천시,8006,서양음식,MEDIUM,2.156429228421783,1.8882703947644335,명목+/실질+
경상남도,사천시,8021,스넥,MEDIUM,6.073967356935238,5.795525054451998,명목+/실질+
경상남도,사천시,8301,제과점,HIGH,2.935187284518581,3.0344716428135454,명목+/실질+
경상남도,산청군,4010,편의점,MEDIUM,6.955580833720989,7.325488242024295,명목+/실질+
경상남도,산청군,4020,슈퍼마켓,MEDIUM,3.5033086084335934,3.861276283796499,명목+/실질+
경상남도,산청군,8001,일반한식,MEDIUM,5.806668884327372,5.528928235643058,명목+/실질+
경상남도,산청군,8002,갈비전문점,MEDIUM,-4.782719119162755,-5.0326628102046875,명목-/실질-
경상남도,산청군,8003,한정식,MEDIUM,24.494235208915764,24.16744002663694,명목+/실질+
경상남도,산청군,8004,일식회집,MEDIUM,7.750620776835413,7.467777288553693,명목+/실질+
경상남도,산청군,8005,중국음식,MEDIUM,0.38598168892658347,0.12247024898535215,명목+/실질+
경상남도,산청군,8006,서양음식,MEDIUM,8.007067758618579,7.723551101510829,명목+/실질+
경상남도,산청군,8021,스넥,MEDIUM,2.9743562543609228,2.7040503766169284,명목+/실질+
경상남도,산청군,8301,제과점,HIGH,4.105534784709045,4.205947981486115,명목+/실질+
경상남도,양산시,4004,대형할인점,MEDIUM,-0.9878956921318589,-0.6454609111727485,명목-/실질-
경상남도,양산시,4010,편의점,MEDIUM,1.0425743778508068,1.3920315686306048,명목+/실질+
경상남도,양산시,4020,슈퍼마켓,MEDIUM,-7.280949679618348,-6.960279516014182,명목-/실질-
경상남도,양산시,8001,일반한식,MEDIUM,-0.9882830779459413,-1.2481870969953244,명목-/실질-
경상남도,양산시,8002,갈비전문점,MEDIUM,-2.2055003536618973,-2.4622091987273365,명목-/실질-
경상남도,양산시,8004,일식회집,MEDIUM,-0.9487739314753743,-1.2087816613411497,명목-/실질-
경상남도,양산시,8005,중국음식,MEDIUM,-3.7351818876056653,-3.9878753454941087,명목-/실질-
경상남도,양산시,8006,서양음식,MEDIUM,0.44230435910724575,0.17864507314532754,명목+/실질+
경상남도,양산시,8021,스넥,MEDIUM,-0.12545057368672818,-0.38761951291525204,명목-/실질-
경상남도,양산시,8301,제과점,HIGH,-3.2623759818978275,-3.1690693762851696,명목-/실질-
경상남도,의령군,4010,편의점,MEDIUM,4.51073290562721,4.872184772352109,명목+/실질+
경상남도,의령군,4020,슈퍼마켓,MEDIUM,1.723627252996611,2.075439874900381,명목+/실질+
경상남도,의령군,8001,일반한식,MEDIUM,5.912816828794817,5.634797543619452,명목+/실질+
경상남도,의령군,8004,일식회집,MEDIUM,-16.06178614240332,-16.282122480481508,명목-/실질-
경상남도,의령군,8005,중국음식,MEDIUM,0.3457482013698884,0.08234237362726028,명목+/실질+
경상남도,의령군,8006,서양음식,MEDIUM,4.8157026232666285,4.540563243623886,명목+/실질+
경상남도,의령군,8021,스넥,MEDIUM,-5.799666316583397,-6.0469405390816435,명목-/실질-
경상남도,의령군,8301,제과점,HIGH,1.060300424666281,1.1577763932000595,명목+/실질+
경상남도,진주시,4004,대형할인점,MEDIUM,-3.643193165497962,-3.3099417688838297,명목-/실질-
경상남도,진주시,4010,편의점,MEDIUM,4.764810807257644,5.1271414060445935,명목+/실질+
경상남도,진주시,4020,슈퍼마켓,MEDIUM,4.66612737666482,5.028116677393462,명목+/실질+
경상남도,진주시,8001,일반한식,MEDIUM,3.563299661283815,3.2914478174340824,명목+/실질+
경상남도,진주시,8002,갈비전문점,MEDIUM,4.986206063841698,4.710619115660252,명목+/실질+
경상남도,진주시,8004,일식회집,MEDIUM,4.26952185940673,3.9958161946825097,명목+/실질+
경상남도,진주시,8005,중국음식,MEDIUM,0.7884802542896092,0.5239122626788323,명목+/실질+
경상남도,진주시,8006,서양음식,MEDIUM,2.418863210710272,2.150015492455604,명목+/실질+
경상남도,진주시,8021,스넥,MEDIUM,5.341828932724845,5.065308480754637,명목+/실질+
경상남도,진주시,8301,제과점,HIGH,0.5052704604895333,0.6022110844508529,명목+/실질+
경상남도,창녕군,4004,대형할인점,MEDIUM,0.24879337666045181,0.5955052644778271,명목+/실질+
경상남도,창녕군,4010,편의점,MEDIUM,3.1061525264184726,3.4627466317828732,명목+/실질+
경상남도,창녕군,4020,슈퍼마켓,MEDIUM,1.2953771882523442,1.6457087011729636,명목+/실질+
경상남도,창녕군,8001,일반한식,MEDIUM,1.0552832160920431,0.7900148713896025,명목+/실질+
경상남도,창녕군,8004,일식회집,MEDIUM,-8.181691802039296,-8.422713249448082,명목-/실질-
경상남도,창녕군,8005,중국음식,MEDIUM,-3.810943052333051,-4.063437638493767,명목-/실질-
경상남도,창녕군,8006,서양음식,MEDIUM,3.2833430358139926,3.0122260731920236,명목+/실질+
경상남도,창녕군,8021,스넥,MEDIUM,2.4108842517086444,2.142057478081503,명목+/실질+
경상남도,창녕군,8301,제과점,HIGH,-1.6763363702099812,-1.5814999774639258,명목-/실질-
경상남도,창원시 마산합포구,4004,대형할인점,MEDIUM,-2.3450291055736745,-2.007287989963809,명목-/실질-
경상남도,창원시 마산합포구,4010,편의점,MEDIUM,6.67020515864983,7.0391255910931925,명목+/실질+
경상남도,창원시 마산합포구,4020,슈퍼마켓,MEDIUM,3.325765890656254,3.683119531986824,명목+/실질+
경상남도,창원시 마산합포구,8001,일반한식,MEDIUM,4.504098099981569,4.229776676743063,명목+/실질+
경상남도,창원시 마산합포구,8002,갈비전문점,MEDIUM,4.855050900006802,4.579808231828566,명목+/실질+
경상남도,창원시 마산합포구,8004,일식회집,MEDIUM,3.748254035251523,3.475916689416526,명목+/실질+
경상남도,창원시 마산합포구,8005,중국음식,MEDIUM,3.930554823296223,3.6577389410922354,명목+/실질+
경상남도,창원시 마산합포구,8006,서양음식,MEDIUM,4.590647245808595,4.316098632581519,명목+/실질+
경상남도,창원시 마산합포구,8021,스넥,MEDIUM,7.096410586506079,6.815284388491468,명목+/실질+
경상남도,창원시 마산합포구,8301,제과점,HIGH,5.316348172951498,5.4179292388840254,명목+/실질+
경상남도,창원시 마산회원구,4004,대형할인점,MEDIUM,-4.0967857388397855,-3.7651030986376837,명목-/실질-
경상남도,창원시 마산회원구,4010,편의점,MEDIUM,8.3397843824698,8.714479078573191,명목+/실질+
경상남도,창원시 마산회원구,4020,슈퍼마켓,MEDIUM,9.819149607994762,10.198960709920428,명목+/실질+
경상남도,창원시 마산회원구,8001,일반한식,MEDIUM,5.471834900434606,5.194973185080896,명목+/실질+
경상남도,창원시 마산회원구,8002,갈비전문점,MEDIUM,4.497201149299219,4.222897830435448,명목+/실질+
경상남도,창원시 마산회원구,8004,일식회집,MEDIUM,-1.639995476118079,-1.8981887615614657,명목-/실질-
경상남도,창원시 마산회원구,8005,중국음식,MEDIUM,6.836523110690976,6.556079112738586,명목+/실질+
경상남도,창원시 마산회원구,8006,서양음식,MEDIUM,6.75789552120323,6.47765791929311,명목+/실질+
경상남도,창원시 마산회원구,8021,스넥,MEDIUM,14.441940321710941,14.14153223707128,명목+/실질+
경상남도,창원시 마산회원구,8301,제과점,HIGH,6.5922602779810076,6.695072002912905,명목+/실질+
경상남도,창원시 성산구,4004,대형할인점,MEDIUM,-2.195751125768701,-1.8574937301274803,명목-/실질-
경상남도,창원시 성산구,4010,편의점,MEDIUM,5.903015319577368,6.269282414973372,명목+/실질+
경상남도,창원시 성산구,4020,슈퍼마켓,MEDIUM,6.7905471481361666,7.1598837850740535,명목+/실질+
경상남도,창원시 성산구,8001,일반한식,MEDIUM,2.1737073632501507,1.9055031747924869,명목+/실질+
경상남도,창원시 성산구,8002,갈비전문점,MEDIUM,2.7816207961510035,2.511820845602178,명목+/실질+
경상남도,창원시 성산구,8004,일식회집,MEDIUM,0.030049510545144653,-0.23252761367512326,명목+/실질-
경상남도,창원시 성산구,8005,중국음식,MEDIUM,1.396436572049864,1.1302727057762108,명목+/실질+
경상남도,창원시 성산구,8006,서양음식,MEDIUM,5.096273799567739,4.82039792551189,명목+/실질+
경상남도,창원시 성산구,8021,스넥,MEDIUM,6.972027831113609,6.69122813564841,명목+/실질+
경상남도,창원시 성산구,8301,제과점,HIGH,1.9054912216008852,2.0037824043304044,명목+/실질+
경상남도,창원시 의창구,4004,대형할인점,MEDIUM,-0.7004033556873185,-0.3569742783646877,명목-/실질-
경상남도,창원시 의창구,4010,편의점,MEDIUM,7.239580176472922,7.610469800570774,명목+/실질+
경상남도,창원시 의창구,4020,슈퍼마켓,MEDIUM,7.061670566138102,7.431944887300407,명목+/실질+
경상남도,창원시 의창구,8001,일반한식,MEDIUM,5.026994988681991,4.751300970288573,명목+/실질+
경상남도,창원시 의창구,8002,갈비전문점,MEDIUM,2.738752104744517,2.469064683757999,명목+/실질+
경상남도,창원시 의창구,8004,일식회집,MEDIUM,2.8554074863055345,2.5854138469900234,명목+/실질+
경상남도,창원시 의창구,8005,중국음식,MEDIUM,5.2706179773888655,4.994284452926456,명목+/실질+
경상남도,창원시 의창구,8006,서양음식,MEDIUM,4.6844058833971145,4.409611155392037,명목+/실질+
경상남도,창원시 의창구,8021,스넥,MEDIUM,8.734991154782042,8.44956371153605,명목+/실질+
경상남도,창원시 의창구,8301,제과점,HIGH,3.9081335104346566,4.008356307219553,명목+/실질+
경상남도,창원시 진해구,4004,대형할인점,MEDIUM,-2.822580581753585,-2.4864910847642077,명목-/실질-
경상남도,창원시 진해구,4010,편의점,MEDIUM,7.961769676651769,8.335157003480761,명목+/실질+
경상남도,창원시 진해구,4020,슈퍼마켓,MEDIUM,5.042458968184949,5.40574981711334,명목+/실질+
경상남도,창원시 진해구,8001,일반한식,MEDIUM,6.216164797816392,5.937349229546662,명목+/실질+
경상남도,창원시 진해구,8002,갈비전문점,MEDIUM,6.163060650663945,5.884384479848346,명목+/실질+
경상남도,창원시 진해구,8004,일식회집,MEDIUM,-1.2981040661236811,-1.5571948105173183,명목-/실질-
경상남도,창원시 진해구,8005,중국음식,MEDIUM,6.7937551267659995,6.513423394020792,명목+/실질+
경상남도,창원시 진해구,8006,서양음식,MEDIUM,6.011856993707899,5.733577729838009,명목+/실질+
경상남도,창원시 진해구,8021,스넥,MEDIUM,9.420730262105542,9.13350276573893,명목+/실질+
경상남도,창원시 진해구,8301,제과점,HIGH,8.001895839611475,8.10606720419492,명목+/실질+
경상남도,통영시,4004,대형할인점,MEDIUM,-2.197417353743334,-1.859165720775524,명목-/실질-
경상남도,통영시,4010,편의점,MEDIUM,5.286279696133908,5.650413802542353,명목+/실질+
경상남도,통영시,4020,슈퍼마켓,MEDIUM,3.137483843351708,3.4941863085245988,명목+/실질+
경상남도,통영시,8001,일반한식,MEDIUM,3.8860487205989234,3.613349666133387,명목+/실질+
경상남도,통영시,8002,갈비전문점,MEDIUM,-2.4142843443797815,-2.6704451351344796,명목-/실질-
