TPBUZ_NO,TPBUZ_NM,source,mapping_confidence,SIDO_NM,CCG_NM,exposure_active_start,mean_active,openings_6m,closures_6m,active_start_jan,active_end_jun,closure_rate_exposure_pct,opening_rate_exposure_pct,churn_rate_exposure_pct,net_change_6m,net_change_pct_initial,TP_BUZ_NO,TP_BUZ_NM,total_amt_6m,total_cnt_6m,avg_ticket_6m,amt_growth_pct_m,amt_r2,cnt_growth_pct_m,cnt_r2,ticket_growth_pct_m,ticket_r2,peak_month,amt_growth_without_peak_pct_m,peak_dependency,churn_q75,high_churn,churn_type
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상남도,김해시,42,7.0,0,0,7,7,0.0,0.0,0.0,0,0.0,4004,대형할인점,21965190000.0,755777.0,29063.056959923364,-2.8895372593332866,0.7728006361909477,-0.9065054678422924,0.09988928399106904,-2.0011725298954794,0.6114441215290413,202601.0,-2.975896668447402,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상남도,밀양시,12,2.0,0,0,2,2,0.0,0.0,0.0,0,0.0,4004,대형할인점,4042900000.0,122442.0,33018.89874389507,-2.929133397655079,0.850583475703426,-0.2537113445192459,0.011615715691032053,-2.6822271677461624,0.6146487574945095,202602.0,-3.539984149337087,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상남도,사천시,12,2.0,0,0,2,2,0.0,0.0,0.0,0,0.0,4004,대형할인점,5716680000.0,153461.0,37251.6795798281,-2.9653685264031027,0.7994046900108258,-1.428399427563933,0.37417695209238955,-1.559241292536076,0.38976472391752526,202601.0,-3.382496772216099,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상남도,양산시,18,3.0,0,0,3,3,0.0,0.0,0.0,0,0.0,4004,대형할인점,18081960000.0,565082.0,31998.824949299393,-0.9878956921320318,0.21138219418890075,0.529127329401533,0.044445388040348706,-1.5090382875430965,0.4686884550303577,202605.0,-1.9488200173669776,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상남도,진주시,36,6.0,0,0,6,6,0.0,0.0,0.0,0,0.0,4004,대형할인점,19534150000.0,507289.0,38506.9457449304,-3.6431931654981082,0.7519812448808082,-0.6549892520138867,0.06585248696929971,-3.0079053703709095,0.6955755252888464,202601.0,-3.8155139624746446,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상남도,창원시 마산합포구,42,7.0,0,0,7,7,0.0,0.0,0.0,0,0.0,4004,대형할인점,7229900000.0,229846.0,31455.409274035657,-2.345029105573759,0.7294859058610809,-1.2385785685369164,0.4057175844049935,-1.120326662982154,0.5367585743183488,202601.0,-1.9585584753956313,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상남도,창원시 마산회원구,30,5.0,0,0,5,5,0.0,0.0,0.0,0,0.0,4004,대형할인점,11187110000.0,358798.0,31179.410141639586,-4.096785738839986,0.8899779699427985,-2.370892718677585,0.6263573457584838,-1.7678057991344545,0.48179213099105805,202601.0,-4.198278574911446,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상남도,창원시 성산구,42,7.0,0,0,7,7,0.0,0.0,0.0,0,0.0,4004,대형할인점,11724940000.0,415350.0,28229.05982905983,-2.195751125768953,0.5521863638691572,0.5243525673706633,0.06309088693161145,-2.705915157540182,0.6427788052931265,202601.0,-2.400453374311738,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상남도,창원시 의창구,18,3.0,0,0,3,3,0.0,0.0,0.0,0,0.0,4004,대형할인점,11480400000.0,325480.0,35272.21334644218,-0.7004033556875194,0.018332749118990757,1.4168766728852025,0.10862614407008826,-2.0876998957499917,0.55399461520585,202605.0,-2.074411776003307,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상남도,창원시 진해구,18,3.0,0,0,3,3,0.0,0.0,0.0,0,0.0,4004,대형할인점,7086990000.0,243620.0,29090.345620228225,-2.822580581753685,0.8591298321158546,-1.4485637835982699,0.360319153510094,-1.394212860722115,0.672086589657646,202601.0,-2.6815932148215986,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상북도,경산시,6,1.0,0,0,1,1,0.0,0.0,0.0,0,0.0,4004,대형할인점,5603020000.0,134786.0,41569.7475998991,-6.36394392113209,0.7981582777992241,-5.2028746118448375,0.8081052616085429,-1.224793794677965,0.18051630702472812,202602.0,-6.977887399812281,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상북도,경주시,12,2.0,0,0,2,2,0.0,0.0,0.0,0,0.0,4004,대형할인점,8345810000.0,243063.0,34335.99519466147,-3.3119663585186467,0.6934588133211582,-0.7641977755433071,0.08588118031127659,-2.5673885088494925,0.7793292767082469,202603.0,-4.102331593426432,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상북도,구미시,30,5.0,0,0,5,5,0.0,0.0,0.0,0,0.0,4004,대형할인점,9103030000.0,220394.0,41303.43838761491,-3.920481988915872,0.499867004125517,-1.3048407783118936,0.14852755295208186,-2.650222393105188,0.5628515619319232,202601.0,-3.843960200331669,False,0.0,False,저회전·정체
4004,대형할인점,LOCALDATA 대규모·준대규모점포,HIGH,경상북도,김천시,18,3.0,0,0,3,3,0.0,0.0,0.0,0,0.0,4004,대형할인점,4125780000.0,77283.0,53385.349947595205,-1.4551933460925557,0.06649831815603173,1.105316204280506,0.0630052453146359,-2.532517227085931,0.6347865245750519,202605.0,-3.6838186119734218,False,0.0,False,저회전·정체
