SIDO_NM,CCG_NM,연결업종,confidence,amt_growth_pct_m,amt_robust_signs,real_amt_growth_pct_m,real_amt_robust_signs,cnt_growth_pct_m,cnt_robust_signs,ticket_growth_pct_m,ticket_robust_signs,amt_pc_growth_pct_m,amt_pc_robust_signs,real_amt_pc_growth_pct_m,real_amt_pc_robust_signs,cnt_pc_growth_pct_m,cnt_pc_robust_signs,가동_당월말_growth_pct_m,가동_당월말_robust_signs,amt_per_store_growth_pct_m,amt_per_store_robust_signs,real_amt_per_store_growth_pct_m,real_amt_per_store_robust_signs,cnt_per_store_growth_pct_m,cnt_per_store_robust_signs,initial_stores,openings_6m,closures_6m,total_cnt_6m,total_amt_6m,mean_amt_per_initial_store,mean_cnt_per_initial_store,opening_rate_6m_pct,closure_rate_6m_pct,net_store_change_pct,demand_supply_gap_cnt,demand_supply_type,market_store_type,market_store_type_robust,demand_supply_type_robust,population_growth_pct_m,commercial_aging_gap_pp_m,bc_age_hhi_slope,foreign_share_slope,corp_share_slope,industry_hhi_slope,entropy_slope,portfolio_js,cnt_weakened_fraction,closure_rate_6m_pct_pctile,opening_rate_6m_pct_pctile,amt_growth_pct_m_pctile,cnt_growth_pct_m_pctile,initial_stores_pctile,high_closure,high_entry,weak_amt,weak_cnt,dense_market,closure_mechanism_candidate
강원특별자치도,양구군,제과점,HIGH,-0.79680685431266,0,-0.7011221265522039,0,1.8180992107728149,1,-2.568213397573262,1,-0.783446656978237,0.0,-0.6877490428699883,0.0,1.8318115707739535,1.0,0.0,0,-0.796806854312685,0,-0.7011221265522039,0,1.8180992107728025,1,6,0,0,6516,106960000,2971111.1111111115,181.0,0.0,0.0,0.0,1.8180992107728149,수요+/공급+,C 총시장 감소/점포 증가,부호 강건성 미충족,부호 강건성 미충족,-0.0134656938628657,0.3724011137238986,0.0003595890854473,0.0444906972800808,0.1106424688675066,0.0031659822523189,-0.0048174119709181,0.0201251627552384,0.125,0.1141732283464567,0.10236220472440945,0.25196850393700787,0.41732283464566927,0.025590551181102362,False,False,False,False,False,일반 관찰지역
강원특별자치도,양구군,중국음식,HIGH,5.420402972390879,1,5.143676264945526,1,3.7304949685789057,1,1.629133269173972,1,5.434600472916062,1.0,5.157836497281098,1.0,3.7444648806194096,1.0,1.785515185637575,1,3.571124810955564,1,3.2992524262252014,1,1.910861068388809,1,23,4,2,6339,198870000,1441086.956521739,45.93478260869565,17.391304347826086,8.695652173913043,8.695652173913043,1.9449797829413304,수요+/공급+,A 총시장·점포·점포당 증가,A 총시장·점포·점포당 증가,수요+/공급+,-0.0134656938628657,0.3724011137238986,0.0003595890854473,0.0444906972800808,0.1106424688675066,0.0031659822523189,-0.0048174119709181,0.0201251627552384,0.125,0.9647058823529412,1.0,0.9137254901960784,0.7803921568627451,0.09019607843137255,True,True,False,False,False,고회전 교체시장 후보
강원특별자치도,양양군,제과점,HIGH,1.40848267152451,0,1.5062944732351755,1,4.124723094194016,1,-2.6086411967812237,1,1.4076631853103347,0.0,1.505474196599688,1.0,4.123881657926741,1.0,0.0,0,1.4084826715244738,0,1.5062944732351342,1,4.124723094194009,1,13,0,0,19282,352400000,4517948.717948718,247.2051282051282,0.0,0.0,0.0,4.124723094194016,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,0.0008081107368285,0.1141793031609505,-0.0010154857579213,-0.0424201464912382,0.616497304357386,0.0034341083510166,-0.0050395630325749,0.0166142085218801,0.0,0.1141732283464567,0.10236220472440945,0.610236220472441,0.7086614173228346,0.14960629921259844,False,False,False,False,False,일반 관찰지역
강원특별자치도,양양군,중국음식,HIGH,3.003391100128086,1,2.7330090064236643,1,4.375759886276881,1,-1.3148347735566894,1,3.002558725391844,1.0,2.732178816656495,1.0,4.374916421370733,1.0,0.0,0,3.0033911001281015,1,2.7330090064236594,1,4.375759886276865,1,21,0,0,8587,262070000,2079920.634920635,68.15079365079366,0.0,0.0,0.0,4.375759886276881,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,0.0008081107368285,0.1141793031609505,-0.0010154857579213,-0.0424201464912382,0.616497304357386,0.0034341083510166,-0.0050395630325749,0.0166142085218801,0.0,0.09411764705882353,0.11568627450980393,0.8313725490196079,0.8392156862745098,0.07254901960784314,False,False,False,False,False,일반 관찰지역
강원특별자치도,영월군,제과점,HIGH,6.282005413515012,1,6.384517887472348,1,5.862943898455592,1,0.3958528826304012,0,6.445351800121742,1.0,6.548021827017029,1.0,6.025646223219645,1.0,0.0,0,6.282005413515002,1,6.384517887472363,1,5.8629438984556,1,9,2,2,8874,152550000,2825000.0,164.33333333333334,22.22222222222222,22.22222222222222,0.0,5.862943898455592,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.153455631311575,0.584256401726364,0.0012310974410634,0.129784022473902,0.0732255311494289,0.0030619254537336,-0.0064010635655171,0.0219788648071603,0.0,0.968503937007874,0.9665354330708661,0.9094488188976378,0.8385826771653543,0.07874015748031496,True,True,False,False,False,고회전 교체시장 후보
강원특별자치도,영월군,중국음식,HIGH,6.592321772301808,1,6.312518798576497,1,4.737804845501962,1,1.7706280263706118,1,6.75614508871159,1.0,6.475912081656126,1.0,4.8987779274086085,1.0,0.0,0,6.592321772301779,1,6.3125187985764315,1,4.737804845501956,1,30,0,0,7737,222560000,1236444.4444444445,42.983333333333334,0.0,0.0,0.0,4.737804845501962,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.153455631311575,0.584256401726364,0.0012310974410634,0.129784022473902,0.0732255311494289,0.0030619254537336,-0.0064010635655171,0.0219788648071603,0.0,0.09411764705882353,0.11568627450980393,0.9333333333333333,0.8509803921568627,0.1980392156862745,False,False,False,False,False,일반 관찰지역
강원특별자치도,원주시,제과점,HIGH,1.575729911354275,1,1.6737030285034789,1,3.848377977807296,1,-2.1884290450243995,1,1.4987381410518203,1.0,1.5966369971178371,1.0,3.769663599180391,1.0,0.4798727282077751,1,1.0906235780281337,1,1.1881287942361958,1,3.352417910312386,1,134,11,7,218482,2763030000,3436604.4776119404,271.7437810945273,8.208955223880597,5.223880597014925,2.9850746268656714,3.3685052495995205,수요+/공급+,A 총시장·점포·점포당 증가,A 총시장·점포·점포당 증가,수요+/공급+,0.0758549039254374,0.1526175542096394,-0.0009680012377915,0.0234489287542802,0.1255247508640974,0.0037739101002278,-0.0052454236031072,0.0226266919137223,0.6,0.4645669291338583,0.6122047244094488,0.6456692913385826,0.6811023622047244,0.7913385826771654,False,False,False,False,True,일반 관찰지역
강원특별자치도,원주시,중국음식,HIGH,-1.3442238043303962,1,-1.6031934852207563,1,0.5193411731799232,1,-1.853936720794527,1,-1.419002325405218,1.0,-1.6777757139902243,1.0,0.4431501181580898,1.0,0.5693731393488528,1,-1.9027631215596703,1,-2.160266646545798,1,-0.0497487103749002,1,188,7,2,98675,2899490000,2570469.858156028,87.47783687943262,3.723404255319149,1.0638297872340423,2.6595744680851063,-0.0500319661689295,수요+/공급+,C 총시장 감소/점포 증가,C 총시장 감소/점포 증가,수요+/공급+,0.0758549039254374,0.1526175542096394,-0.0009680012377915,0.0234489287542802,0.1255247508640974,0.0037739101002278,-0.0052454236031072,0.0226266919137223,0.6,0.21176470588235294,0.5843137254901961,0.18823529411764706,0.2823529411764706,0.8764705882352941,False,False,True,False,True,일반 관찰지역
강원특별자치도,인제군,제과점,HIGH,0.0950968983142306,1,0.1916418964456045,1,2.0321687359307465,1,-1.8984912911435696,1,0.1110675681622943,1.0,0.2076279705276106,1.0,2.0484484752112944,1.0,0.0,0,0.0950968983141951,1,0.191641896445579,1,2.0321687359307288,1,13,1,1,5371,84320000,1081025.641025641,68.85897435897435,7.6923076923076925,7.6923076923076925,0.0,2.0321687359307465,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.0159529512930479,0.7589652408812294,0.0003776976610231,0.1575820026154522,0.0806485716687771,0.0033681525875142,-0.00814078980564,0.0587621729985535,0.4444444444444444,0.6141732283464567,0.5826771653543307,0.421259842519685,0.46062992125984253,0.14960629921259844,False,False,False,False,False,일반 관찰지역
강원특별자치도,인제군,중국음식,HIGH,-0.4764373088766382,0,-0.7376849140859345,0,1.5348846098288869,1,-1.9809171265959,1,-0.460557830149908,0.0,-0.7218471187121702,0.0,1.551085004957284,1.0,0.0,0,-0.476437308876618,0,-0.7376849140859547,0,1.534884609828884,1,27,0,0,8711,263060000,1623827.1604938272,53.7716049382716,0.0,0.0,0.0,1.5348846098288869,수요+/공급+,C 총시장 감소/점포 증가,부호 강건성 미충족,부호 강건성 미충족,-0.0159529512930479,0.7589652408812294,0.0003776976610231,0.1575820026154522,0.0806485716687771,0.0033681525875142,-0.00814078980564,0.0587621729985535,0.4444444444444444,0.09411764705882353,0.11568627450980393,0.3058823529411765,0.47058823529411764,0.1588235294117647,False,False,False,False,False,일반 관찰지역
