SIDO_NM,CCG_NM,연결업종,confidence,amt_growth_pct_m,amt_robust_signs,real_amt_growth_pct_m,real_amt_robust_signs,cnt_growth_pct_m,cnt_robust_signs,ticket_growth_pct_m,ticket_robust_signs,amt_pc_growth_pct_m,amt_pc_robust_signs,real_amt_pc_growth_pct_m,real_amt_pc_robust_signs,cnt_pc_growth_pct_m,cnt_pc_robust_signs,가동_당월말_growth_pct_m,가동_당월말_robust_signs,amt_per_store_growth_pct_m,amt_per_store_robust_signs,real_amt_per_store_growth_pct_m,real_amt_per_store_robust_signs,cnt_per_store_growth_pct_m,cnt_per_store_robust_signs,initial_stores,openings_6m,closures_6m,total_cnt_6m,total_amt_6m,mean_amt_per_initial_store,mean_cnt_per_initial_store,opening_rate_6m_pct,closure_rate_6m_pct,net_store_change_pct,demand_supply_gap_cnt,demand_supply_type,market_store_type,market_store_type_robust,demand_supply_type_robust,population_growth_pct_m,commercial_aging_gap_pp_m,bc_age_hhi_slope,foreign_share_slope,corp_share_slope,industry_hhi_slope,entropy_slope,portfolio_js,cnt_weakened_fraction,closure_rate_6m_pct_pctile,opening_rate_6m_pct_pctile,amt_growth_pct_m_pctile,cnt_growth_pct_m_pctile,initial_stores_pctile,high_closure,high_entry,weak_amt,weak_cnt,dense_market,closure_mechanism_candidate
경상남도,창녕군,중국음식,HIGH,-3.810943052333202,1,-4.063437638493838,1,-2.999738575751465,1,-0.836291020942545,1,-3.632943964141771,1.0,-3.885905794784567,1.0,-2.820238343232884,1.0,0.0,0,-3.8109430523332266,1,-4.063437638493814,1,-2.9997385757514676,1,53,0,0,20367,516310000,1623616.352201258,64.04716981132076,0.0,0.0,0.0,-2.999738575751465,수요-/공급+,C 총시장 감소/점포 증가,부호 강건성 미충족,부호 강건성 미충족,-0.1847094800999289,-0.1068369590046331,-0.0015995767086685,0.701847162836134,-0.0539572216483529,0.0018969838880512,-0.0036758785840677,0.0171003573123034,0.8888888888888888,0.09411764705882353,0.11568627450980393,0.011764705882352941,0.011764705882352941,0.3333333333333333,False,False,True,True,False,일반 관찰지역
경상남도,창원시 마산합포구,제과점,HIGH,5.316348172951314,1,5.417929238883954,1,7.992308091985382,1,-2.477917146427424,1,5.449057376563333,1.0,5.550766444867811,1.0,8.128389274553317,1.0,1.484196003237946,1,3.7761073355609738,1,3.876202788777556,1,6.412931614041428,1,56,8,4,147771,2047460000,6093630.952380952,439.7946428571428,14.285714285714285,7.142857142857142,7.142857142857142,6.508112088747437,수요+/공급+,A 총시장·점포·점포당 증가,A 총시장·점포·점포당 증가,수요+/공급+,-0.1258514840375561,-0.206560004912722,-0.0016901162100342,-0.0211733628153913,2.813550130497147,0.0003347491071975,-0.0004167342130111,0.0049105727793064,0.0,0.5787401574803149,0.8582677165354331,0.8976377952755905,0.9173228346456693,0.48031496062992124,False,True,False,False,False,일반 관찰지역
경상남도,창원시 마산합포구,중국음식,HIGH,3.930554823296084,1,3.657738941092075,1,5.649433017714889,1,-1.6269639555288282,1,4.061517787743965,1.0,3.788358130056976,1.0,5.782561941771538,1.0,-0.2365834029529551,1,4.1770203631662195,1,3.903557513246088,1,5.899974781779928,1,97,1,2,71265,1808260000,3106975.9450171823,122.44845360824742,1.0309278350515465,2.061855670103093,-1.0309278350515465,5.886016420667844,수요+/공급-,D 기타·동반감소,D 기타·동반감소,수요+/공급-,-0.1258514840375561,-0.206560004912722,-0.0016901162100342,-0.0211733628153913,2.813550130497147,0.0003347491071975,-0.0004167342130111,0.0049105727793064,0.0,0.3235294117647059,0.2549019607843137,0.8784313725490196,0.8980392156862745,0.5509803921568628,False,False,False,False,False,일반 관찰지역
경상남도,창원시 마산회원구,제과점,HIGH,6.592260277980749,1,6.695072002912801,1,8.716328696113774,1,-1.953771290484125,1,6.810008648427068,1.0,6.913030398791599,1.0,8.938416147423526,1.0,-0.6042641686478193,0,7.2402748331569455,1,7.343711589343836,1,9.377256264369445,1,53,2,4,153906,2056860000,6468113.20754717,483.9811320754717,3.7735849056603774,7.547169811320755,-3.7735849056603774,9.320592864761592,수요+/공급-,D 기타·동반감소,부호 강건성 미충족,부호 강건성 미충족,-0.2038651369864196,-0.282007931015911,-0.0012551949195841,-0.1705454433449872,4.588780332948198,-0.0005546284931822,0.0009779147582337,0.0178030476483494,0.1999999999999999,0.5984251968503937,0.27165354330708663,0.9212598425196851,0.937007874015748,0.4645669291338583,False,False,False,False,False,일반 관찰지역
경상남도,창원시 마산회원구,중국음식,HIGH,6.836523110690798,1,6.55607911273848,1,8.80115415466121,1,-1.805707907452617,1,7.054770465150067,1.0,6.7737535717229775,1.0,9.023414888771478,1.0,0.0,0,6.836523110690809,1,6.556079112738445,1,8.801154154661232,1,84,0,0,54882,1268950000,2517757.936507937,108.89285714285714,0.0,0.0,0.0,8.80115415466121,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.2038651369864196,-0.282007931015911,-0.0012551949195841,-0.1705454433449872,4.588780332948198,-0.0005546284931822,0.0009779147582337,0.0178030476483494,0.1999999999999999,0.09411764705882353,0.11568627450980393,0.9411764705882353,0.9529411764705882,0.48627450980392156,False,False,False,False,False,일반 관찰지역
경상남도,창원시 성산구,제과점,HIGH,1.9054912216006976,1,2.003782404330257,1,4.999578655248812,1,-2.9467617615944066,1,2.0604895446130356,1.0,2.1589302282998593,1.0,5.15928308739931,1.0,0.7411103769530205,1,1.1558149798933337,0,1.2533830753428998,0,4.227140501391618,1,99,6,3,241128,3298480000,5552996.632996633,405.93939393939394,6.0606060606060606,3.0303030303030303,3.0303030303030303,4.258468278295791,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,수요+/공급+,-0.1518690765681054,-0.011517401298534,2.9136511614420117e-05,-0.0796956890931004,3.2243360011840485,0.0002507519744919,-0.0006569435244866,0.0106321427356606,0.0999999999999999,0.32677165354330706,0.4704724409448819,0.6850393700787402,0.8031496062992126,0.687007874015748,False,False,False,False,False,일반 관찰지역
경상남도,창원시 성산구,중국음식,HIGH,1.3964365720498504,1,1.1302727057760995,1,3.782817734465653,1,-2.299399086004306,1,1.550660622586198,1.0,1.2840919208867465,1.0,3.9406714724094902,1.0,-0.2317851672663992,1,1.6320044836384768,1,1.3652222557315452,1,4.023929774089626,1,99,0,1,88305,2602630000,4381531.986531987,148.66161616161617,0.0,1.0101010101010102,-1.0101010101010102,4.014602901732052,수요+/공급-,D 기타·동반감소,D 기타·동반감소,수요+/공급-,-0.1518690765681054,-0.011517401298534,2.9136511614420117e-05,-0.0796956890931004,3.2243360011840485,0.0002507519744919,-0.0006569435244866,0.0106321427356606,0.0999999999999999,0.20784313725490197,0.11568627450980393,0.6588235294117647,0.7843137254901961,0.5627450980392157,False,False,False,False,False,일반 관찰지역
경상남도,창원시 의창구,제과점,HIGH,3.9081335104345354,1,4.008356307219374,1,6.799665293496579,1,-2.7074352481497184,1,3.677220794148105,1.0,3.777220868057847,1.0,6.5623267909343586,1.0,0.9695547367534106,1,2.9103612285332177,1,3.009621641284509,1,5.774127232652785,1,67,7,1,202929,2998180000,7458159.203980099,504.7985074626866,10.44776119402985,1.4925373134328357,8.955223880597014,5.830110556743168,수요+/공급+,A 총시장·점포·점포당 증가,A 총시장·점포·점포당 증가,수요+/공급+,0.2227227104639239,0.0102450556712729,-0.0007143661808651,-0.1221710170751019,4.191527901780126,-0.0003479465027477,0.0002596818639299,0.0120178973012759,0.0,0.25,0.7204724409448819,0.8307086614173228,0.8976377952755905,0.5295275590551181,False,False,False,False,False,일반 관찰지역
경상남도,창원시 의창구,중국음식,HIGH,5.270617977388783,1,4.994284452926311,1,6.319493018225324,1,-0.9865312663377248,1,5.036677442407811,1.0,4.760958007743513,1.0,6.08322159174875,1.0,0.3222970075377188,1,4.9324239151734055,1,4.656978144188236,1,5.97792932336571,1,89,5,4,68346,1679270000,3144700.374531835,127.98876404494382,5.617977528089887,4.49438202247191,1.1235955056179776,5.997196010687605,수요+/공급+,A 총시장·점포·점포당 증가,A 총시장·점포·점포당 증가,수요+/공급+,0.2227227104639239,0.0102450556712729,-0.0007143661808651,-0.1221710170751019,4.191527901780126,-0.0003479465027477,0.0002596818639299,0.0120178973012759,0.0,0.7137254901960784,0.807843137254902,0.9058823529411765,0.9176470588235294,0.5078431372549019,False,True,False,False,False,일반 관찰지역
경상남도,창원시 진해구,제과점,HIGH,8.001895839611228,1,8.106067204194712,1,11.420731012953814,1,-3.068401312988326,1,8.17848797575134,1.0,8.28282966923192,1.0,11.602913230653932,1.0,0.6739206514051969,1,7.278921036143918,1,7.382395067858882,1,10.674870206714852,1,72,4,3,119374,1716520000,3973425.9259259263,276.3287037037037,5.555555555555555,4.166666666666666,1.3888888888888888,10.746810361548617,수요+/공급+,A 총시장·점포·점포당 증가,A 총시장·점포·점포당 증가,수요+/공급+,-0.1632414534946879,-0.160312820289335,-0.0005785872773564,-0.4047435675275743,5.027368841833998,-0.0004325342187541,0.0010666016774607,0.0085489390288199,0.0,0.38779527559055116,0.41141732283464566,0.9448818897637795,0.9645669291338582,0.5649606299212598,False,False,False,False,False,일반 관찰지역
경상남도,창원시 진해구,중국음식,HIGH,6.793755126766024,1,6.513423394020817,1,8.27759610383185,1,-1.3704044331044396,1,6.968371851756437,1.0,6.68758175317303,1.0,8.454639032971688,1.0,0.1337584027260382,0,6.651100318490251,1,6.371143052112894,1,8.132959184805856,1,85,2,1,68775,1820040000,3568705.882352941,134.85294117647058,2.3529411764705883,1.1764705882352942,1.1764705882352942,8.143837701105813,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.1632414534946879,-0.160312820289335,-0.0005785872773564,-0.4047435675275743,5.027368841833998,-0.0004325342187541,0.0010666016774607,0.0085489390288199,0.0,0.2235294117647059,0.40980392156862744,0.9372549019607843,0.9411764705882353,0.49607843137254903,False,False,False,False,False,일반 관찰지역
경상남도,통영시,제과점,HIGH,6.172456535151325,1,6.274863345628741,1,8.576613000255975,1,-2.214248905608244,1,6.2758938245019005,1.0,6.378400403631524,1.0,8.682392511271589,1.0,0.3680597834492944,0,5.78311144424369,1,5.885142718633557,1,8.178451625464486,1,46,6,5,56864,942150000,3413586.9565217393,206.0289855072464,13.043478260869565,10.869565217391305,2.1739130434782608,8.208553216806681,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.0973290231944881,0.2890069225359245,0.0008458350444124,-0.2428894376352883,2.8107679827405736,-0.0001706212770052,0.0004927261091474,0.0091498594966341,0.0999999999999999,0.8110236220472441,0.8070866141732284,0.905511811023622,0.9291338582677166,0.42322834645669294,True,True,False,False,False,고회전 교체시장 후보
경상남도,통영시,중국음식,HIGH,2.0516656624350698,0,1.7837818312997735,0,3.226885437704559,1,-1.1384822571041298,1,2.1510883188784096,0.0,1.882943505015005,0.0,3.3274530384386187,1.0,-0.1232560126057095,0,2.1776057050030713,0,1.9093912834665303,0,3.3542757969093264,1,69,2,1,36589,977030000,2359975.845410628,88.3792270531401,2.898550724637681,1.4492753623188406,1.4492753623188406,3.3501414503102684,수요+/공급-,D 기타·동반감소,부호 강건성 미충족,부호 강건성 미충족,-0.0973290231944881,0.2890069225359245,0.0008458350444124,-0.2428894376352883,2.8107679827405736,-0.0001706212770052,0.0004927261091474,0.0091498594966341,0.0999999999999999,0.23921568627450981,0.4764705882352941,0.7529411764705882,0.7450980392156863,0.40784313725490196,False,False,False,False,False,일반 관찰지역
경상남도,하동군,제과점,HIGH,12.88008263620122,1,12.988959171664897,1,16.080040630165776,1,-2.756682351757316,1,13.054008497519067,1.0,13.16305279017034,1.0,16.258896993280565,1.0,0.0,0,12.880082636201266,1,12.988959171664854,1,16.08004063016579,1,17,0,0,11794,243430000,2386568.62745098,115.62745098039215,0.0,0.0,0.0,16.080040630165776,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.1538431618916126,0.4018138808775277,0.0006922218843632,-0.2069981173972472,4.6610257352817115,-0.0004713415125889,0.0018693785959941,0.0120900268690565,0.0,0.1141732283464567,0.10236220472440945,0.984251968503937,0.9881889763779528,0.20669291338582677,False,False,False,False,False,일반 관찰지역
경상남도,하동군,중국음식,HIGH,10.167369494314944,1,9.878182083069218,1,10.689804440185268,1,-0.4719810903203337,1,10.337115601696675,1.0,10.047482609898443,1.0,10.86035551639598,1.0,0.5807370554741221,0,9.53128075960858,1,9.243763070126672,1,10.050699249833098,1,20,2,2,12203,334100000,2784166.666666667,101.69166666666666,10.0,10.0,0.0,10.109067384711146,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.1538431618916126,0.4018138808775277,0.0006922218843632,-0.2069981173972472,4.6610257352817115,-0.0004713415125889,0.0018693785959941,0.0120900268690565,0.0,0.9803921568627451,0.9725490196078431,0.9725490196078431,0.9725490196078431,0.060784313725490195,True,True,False,False,False,고회전 교체시장 후보
경상남도,함안군,제과점,HIGH,-0.3603082508122027,0,-0.2642025058573965,0,1.883781866518516,1,-2.2025979760652468,1,-0.1324838410403961,0.0,-0.0361583519832736,0.0,2.116737349033293,1.0,0.0,0,-0.3603082508121774,0,-0.2642025058573863,0,1.8837818665184904,1,15,1,0,19761,300580000,3339777.7777777775,219.56666666666663,6.666666666666667,0.0,6.666666666666667,1.883781866518516,수요+/공급+,C 총시장 감소/점포 증가,부호 강건성 미충족,부호 강건성 미충족,-0.2281266407078123,0.2244713503938076,-0.0003696320537134,0.079993484434993,-0.3600338350936379,-0.0006774800047761,0.0003120967071585,0.0204204034640348,0.625,0.1141732283464567,0.5177165354330708,0.35039370078740156,0.4330708661417323,0.17913385826771652,False,False,False,False,False,일반 관찰지역
경상남도,함안군,중국음식,HIGH,0.3506947899752315,1,0.0872759775243852,0,1.3254073159492343,1,-0.9619626032537816,1,0.5801448957449445,1.0,0.3161237807938136,1.0,1.557086084835323,1.0,-0.764708734390172,1,1.1239988416821545,1,0.8585501196687445,0,2.1062225178994565,1,34,0,1,30968,694800000,3405882.3529411764,151.80392156862743,0.0,2.941176470588235,-2.941176470588235,2.0901160503394065,수요+/공급-,D 기타·동반감소,D 기타·동반감소,수요+/공급-,-0.2281266407078123,0.2244713503938076,-0.0003696320537134,0.079993484434993,-0.3600338350936379,-0.0006774800047761,0.0003120967071585,0.0204204034640348,0.625,0.4647058823529412,0.11568627450980393,0.4666666666666667,0.4235294117647059,0.2235294117647059,False,False,False,False,False,일반 관찰지역
경상남도,함양군,제과점,HIGH,6.348517433327816,1,6.4510940603059135,1,6.069273213167371,1,0.2632658937893046,0,6.516403117089651,1.0,6.6191416753064,1.0,6.236718071725695,1.0,0.0,0,6.348517433327848,1,6.45109406030593,1,6.069273213167362,1,10,0,0,9278,150820000,2513666.666666667,154.63333333333333,0.0,0.0,0.0,6.069273213167371,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.1576148638602397,0.9706071569430796,0.0027959560167354,0.0460372009435403,2.5337994008870903,0.0005968817818157,-0.000607675947428,0.01120184557344,0.0,0.1141732283464567,0.10236220472440945,0.9133858267716536,0.8503937007874016,0.10039370078740158,False,False,False,False,False,일반 관찰지역
경상남도,함양군,중국음식,HIGH,3.172369138460328,1,2.9015434803712687,1,4.176794354500365,1,-0.9641544667059406,1,3.335240837626245,1.0,3.063987644185578,1.0,4.341251676280001,1.0,-0.8131160717433654,1,4.018157494580172,1,3.745111656901644,1,5.030816806235204,1,25,2,3,7307,183320000,1222133.3333333333,48.71333333333333,8.0,12.0,-4.0,4.98991042624373,수요+/공급-,D 기타·동반감소,D 기타·동반감소,수요+/공급-,-0.1576148638602397,0.9706071569430796,0.0027959560167354,0.0460372009435403,2.5337994008870903,0.0005968817818157,-0.000607675947428,0.01120184557344,0.0,0.996078431372549,0.9215686274509803,0.8470588235294118,0.8156862745098039,0.11960784313725491,True,True,False,False,False,고회전 교체시장 후보
경상남도,합천군,제과점,HIGH,11.616189524638578,1,11.723846993815403,1,15.032347549504188,1,-2.969736858926094,1,11.76089837711686,1.0,11.868695422719778,1.0,15.181485403812452,1.0,0.0,0,11.616189524638587,1,11.72384699381547,1,15.032347549504188,1,9,0,0,9137,161090000,2983148.148148148,169.2037037037037,0.0,0.0,0.0,15.032347549504188,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.1294807527315794,0.6952236694307545,0.0020467433629661,-0.1289514284664231,4.123705813916206,-0.0007979897824763,0.0016192356542311,0.0213816629158032,0.1111111111111111,0.1141732283464567,0.10236220472440945,0.9763779527559056,0.9803149606299213,0.07874015748031496,False,False,False,False,False,일반 관찰지역
경상남도,합천군,중국음식,HIGH,7.749949438023792,1,7.467107711994866,1,9.565488216930754,1,-1.657035265805883,1,7.889645763477791,1.0,7.606437337046469,1.0,9.70753836340696,1.0,0.5208897116237942,0,7.191599424894542,1,6.910223357849768,1,8.997730254133499,1,27,1,0,12235,336200000,2075308.6419753088,75.5246913580247,3.7037037037037033,0.0,3.7037037037037033,9.04459850530696,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.1294807527315794,0.6952236694307545,0.0020467433629661,-0.1289514284664231,4.123705813916206,-0.0007979897824763,0.0016192356542311,0.0213816629158032,0.1111111111111111,0.09411764705882353,0.5725490196078431,0.9607843137254902,0.9647058823529412,0.1588235294117647,False,False,False,False,False,일반 관찰지역
경상북도,경산시,제과점,HIGH,2.0100021965986343,1,2.1083941835852884,1,4.572771546342212,1,-2.450704243415679,1,1.9974362146588895,1.0,2.095816081344592,1.0,4.559889872679404,1.0,-0.0512364124236398,0,2.0622952551245826,1,2.160737680478312,1,4.6263783490570605,1,112,2,3,196519,2199480000,3273035.714285714,292.43898809523813,1.7857142857142856,2.6785714285714284,-0.8928571428571428,4.624007958765851,수요+/공급-,D 기타·동반감소,부호 강건성 미충족,부호 강건성 미충족,0.0123198997995389,-0.4762402941515767,-0.0013201333671635,0.6108614804849685,-0.0410015726086056,1.4381091905479078e-05,0.0006768436786835,0.0309029156752387,0.2222222222222222,0.3110236220472441,0.21653543307086615,0.6929133858267716,0.7755905511811023,0.7303149606299213,False,False,False,False,False,일반 관찰지역
경상북도,경산시,중국음식,HIGH,4.569543618420172,1,4.295050401844637,1,7.484020469237025,1,-2.711544318953899,1,4.556662342385861,1.0,4.2822029389338185,1.0,7.470780176805472,1.0,-0.3905603056489048,1,4.979552077884412,1,4.7039825962993005,1,7.905456349366963,1,171,2,7,75231,1711940000,1668557.5048732942,73.32456140350877,1.1695906432748535,4.093567251461988,-2.923976608187134,7.87458077488593,수요+/공급-,D 기타·동반감소,D 기타·동반감소,수요+/공급-,0.0123198997995389,-0.4762402941515767,-0.0013201333671635,0.6108614804849685,-0.0410015726086056,1.4381091905479078e-05,0.0006768436786835,0.0309029156752387,0.2222222222222222,0.6470588235294118,0.27450980392156865,0.8941176470588236,0.9372549019607843,0.8392156862745098,False,False,False,False,True,일반 관찰지역
경상북도,경주시,제과점,HIGH,0.5068126951484869,1,0.6037548066457171,1,0.5138042662153012,1,-0.0069558317067288,0,0.5624226640123372,1.0,0.6594184131452016,1.0,0.5694181034840436,1.0,-1.1581040980382418,1,1.6844241786277716,1,1.782502134956522,1,1.6914976680656475,1,185,3,16,219469,4779330000,4305702.702702703,197.7198198198198,1.6216216216216215,8.64864864864865,-7.027027027027027,1.671908364253543,수요+/공급-,D 기타·동반감소,D 기타·동반감소,수요+/공급-,-0.0552989550078881,0.2260537898179924,-0.0002831078628703,0.0209542482864254,-0.0486825829177652,0.0021990349660654,-0.0035752059819827,0.014973220203611,0.7777777777777778,0.7007874015748031,0.2125984251968504,0.4921259842519685,0.20866141732283464,0.9448818897637795,False,False,False,True,True,일반 관찰지역
경상북도,경주시,중국음식,HIGH,-2.2030835622354252,1,-2.4597987513360597,1,-0.8986686492461544,0,-1.3162435814030995,1,-2.148972966821604,1.0,-2.405830195285466,1.0,-0.8438363269090063,0.0,-0.5306428870062249,1,-1.6813627068378152,1,-1.9394474040265588,1,-0.3699890829915033,0,188,5,7,83390,2305150000,2043572.695035461,73.927304964539,2.6595744680851063,3.723404255319149,-1.0638297872340423,-0.3680257622399295,수요-/공급-,D 기타·동반감소,D 기타·동반감소,부호 강건성 미충족,-0.0552989550078881,0.2260537898179924,-0.0002831078628703,0.0209542482864254,-0.0486825829177652,0.0021990349660654,-0.0035752059819827,0.014973220203611,0.7777777777777778,0.5607843137254902,0.45098039215686275,0.06274509803921569,0.09803921568627451,0.8764705882352941,False,False,True,True,True,일반 관찰지역
경상북도,고령군,제과점,HIGH,0.75694284549387,1,0.854126215710528,1,2.016155745916933,1,-1.2343269467625049,1,0.8159055774305513,1.0,0.9131458191326374,1.0,2.075855366355818,1.0,0.0,0,0.75694284549387,1,0.8541262157104976,1,2.016155745916941,1,9,0,0,15501,221370000,4099444.444444445,287.05555555555554,0.0,0.0,0.0,2.016155745916933,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.0584855451121233,0.0967762880935487,-0.0001715550376213,0.1487810149543441,-0.3801657783326925,0.0012229781806788,-0.0024653166799709,0.021142911884944,0.5,0.1141732283464567,0.10236220472440945,0.547244094488189,0.452755905511811,0.07874015748031496,False,False,False,False,False,일반 관찰지역
경상북도,고령군,중국음식,HIGH,0.2671189122840781,1,0.0039194850451718,1,0.7376514934354094,1,-0.4670871061372654,1,0.325795000378113,1.0,0.0624415494379035,1.0,0.7966029361170999,1.0,-0.8924671011990647,1,1.1700281296147186,1,0.9044585815284102,1,1.6447978745460086,1,26,0,1,14837,329360000,2111282.0512820515,95.10897435897436,0.0,3.8461538461538463,-3.8461538461538463,1.630118594634474,수요+/공급-,D 기타·동반감소,D 기타·동반감소,수요+/공급-,-0.0584855451121233,0.0967762880935487,-0.0001715550376213,0.1487810149543441,-0.3801657783326925,0.0012229781806788,-0.0024653166799709,0.021142911884944,0.5,0.5980392156862745,0.11568627450980393,0.44313725490196076,0.3333333333333333,0.13725490196078433,False,False,False,False,False,일반 관찰지역
경상북도,구미시,제과점,HIGH,0.0250987097721915,1,0.1215761923589647,0,1.7075734078156994,1,-1.654227548323578,1,0.0669302695917121,1.0,0.163448100087496,1.0,1.7501085964432364,1.0,1.455452069738156,1,-1.40983390324135,1,-1.3147404601404356,1,0.2485044745591801,0,158,14,3,242001,3169020000,3342848.101265823,255.2753164556962,8.860759493670885,1.89873417721519,6.962025316455696,0.2521213380775433,수요+/공급+,B 총시장·점포 증가/점포당 감소,B 총시장·점포 증가/점포당 감소,수요+/공급+,-0.041803580570351,0.0832715809634903,-0.0011574072198866,0.1034592549174947,-0.00856901703613,0.0018861389762964,-0.0023952979318684,0.0170428551762626,0.7777777777777778,0.25984251968503935,0.6535433070866141,0.4015748031496063,0.39763779527559057,0.8740157480314961,False,False,False,False,True,일반 관찰지역
경상북도,구미시,중국음식,HIGH,-0.3280781833154227,1,-0.5897152286253324,1,0.6350909893844604,1,-0.9570907754249244,1,-0.2863943258278054,1.0,-0.548140790531978,1.0,0.677177654461215,1.0,0.3878976333896871,1,-0.7132092947297657,1,-0.9738353776320606,1,0.2462382038296245,1,190,4,1,99178,2596090000,2277271.9298245613,86.9982456140351,2.1052631578947367,0.5263157894736842,1.5789473684210529,0.2471933559947733,수요+/공급+,C 총시장 감소/점포 증가,C 총시장 감소/점포 증가,수요+/공급+,-0.041803580570351,0.0832715809634903,-0.0011574072198866,0.1034592549174947,-0.00856901703613,0.0018861389762964,-0.0023952979318684,0.0170428551762626,0.7777777777777778,0.18823529411764706,0.37254901960784315,0.32941176470588235,0.30980392156862746,0.8823529411764706,False,False,False,False,True,일반 관찰지역
경상북도,김천시,제과점,HIGH,1.0017544918711083,1,1.099173990935966,1,3.181288927134592,1,-2.1123349571671373,1,1.0958291050340567,1.0,1.1933393421433636,1.0,3.2773935927447,1.0,-0.6359027065957077,1,1.648137751034084,1,1.7461807079153606,1,3.841620603122699,1,54,2,3,39488,537510000,1658981.4814814816,121.87654320987654,3.7037037037037033,5.555555555555555,-1.8518518518518516,3.817191633730299,수요+/공급-,D 기타·동반감소,D 기타·동반감소,수요+/공급-,-0.0930548905882247,0.2146960606733756,-0.0009554514691097,0.19025340749876,-0.2360437102685078,0.0028044062074388,-0.0039228000401182,0.0131482091515103,0.5,0.4921259842519685,0.2677165354330709,0.5708661417322834,0.6023622047244095,0.47244094488188976,False,False,False,False,False,일반 관찰지역
경상북도,김천시,중국음식,HIGH,-0.0620011679761009,0,-0.3243366607810868,0,0.4253341946575174,1,-0.4852713376975794,1,0.0310826465347877,1.0,-0.2314971896494152,0.0,0.5188719209440747,1.0,-0.2390577976015317,1,0.1774809115837703,1,-0.085483217476614,0,0.6659840791310105,1,97,0,2,34144,834400000,1433676.975945017,58.66666666666667,0.0,2.061855670103093,-2.061855670103093,0.6643919922590492,수요+/공급-,D 기타·동반감소,부호 강건성 미충족,수요+/공급-,-0.0930548905882247,0.2146960606733756,-0.0009554514691097,0.19025340749876,-0.2360437102685078,0.0028044062074388,-0.0039228000401182,0.0131482091515103,0.5,0.3235294117647059,0.11568627450980393,0.3843137254901961,0.2784313725490196,0.5509803921568628,False,False,False,False,False,일반 관찰지역
경상북도,문경시,제과점,HIGH,2.978292703949332,1,3.077618638832732,1,3.1811720891411985,1,-0.1966244238984277,0,3.1005654257255775,1.0,3.200009296652436,1.0,3.303685702604151,1.0,0.9005038013713511,1,2.059245320190076,1,2.1576848037817045,1,2.26031407361404,1,25,23,22,31541,441600000,2944000.0,210.2733333333333,92.0,88.0,4.0,2.280668287769847,수요+/공급+,A 총시장·점포·점포당 증가,A 총시장·점포·점포당 증가,수요+/공급+,-0.1185955879789581,0.4006070139978739,2.601669499351446e-05,0.0923582843203079,-0.0716384205053392,-0.0011122744692321,0.0008236040649618,0.0177373980910737,0.5,1.0,1.0,0.7716535433070866,0.5984251968503937,0.30118110236220474,True,True,False,False,False,고회전 교체시장 후보
경상북도,문경시,중국음식,HIGH,1.103619628646466,1,0.8382244017095755,1,0.8164620185358252,1,0.2848320644875197,1,1.22366643102425,1.0,0.9579560833382,1.0,0.9361678602931708,1.0,0.4210824312494708,1,0.6796752045212232,0,0.4153928242565304,0,0.3937216944032097,1,67,3,1,15611,418320000,1040597.0149253733,38.833333333333336,4.477611940298507,1.4925373134328357,2.9850746268656714,0.3953795872863544,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,수요+/공급+,-0.1185955879789581,0.4006070139978739,2.601669499351446e-05,0.0923582843203079,-0.0716384205053392,-0.0011122744692321,0.0008236040649618,0.0177373980910737,0.5,0.24705882352941178,0.6784313725490196,0.611764705882353,0.35294117647058826,0.396078431372549,False,False,False,False,False,일반 관찰지역
경상북도,봉화군,제과점,HIGH,2.400515691524925,1,2.4992843415630692,1,3.695083916465726,1,-1.2484374148187198,1,2.4852810177656393,1.0,2.584131426736257,1.0,3.78092086326607,1.0,0.0,0,2.4005156915249044,1,2.499284341563079,1,3.6950839164657494,1,9,0,0,6110,108020000,2000370.3703703703,113.14814814814817,0.0,0.0,0.0,3.695083916465726,수요+/공급+,A 총시장·점포·점포당 증가,부호 강건성 미충족,부호 강건성 미충족,-0.0827097563659301,0.4886012647914092,0.0017452956949468,0.2118749078069535,-0.4280183759005231,0.0009174975975197,-0.0020972063866361,0.0161245745211773,0.0,0.1141732283464567,0.10236220472440945,0.7283464566929134,0.6535433070866141,0.07874015748031496,False,False,False,False,False,일반 관찰지역
