SIDO_NM,CCG_NM,TP_BUZ_NO,TP_BUZ_NM,amt_share_pct_202601,amt_share_pct_202606,cnt_share_pct_202601,cnt_share_pct_202606,amt_share_change_pp,cnt_share_change_pp
강원특별자치도,동해시,8021,스넥,2.397450912711318,2.466528862378461,3.182368902340709,2.9445712782299474,0.06907794966714276,-0.23779762411076177
강원특별자치도,동해시,8301,제과점,2.0572666745145143,1.8204501821999997,3.2279760999857188,2.8321182750982374,-0.23681649231451463,-0.39585782488748134
강원특별자치도,삼척시,4004,대형할인점,7.723526617503955,1.793163269329338,4.458862506902264,1.2657997635718832,-5.930363348174617,-3.1930627433303806
강원특별자치도,삼척시,4010,편의점,15.415231216938539,17.570870953751527,37.85776734769004,42.642538874238426,2.1556397368129883,4.784771526548383
강원특별자치도,삼척시,4020,슈퍼마켓,8.012230723466661,8.178054646532349,8.35288974783729,8.511412203328181,0.1658239230656875,0.15852245549089083
강원특별자치도,삼척시,8001,일반한식,44.31054600126366,47.412372353428225,21.98946254371434,21.472219696280803,3.101826352164565,-0.5172428474335362
강원특별자치도,삼척시,8002,갈비전문점,0.16741148636495704,0.09856878129558806,0.04486471562672557,0.02909884513958352,-0.06884270506936897,-0.015765870487142047
강원특별자치도,삼척시,8004,일식회집,6.742117132697816,8.21984780980168,1.7405208908521996,2.030553787396563,1.4777306771038639,0.29003289654436326
강원특별자치도,삼척시,8005,중국음식,2.578505840954476,2.3538224973386432,2.236333517393705,2.1060289169773574,-0.22468334361583286,-0.1303046004163475
강원특별자치도,삼척시,8006,서양음식,9.414705461857391,8.872373141978471,16.344561016013255,15.546058015822497,-0.5423323198789198,-0.7985030001907578
강원특별자치도,삼척시,8021,스넥,3.6742901153432856,3.8327484918976458,3.7490796981409904,3.7855778848776938,0.15845837655436013,0.03649818673670335
강원특별자치도,삼척시,8301,제과점,1.9614354036092625,1.6681780546465323,3.2256580158291923,2.610712012367009,-0.29325734896273015,-0.6149460034621832
강원특별자치도,속초시,4004,대형할인점,7.238487117533074,7.16920518129933,4.220372265975893,4.669888079941477,-0.06928193623374401,0.4495158139655837
강원특별자치도,속초시,4010,편의점,11.425085524269754,12.467047419315882,30.28290751843573,32.65686972186696,1.0419618950461285,2.3739622034312298
강원특별자치도,속초시,4020,슈퍼마켓,9.517475658477071,8.974589326162066,9.219171071048068,8.65352555649002,-0.542886332315005,-0.5656455145580477
강원특별자치도,속초시,8001,일반한식,48.18669409822732,48.2210761024203,28.388675343123943,26.86603930389605,0.03438200419297743,-1.5226360392278941
강원특별자치도,속초시,8002,갈비전문점,0.020286596014449414,0.056258707581376306,0.008878397292611084,0.017666349833538198,0.035972111566926895,0.008787952540927114
강원특별자치도,속초시,8004,일식회집,7.9248821798521565,8.044700635929578,2.1177588836198793,2.2048102235912954,0.11981845607742159,0.08705133997141612
강원특별자치도,속초시,8005,중국음식,1.437668955288151,1.3296887901825118,1.297812780714032,1.1861336571334729,-0.10798016510563913,-0.1116791235805592
강원특별자치도,속초시,8006,서양음식,8.268414631228918,7.880146370822446,15.271365601955337,15.218689505192911,-0.38826826040647155,-0.05267609676242557
강원특별자치도,속초시,8021,스넥,4.063252075309203,4.077823563660213,5.824228623952871,5.466117931593903,0.014571488351010409,-0.3581106923589683
강원특별자치도,속초시,8301,제과점,1.9177531637999092,1.77946390262629,3.3688295138816353,3.06025967046037,-0.13828926117361928,-0.30856984342126514
강원특별자치도,양구군,4010,편의점,16.821277893559703,18.254533501342245,35.701312397468946,38.48527213999904,1.4332556077825416,2.7839597425300937
강원특별자치도,양구군,4020,슈퍼마켓,21.652772835866415,21.070508957431656,16.67740801499883,15.892108181073134,-0.5822638784347589,-0.7852998339256949
강원특별자치도,양구군,8001,일반한식,39.92273674579373,40.38897715444036,20.06972111553785,19.669286024200936,0.46624040864663385,-0.400435091336913
강원특별자치도,양구군,8004,일식회집,0.8742947186499264,1.2458226045033693,0.41598312631825635,0.7882177119992286,0.371527885853443,0.3722345856809723
강원특별자치도,양구군,8005,중국음식,4.009302089157729,3.8678573385196953,3.05249589875791,2.687653666297064,-0.14144475063803386,-0.364842232460846
강원특별자치도,양구군,8006,서양음식,9.76338128399329,9.001260066838327,16.504569955472228,16.0897652220026,-0.762121217154963,-0.41480473346962654
