SIDO_NM,CCG_NM,STRD_YYMM,AGE_CD,population_age,population_total
경기도,양평군,202605,2,8718.0,126746.0
경기도,양평군,202605,3,10410.0,126746.0
경기도,양평군,202605,4,15069.0,126746.0
경기도,양평군,202605,5,21109.0,126746.0
경기도,양평군,202605,6,56174.0,126746.0
경기도,양평군,202606,1,15289.0,126822.0
경기도,양평군,202606,2,8722.0,126822.0
경기도,양평군,202606,3,10454.0,126822.0
경기도,양평군,202606,4,15035.0,126822.0
경기도,양평군,202606,5,21074.0,126822.0
경기도,양평군,202606,6,56248.0,126822.0
경기도,여주시,202601,1,14166.0,113885.0
경기도,여주시,202601,2,9848.0,113885.0
경기도,여주시,202601,3,11323.0,113885.0
경기도,여주시,202601,4,14545.0,113885.0
경기도,여주시,202601,5,19980.0,113885.0
경기도,여주시,202601,6,44023.0,113885.0
경기도,여주시,202602,1,14072.0,113735.0
경기도,여주시,202602,2,9766.0,113735.0
경기도,여주시,202602,3,11281.0,113735.0
경기도,여주시,202602,4,14512.0,113735.0
경기도,여주시,202602,5,19940.0,113735.0
경기도,여주시,202602,6,44164.0,113735.0
경기도,여주시,202603,1,13997.0,113621.0
경기도,여주시,202603,2,9674.0,113621.0
경기도,여주시,202603,3,11277.0,113621.0
경기도,여주시,202603,4,14449.0,113621.0
경기도,여주시,202603,5,19858.0,113621.0
경기도,여주시,202603,6,44366.0,113621.0
경기도,여주시,202604,1,13972.0,113605.0
경기도,여주시,202604,2,9624.0,113605.0
경기도,여주시,202604,3,11263.0,113605.0
경기도,여주시,202604,4,14400.0,113605.0
경기도,여주시,202604,5,19854.0,113605.0
경기도,여주시,202604,6,44492.0,113605.0
경기도,여주시,202605,1,13927.0,113541.0
경기도,여주시,202605,2,9585.0,113541.0
경기도,여주시,202605,3,11262.0,113541.0
경기도,여주시,202605,4,14358.0,113541.0
경기도,여주시,202605,5,19830.0,113541.0
경기도,여주시,202605,6,44579.0,113541.0
경기도,여주시,202606,1,13875.0,113506.0
경기도,여주시,202606,2,9541.0,113506.0
경기도,여주시,202606,3,11269.0,113506.0
경기도,여주시,202606,4,14311.0,113506.0
경기도,여주시,202606,5,19859.0,113506.0
경기도,여주시,202606,6,44651.0,113506.0
경기도,연천군,202601,1,4620.0,42475.0
경기도,연천군,202601,2,4273.0,42475.0
경기도,연천군,202601,3,4162.0,42475.0
경기도,연천군,202601,4,4203.0,42475.0
경기도,연천군,202601,5,6482.0,42475.0
경기도,연천군,202601,6,18735.0,42475.0
경기도,연천군,202602,1,4635.0,42578.0
경기도,연천군,202602,2,4271.0,42578.0
경기도,연천군,202602,3,4175.0,42578.0
경기도,연천군,202602,4,4210.0,42578.0
경기도,연천군,202602,5,6469.0,42578.0
경기도,연천군,202602,6,18818.0,42578.0
경기도,연천군,202603,1,4624.0,42684.0
경기도,연천군,202603,2,4296.0,42684.0
경기도,연천군,202603,3,4172.0,42684.0
경기도,연천군,202603,4,4226.0,42684.0
경기도,연천군,202603,5,6459.0,42684.0
경기도,연천군,202603,6,18907.0,42684.0
경기도,연천군,202604,1,4633.0,42814.0
경기도,연천군,202604,2,4295.0,42814.0
경기도,연천군,202604,3,4195.0,42814.0
경기도,연천군,202604,4,4231.0,42814.0
경기도,연천군,202604,5,6474.0,42814.0
경기도,연천군,202604,6,18986.0,42814.0
경기도,연천군,202605,1,4615.0,42868.0
경기도,연천군,202605,2,4302.0,42868.0
경기도,연천군,202605,3,4198.0,42868.0
경기도,연천군,202605,4,4233.0,42868.0
경기도,연천군,202605,5,6460.0,42868.0
경기도,연천군,202605,6,19060.0,42868.0
경기도,연천군,202606,1,4598.0,42977.0
경기도,연천군,202606,2,4372.0,42977.0
경기도,연천군,202606,3,4201.0,42977.0
경기도,연천군,202606,4,4220.0,42977.0
경기도,연천군,202606,5,6457.0,42977.0
경기도,연천군,202606,6,19129.0,42977.0
경기도,오산시,202601,1,45058.0,250128.0
경기도,오산시,202601,2,28664.0,250128.0
경기도,오산시,202601,3,40390.0,250128.0
경기도,오산시,202601,4,46587.0,250128.0
경기도,오산시,202601,5,41162.0,250128.0
경기도,오산시,202601,6,48267.0,250128.0
경기도,오산시,202602,1,44988.0,250518.0
경기도,오산시,202602,2,28636.0,250518.0
경기도,오산시,202602,3,40314.0,250518.0
경기도,오산시,202602,4,46622.0,250518.0
경기도,오산시,202602,5,41362.0,250518.0
경기도,오산시,202602,6,48596.0,250518.0
경기도,오산시,202603,1,44900.0,250783.0
경기도,오산시,202603,2,28573.0,250783.0
경기도,오산시,202603,3,40359.0,250783.0
경기도,오산시,202603,4,46593.0,250783.0
경기도,오산시,202603,5,41415.0,250783.0
경기도,오산시,202603,6,48943.0,250783.0
경기도,오산시,202604,1,44967.0,251395.0
경기도,오산시,202604,2,28590.0,251395.0
경기도,오산시,202604,3,40462.0,251395.0
경기도,오산시,202604,4,46598.0,251395.0
경기도,오산시,202604,5,41631.0,251395.0
경기도,오산시,202604,6,49147.0,251395.0
경기도,오산시,202605,1,45137.0,252414.0
경기도,오산시,202605,2,28583.0,252414.0
경기도,오산시,202605,3,40816.0,252414.0
경기도,오산시,202605,4,46692.0,252414.0
경기도,오산시,202605,5,41795.0,252414.0
경기도,오산시,202605,6,49391.0,252414.0
경기도,오산시,202606,1,45310.0,253590.0
경기도,오산시,202606,2,28600.0,253590.0
경기도,오산시,202606,3,41180.0,253590.0
경기도,오산시,202606,4,46903.0,253590.0
경기도,오산시,202606,5,41985.0,253590.0
경기도,오산시,202606,6,49612.0,253590.0
경기도,용인시 기흥구,202601,1,75666.0,434484.0
경기도,용인시 기흥구,202601,2,53020.0,434484.0
경기도,용인시 기흥구,202601,3,52248.0,434484.0
경기도,용인시 기흥구,202601,4,70504.0,434484.0
경기도,용인시 기흥구,202601,5,80061.0,434484.0
경기도,용인시 기흥구,202601,6,102985.0,434484.0
경기도,용인시 기흥구,202602,1,75350.0,434349.0
경기도,용인시 기흥구,202602,2,52954.0,434349.0
경기도,용인시 기흥구,202602,3,52119.0,434349.0
경기도,용인시 기흥구,202602,4,70279.0,434349.0
경기도,용인시 기흥구,202602,5,80219.0,434349.0
경기도,용인시 기흥구,202602,6,103428.0,434349.0
경기도,용인시 기흥구,202603,1,75103.0,434263.0
경기도,용인시 기흥구,202603,2,52747.0,434263.0
경기도,용인시 기흥구,202603,3,52364.0,434263.0
경기도,용인시 기흥구,202603,4,69965.0,434263.0
경기도,용인시 기흥구,202603,5,80167.0,434263.0
경기도,용인시 기흥구,202603,6,103917.0,434263.0
경기도,용인시 기흥구,202604,1,74883.0,434289.0
경기도,용인시 기흥구,202604,2,52594.0,434289.0
경기도,용인시 기흥구,202604,3,52512.0,434289.0
경기도,용인시 기흥구,202604,4,69771.0,434289.0
경기도,용인시 기흥구,202604,5,80271.0,434289.0
경기도,용인시 기흥구,202604,6,104258.0,434289.0
경기도,용인시 기흥구,202605,1,74691.0,434363.0
경기도,용인시 기흥구,202605,2,52467.0,434363.0
경기도,용인시 기흥구,202605,3,52680.0,434363.0
경기도,용인시 기흥구,202605,4,69586.0,434363.0
경기도,용인시 기흥구,202605,5,80348.0,434363.0
경기도,용인시 기흥구,202605,6,104591.0,434363.0
경기도,용인시 기흥구,202606,1,74576.0,434590.0
경기도,용인시 기흥구,202606,2,52410.0,434590.0
경기도,용인시 기흥구,202606,3,52866.0,434590.0
경기도,용인시 기흥구,202606,4,69484.0,434590.0
경기도,용인시 기흥구,202606,5,80408.0,434590.0
경기도,용인시 기흥구,202606,6,104846.0,434590.0
경기도,용인시 수지구,202601,1,73498.0,373960.0
경기도,용인시 수지구,202601,2,41849.0,373960.0
경기도,용인시 수지구,202601,3,48169.0,373960.0
경기도,용인시 수지구,202601,4,65784.0,373960.0
경기도,용인시 수지구,202601,5,63276.0,373960.0
경기도,용인시 수지구,202601,6,81384.0,373960.0
경기도,용인시 수지구,202602,1,73336.0,373308.0
경기도,용인시 수지구,202602,2,41592.0,373308.0
경기도,용인시 수지구,202602,3,48013.0,373308.0
경기도,용인시 수지구,202602,4,65600.0,373308.0
경기도,용인시 수지구,202602,5,63302.0,373308.0
경기도,용인시 수지구,202602,6,81465.0,373308.0
경기도,용인시 수지구,202603,1,73023.0,372025.0
경기도,용인시 수지구,202603,2,41280.0,372025.0
경기도,용인시 수지구,202603,3,48000.0,372025.0
경기도,용인시 수지구,202603,4,65181.0,372025.0
경기도,용인시 수지구,202603,5,63081.0,372025.0
경기도,용인시 수지구,202603,6,81460.0,372025.0
경기도,용인시 수지구,202604,1,72841.0,370941.0
경기도,용인시 수지구,202604,2,41033.0,370941.0
경기도,용인시 수지구,202604,3,48031.0,370941.0
경기도,용인시 수지구,202604,4,64875.0,370941.0
경기도,용인시 수지구,202604,5,62924.0,370941.0
경기도,용인시 수지구,202604,6,81237.0,370941.0
경기도,용인시 수지구,202605,1,72606.0,369798.0
경기도,용인시 수지구,202605,2,40764.0,369798.0
경기도,용인시 수지구,202605,3,47840.0,369798.0
경기도,용인시 수지구,202605,4,64698.0,369798.0
경기도,용인시 수지구,202605,5,62742.0,369798.0
경기도,용인시 수지구,202605,6,81148.0,369798.0
경기도,용인시 수지구,202606,1,72505.0,369230.0
경기도,용인시 수지구,202606,2,40547.0,369230.0
경기도,용인시 수지구,202606,3,47753.0,369230.0
경기도,용인시 수지구,202606,4,64589.0,369230.0
경기도,용인시 수지구,202606,5,62646.0,369230.0
경기도,용인시 수지구,202606,6,81190.0,369230.0
경기도,용인시 처인구,202601,1,43818.0,282534.0
경기도,용인시 처인구,202601,2,32018.0,282534.0
경기도,용인시 처인구,202601,3,37369.0,282534.0
경기도,용인시 처인구,202601,4,44306.0,282534.0
경기도,용인시 처인구,202601,5,49415.0,282534.0
경기도,용인시 처인구,202601,6,75608.0,282534.0
경기도,용인시 처인구,202602,1,43763.0,283119.0
경기도,용인시 처인구,202602,2,31953.0,283119.0
경기도,용인시 처인구,202602,3,37395.0,283119.0
경기도,용인시 처인구,202602,4,44247.0,283119.0
경기도,용인시 처인구,202602,5,49637.0,283119.0
경기도,용인시 처인구,202602,6,76124.0,283119.0
경기도,용인시 처인구,202603,1,43735.0,284132.0
경기도,용인시 처인구,202603,2,32041.0,284132.0
경기도,용인시 처인구,202603,3,37661.0,284132.0
경기도,용인시 처인구,202603,4,44203.0,284132.0
경기도,용인시 처인구,202603,5,49747.0,284132.0
경기도,용인시 처인구,202603,6,76745.0,284132.0
경기도,용인시 처인구,202604,1,44130.0,285039.0
경기도,용인시 처인구,202604,2,32053.0,285039.0
경기도,용인시 처인구,202604,3,37745.0,285039.0
경기도,용인시 처인구,202604,4,44200.0,285039.0
경기도,용인시 처인구,202604,5,49795.0,285039.0
경기도,용인시 처인구,202604,6,77116.0,285039.0
경기도,용인시 처인구,202605,1,44408.0,285532.0
경기도,용인시 처인구,202605,2,31939.0,285532.0
경기도,용인시 처인구,202605,3,37753.0,285532.0
경기도,용인시 처인구,202605,4,44146.0,285532.0
경기도,용인시 처인구,202605,5,49839.0,285532.0
경기도,용인시 처인구,202605,6,77447.0,285532.0
경기도,용인시 처인구,202606,1,44919.0,286391.0
경기도,용인시 처인구,202606,2,32014.0,286391.0
경기도,용인시 처인구,202606,3,37737.0,286391.0
경기도,용인시 처인구,202606,4,44166.0,286391.0
경기도,용인시 처인구,202606,5,49842.0,286391.0
경기도,용인시 처인구,202606,6,77713.0,286391.0
경기도,의왕시,202601,1,24394.0,160842.0
경기도,의왕시,202601,2,17588.0,160842.0
경기도,의왕시,202601,3,24365.0,160842.0
경기도,의왕시,202601,4,22345.0,160842.0
경기도,의왕시,202601,5,26896.0,160842.0
경기도,의왕시,202601,6,45254.0,160842.0
경기도,의왕시,202602,1,24454.0,161183.0
경기도,의왕시,202602,2,17467.0,161183.0
경기도,의왕시,202602,3,24429.0,161183.0
경기도,의왕시,202602,4,22368.0,161183.0
경기도,의왕시,202602,5,26847.0,161183.0
경기도,의왕시,202602,6,45618.0,161183.0
경기도,의왕시,202603,1,24725.0,162209.0
경기도,의왕시,202603,2,17433.0,162209.0
경기도,의왕시,202603,3,24778.0,162209.0
경기도,의왕시,202603,4,22447.0,162209.0
경기도,의왕시,202603,5,26871.0,162209.0
경기도,의왕시,202603,6,45955.0,162209.0
경기도,의왕시,202604,1,24889.0,162972.0
경기도,의왕시,202604,2,17396.0,162972.0
경기도,의왕시,202604,3,24992.0,162972.0
경기도,의왕시,202604,4,22494.0,162972.0
경기도,의왕시,202604,5,26948.0,162972.0
경기도,의왕시,202604,6,46253.0,162972.0
경기도,의왕시,202605,1,24830.0,163071.0
경기도,의왕시,202605,2,17335.0,163071.0
경기도,의왕시,202605,3,25015.0,163071.0
경기도,의왕시,202605,4,22502.0,163071.0
경기도,의왕시,202605,5,26918.0,163071.0
경기도,의왕시,202605,6,46471.0,163071.0
경기도,의왕시,202606,1,24953.0,164221.0
경기도,의왕시,202606,2,17392.0,164221.0
경기도,의왕시,202606,3,25381.0,164221.0
경기도,의왕시,202606,4,22671.0,164221.0
경기도,의왕시,202606,5,27067.0,164221.0
경기도,의왕시,202606,6,46757.0,164221.0
경기도,의정부시,202601,1,66438.0,461541.0
경기도,의정부시,202601,2,53420.0,461541.0
경기도,의정부시,202601,3,60719.0,461541.0
경기도,의정부시,202601,4,67626.0,461541.0
경기도,의정부시,202601,5,81847.0,461541.0
경기도,의정부시,202601,6,131491.0,461541.0
경기도,의정부시,202602,1,66295.0,461581.0
경기도,의정부시,202602,2,53210.0,461581.0
경기도,의정부시,202602,3,60578.0,461581.0
경기도,의정부시,202602,4,67587.0,461581.0
경기도,의정부시,202602,5,81873.0,461581.0
경기도,의정부시,202602,6,132038.0,461581.0
경기도,의정부시,202603,1,66062.0,461460.0
경기도,의정부시,202603,2,52922.0,461460.0
경기도,의정부시,202603,3,60671.0,461460.0
경기도,의정부시,202603,4,67452.0,461460.0
경기도,의정부시,202603,5,81725.0,461460.0
경기도,의정부시,202603,6,132628.0,461460.0
경기도,의정부시,202604,1,65978.0,461741.0
경기도,의정부시,202604,2,52710.0,461741.0
경기도,의정부시,202604,3,60798.0,461741.0
경기도,의정부시,202604,4,67395.0,461741.0
경기도,의정부시,202604,5,81757.0,461741.0
경기도,의정부시,202604,6,133103.0,461741.0
경기도,의정부시,202605,1,65835.0,461816.0
경기도,의정부시,202605,2,52467.0,461816.0
경기도,의정부시,202605,3,60905.0,461816.0
경기도,의정부시,202605,4,67362.0,461816.0
경기도,의정부시,202605,5,81682.0,461816.0
경기도,의정부시,202605,6,133565.0,461816.0
경기도,의정부시,202606,1,65750.0,461917.0
경기도,의정부시,202606,2,52281.0,461917.0
경기도,의정부시,202606,3,60921.0,461917.0
경기도,의정부시,202606,4,67438.0,461917.0
경기도,의정부시,202606,5,81564.0,461917.0
경기도,의정부시,202606,6,133963.0,461917.0
경기도,이천시,202601,1,34905.0,222879.0
경기도,이천시,202601,2,26508.0,222879.0
경기도,이천시,202601,3,31212.0,222879.0
경기도,이천시,202601,4,33495.0,222879.0
경기도,이천시,202601,5,36913.0,222879.0
경기도,이천시,202601,6,59846.0,222879.0
경기도,이천시,202602,1,34729.0,222906.0
경기도,이천시,202602,2,26444.0,222906.0
경기도,이천시,202602,3,31125.0,222906.0
경기도,이천시,202602,4,33536.0,222906.0
경기도,이천시,202602,5,36928.0,222906.0
경기도,이천시,202602,6,60144.0,222906.0
경기도,이천시,202603,1,34691.0,223229.0
경기도,이천시,202603,2,26354.0,223229.0
경기도,이천시,202603,3,31280.0,223229.0
경기도,이천시,202603,4,33427.0,223229.0
경기도,이천시,202603,5,36945.0,223229.0
경기도,이천시,202603,6,60532.0,223229.0
경기도,이천시,202604,1,34800.0,223506.0
경기도,이천시,202604,2,26247.0,223506.0
경기도,이천시,202604,3,31364.0,223506.0
경기도,이천시,202604,4,33360.0,223506.0
경기도,이천시,202604,5,36992.0,223506.0
경기도,이천시,202604,6,60743.0,223506.0
경기도,이천시,202605,1,34752.0,223635.0
경기도,이천시,202605,2,26119.0,223635.0
경기도,이천시,202605,3,31471.0,223635.0
경기도,이천시,202605,4,33311.0,223635.0
경기도,이천시,202605,5,37049.0,223635.0
경기도,이천시,202605,6,60933.0,223635.0
경기도,이천시,202606,1,35504.0,224740.0
경기도,이천시,202606,2,26207.0,224740.0
경기도,이천시,202606,3,31571.0,224740.0
경기도,이천시,202606,4,33308.0,224740.0
경기도,이천시,202606,5,37081.0,224740.0
경기도,이천시,202606,6,61069.0,224740.0
경기도,파주시,202601,1,93875.0,527182.0
경기도,파주시,202601,2,54636.0,527182.0
경기도,파주시,202601,3,73318.0,527182.0
경기도,파주시,202601,4,87709.0,527182.0
경기도,파주시,202601,5,89084.0,527182.0
경기도,파주시,202601,6,128560.0,527182.0
경기도,파주시,202602,1,93963.0,528614.0
경기도,파주시,202602,2,54608.0,528614.0
경기도,파주시,202602,3,73360.0,528614.0
경기도,파주시,202602,4,88029.0,528614.0
경기도,파주시,202602,5,89359.0,528614.0
경기도,파주시,202602,6,129295.0,528614.0
경기도,파주시,202603,1,94054.0,530201.0
경기도,파주시,202603,2,54521.0,530201.0
경기도,파주시,202603,3,73767.0,530201.0
경기도,파주시,202603,4,88086.0,530201.0
경기도,파주시,202603,5,89485.0,530201.0
경기도,파주시,202603,6,130288.0,530201.0
경기도,파주시,202604,1,94103.0,531373.0
경기도,파주시,202604,2,54498.0,531373.0
경기도,파주시,202604,3,73972.0,531373.0
경기도,파주시,202604,4,88159.0,531373.0
경기도,파주시,202604,5,89732.0,531373.0
경기도,파주시,202604,6,130909.0,531373.0
경기도,파주시,202605,1,94055.0,532124.0
경기도,파주시,202605,2,54382.0,532124.0
경기도,파주시,202605,3,74120.0,532124.0
경기도,파주시,202605,4,88196.0,532124.0
경기도,파주시,202605,5,89971.0,532124.0
경기도,파주시,202605,6,131400.0,532124.0
경기도,파주시,202606,1,94097.0,533387.0
경기도,파주시,202606,2,54474.0,533387.0
경기도,파주시,202606,3,74380.0,533387.0
경기도,파주시,202606,4,88367.0,533387.0
경기도,파주시,202606,5,90131.0,533387.0
경기도,파주시,202606,6,131938.0,533387.0
경기도,평택시,202601,1,105403.0,612095.0
경기도,평택시,202601,2,72262.0,612095.0
경기도,평택시,202601,3,99674.0,612095.0
경기도,평택시,202601,4,101074.0,612095.0
경기도,평택시,202601,5,101813.0,612095.0
경기도,평택시,202601,6,131869.0,612095.0
경기도,평택시,202602,1,105444.0,613456.0
경기도,평택시,202602,2,72081.0,613456.0
경기도,평택시,202602,3,99855.0,613456.0
경기도,평택시,202602,4,101318.0,613456.0
경기도,평택시,202602,5,102118.0,613456.0
경기도,평택시,202602,6,132640.0,613456.0
경기도,평택시,202603,1,105420.0,615107.0
경기도,평택시,202603,2,72049.0,615107.0
경기도,평택시,202603,3,100493.0,615107.0
경기도,평택시,202603,4,101310.0,615107.0
경기도,평택시,202603,5,102256.0,615107.0
경기도,평택시,202603,6,133579.0,615107.0
경기도,평택시,202604,1,105441.0,616517.0
경기도,평택시,202604,2,72059.0,616517.0
경기도,평택시,202604,3,100847.0,616517.0
경기도,평택시,202604,4,101389.0,616517.0
경기도,평택시,202604,5,102596.0,616517.0
경기도,평택시,202604,6,134185.0,616517.0
경기도,평택시,202605,1,105525.0,618234.0
경기도,평택시,202605,2,72100.0,618234.0
경기도,평택시,202605,3,101357.0,618234.0
경기도,평택시,202605,4,101637.0,618234.0
경기도,평택시,202605,5,102884.0,618234.0
경기도,평택시,202605,6,134731.0,618234.0
경기도,평택시,202606,1,105627.0,619670.0
경기도,평택시,202606,2,72154.0,619670.0
경기도,평택시,202606,3,101733.0,619670.0
경기도,평택시,202606,4,101939.0,619670.0
경기도,평택시,202606,5,102985.0,619670.0
경기도,평택시,202606,6,135232.0,619670.0
경기도,포천시,202601,1,15437.0,140461.0
경기도,포천시,202601,2,13977.0,140461.0
경기도,포천시,202601,3,13834.0,140461.0
경기도,포천시,202601,4,15552.0,140461.0
경기도,포천시,202601,5,26076.0,140461.0
경기도,포천시,202601,6,55585.0,140461.0
경기도,포천시,202602,1,15380.0,140355.0
경기도,포천시,202602,2,13895.0,140355.0
경기도,포천시,202602,3,13824.0,140355.0
경기도,포천시,202602,4,15465.0,140355.0
경기도,포천시,202602,5,26021.0,140355.0
경기도,포천시,202602,6,55770.0,140355.0
경기도,포천시,202603,1,15291.0,140428.0
경기도,포천시,202603,2,13855.0,140428.0
경기도,포천시,202603,3,13909.0,140428.0
경기도,포천시,202603,4,15373.0,140428.0
경기도,포천시,202603,5,25887.0,140428.0
경기도,포천시,202603,6,56113.0,140428.0
경기도,포천시,202604,1,15257.0,140435.0
경기도,포천시,202604,2,13764.0,140435.0
경기도,포천시,202604,3,13970.0,140435.0
경기도,포천시,202604,4,15315.0,140435.0
경기도,포천시,202604,5,25806.0,140435.0
경기도,포천시,202604,6,56323.0,140435.0
경기도,포천시,202605,1,15195.0,140464.0
경기도,포천시,202605,2,13739.0,140464.0
경기도,포천시,202605,3,14008.0,140464.0
경기도,포천시,202605,4,15281.0,140464.0
경기도,포천시,202605,5,25763.0,140464.0
경기도,포천시,202605,6,56478.0,140464.0
경기도,포천시,202606,1,15161.0,140468.0
경기도,포천시,202606,2,13685.0,140468.0
경기도,포천시,202606,3,14019.0,140468.0
경기도,포천시,202606,4,15274.0,140468.0
경기도,포천시,202606,5,25705.0,140468.0
경기도,포천시,202606,6,56624.0,140468.0
경기도,하남시,202601,1,59999.0,328048.0
경기도,하남시,202601,2,33088.0,328048.0
경기도,하남시,202601,3,48995.0,328048.0
경기도,하남시,202601,4,59807.0,328048.0
경기도,하남시,202601,5,49752.0,328048.0
경기도,하남시,202601,6,76407.0,328048.0
경기도,하남시,202602,1,59773.0,327740.0
경기도,하남시,202602,2,32969.0,327740.0
경기도,하남시,202602,3,48767.0,327740.0
경기도,하남시,202602,4,59712.0,327740.0
경기도,하남시,202602,5,49869.0,327740.0
경기도,하남시,202602,6,76650.0,327740.0
경기도,하남시,202603,1,59748.0,327824.0
경기도,하남시,202603,2,32823.0,327824.0
경기도,하남시,202603,3,48870.0,327824.0
경기도,하남시,202603,4,59540.0,327824.0
경기도,하남시,202603,5,49865.0,327824.0
경기도,하남시,202603,6,76978.0,327824.0
경기도,하남시,202604,1,59642.0,327681.0
경기도,하남시,202604,2,32680.0,327681.0
경기도,하남시,202604,3,48752.0,327681.0
경기도,하남시,202604,4,59462.0,327681.0
경기도,하남시,202604,5,49950.0,327681.0
경기도,하남시,202604,6,77195.0,327681.0
경기도,하남시,202605,1,59543.0,327571.0
경기도,하남시,202605,2,32576.0,327571.0
경기도,하남시,202605,3,48644.0,327571.0
경기도,하남시,202605,4,59454.0,327571.0
경기도,하남시,202605,5,49943.0,327571.0
경기도,하남시,202605,6,77411.0,327571.0
경기도,하남시,202606,1,59475.0,327495.0
경기도,하남시,202606,2,32421.0,327495.0
경기도,하남시,202606,3,48648.0,327495.0
경기도,하남시,202606,4,59383.0,327495.0
경기도,하남시,202606,5,49974.0,327495.0
경기도,하남시,202606,6,77594.0,327495.0
경기도,화성시 동탄구,202601,1,,
경기도,화성시 동탄구,202601,2,,
경기도,화성시 동탄구,202601,3,,
경기도,화성시 동탄구,202601,4,,
경기도,화성시 동탄구,202601,5,,
경기도,화성시 동탄구,202601,6,,
경기도,화성시 동탄구,202602,1,105903.0,425467.0
경기도,화성시 동탄구,202602,2,46726.0,425467.0
경기도,화성시 동탄구,202602,3,77166.0,425467.0
경기도,화성시 동탄구,202602,4,89976.0,425467.0
경기도,화성시 동탄구,202602,5,59265.0,425467.0
경기도,화성시 동탄구,202602,6,46431.0,425467.0
경기도,화성시 동탄구,202603,1,106042.0,426960.0
경기도,화성시 동탄구,202603,2,46683.0,426960.0
경기도,화성시 동탄구,202603,3,77745.0,426960.0
경기도,화성시 동탄구,202603,4,89862.0,426960.0
경기도,화성시 동탄구,202603,5,59678.0,426960.0
경기도,화성시 동탄구,202603,6,46950.0,426960.0
경기도,화성시 동탄구,202604,1,106091.0,427848.0
경기도,화성시 동탄구,202604,2,46627.0,427848.0
경기도,화성시 동탄구,202604,3,78150.0,427848.0
경기도,화성시 동탄구,202604,4,89863.0,427848.0
경기도,화성시 동탄구,202604,5,59928.0,427848.0
경기도,화성시 동탄구,202604,6,47189.0,427848.0
경기도,화성시 동탄구,202605,1,106100.0,428440.0
경기도,화성시 동탄구,202605,2,46572.0,428440.0
경기도,화성시 동탄구,202605,3,78296.0,428440.0
경기도,화성시 동탄구,202605,4,89904.0,428440.0
경기도,화성시 동탄구,202605,5,60172.0,428440.0
경기도,화성시 동탄구,202605,6,47396.0,428440.0
경기도,화성시 동탄구,202606,1,106105.0,428989.0
경기도,화성시 동탄구,202606,2,46562.0,428989.0
경기도,화성시 동탄구,202606,3,78473.0,428989.0
경기도,화성시 동탄구,202606,4,89901.0,428989.0
경기도,화성시 동탄구,202606,5,60394.0,428989.0
경기도,화성시 동탄구,202606,6,47554.0,428989.0
경기도,화성시 만세구,202601,1,,
경기도,화성시 만세구,202601,2,,
경기도,화성시 만세구,202601,3,,
경기도,화성시 만세구,202601,4,,
경기도,화성시 만세구,202601,5,,
경기도,화성시 만세구,202601,6,,
경기도,화성시 만세구,202602,1,39188.0,234881.0
경기도,화성시 만세구,202602,2,23581.0,234881.0
경기도,화성시 만세구,202602,3,32012.0,234881.0
경기도,화성시 만세구,202602,4,39772.0,234881.0
경기도,화성시 만세구,202602,5,39811.0,234881.0
경기도,화성시 만세구,202602,6,60517.0,234881.0
경기도,화성시 만세구,202603,1,39066.0,234733.0
경기도,화성시 만세구,202603,2,23488.0,234733.0
경기도,화성시 만세구,202603,3,31943.0,234733.0
경기도,화성시 만세구,202603,4,39609.0,234733.0
경기도,화성시 만세구,202603,5,39738.0,234733.0
경기도,화성시 만세구,202603,6,60889.0,234733.0
경기도,화성시 만세구,202604,1,38994.0,234710.0
경기도,화성시 만세구,202604,2,23414.0,234710.0
경기도,화성시 만세구,202604,3,31918.0,234710.0
경기도,화성시 만세구,202604,4,39528.0,234710.0
경기도,화성시 만세구,202604,5,39734.0,234710.0
경기도,화성시 만세구,202604,6,61122.0,234710.0
경기도,화성시 만세구,202605,1,38909.0,234599.0
경기도,화성시 만세구,202605,2,23314.0,234599.0
경기도,화성시 만세구,202605,3,31839.0,234599.0
경기도,화성시 만세구,202605,4,39473.0,234599.0
경기도,화성시 만세구,202605,5,39724.0,234599.0
경기도,화성시 만세구,202605,6,61340.0,234599.0
경기도,화성시 만세구,202606,1,38804.0,234482.0
경기도,화성시 만세구,202606,2,23260.0,234482.0
경기도,화성시 만세구,202606,3,31695.0,234482.0
경기도,화성시 만세구,202606,4,39463.0,234482.0
경기도,화성시 만세구,202606,5,39755.0,234482.0
경기도,화성시 만세구,202606,6,61505.0,234482.0
경기도,화성시 병점구,202601,1,,
경기도,화성시 병점구,202601,2,,
경기도,화성시 병점구,202601,3,,
경기도,화성시 병점구,202601,4,,
경기도,화성시 병점구,202601,5,,
경기도,화성시 병점구,202601,6,,
경기도,화성시 병점구,202602,1,32709.0,173168.0
경기도,화성시 병점구,202602,2,21889.0,173168.0
경기도,화성시 병점구,202602,3,29077.0,173168.0
경기도,화성시 병점구,202602,4,30835.0,173168.0
경기도,화성시 병점구,202602,5,27588.0,173168.0
경기도,화성시 병점구,202602,6,31070.0,173168.0
경기도,화성시 병점구,202603,1,32865.0,174109.0
경기도,화성시 병점구,202603,2,21972.0,174109.0
경기도,화성시 병점구,202603,3,29402.0,174109.0
경기도,화성시 병점구,202603,4,30841.0,174109.0
경기도,화성시 병점구,202603,5,27678.0,174109.0
경기도,화성시 병점구,202603,6,31351.0,174109.0
경기도,화성시 병점구,202604,1,32876.0,174580.0
경기도,화성시 병점구,202604,2,22013.0,174580.0
경기도,화성시 병점구,202604,3,29521.0,174580.0
