BC업종,SEMAS소분류코드,SEMAS소분류명,매핑신뢰도,API관측업종명,전국점포수,시도코드,시도,시군구코드,시군구,점포수
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11170,용산구,27
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44131,천안시 동남구,34
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52111,전주시 완산구,55
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11530,구로구,38
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11470,양천구,47
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41830,양평군,15
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43113,청주시 흥덕구,60
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41593,화성시 효행구,16
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41196,부천시 오정구,29
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41410,군포시,38
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41135,성남시 분당구,35
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47190,구미시,76
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41250,동두천시,17
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,28,인천광역시,28245,계양구,41
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41570,김포시,60
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51110,춘천시,57
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11590,동작구,49
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44133,천안시 서북구,63
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43130,충주시,44
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41370,오산시,35
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41133,성남시 중원구,29
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,27,대구광역시,27170,서구,25
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12810,무안군,20
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41450,하남시,39
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47920,봉화군,3
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41597,화성시 동탄구,50
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,50,제주특별자치도,50130,서귀포시,25
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41480,파주시,82
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41360,남양주시,84
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47850,칠곡군,21
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,27,대구광역시,27230,북구,78
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41650,포천시,35
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11320,도봉구,36
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47210,영주시,23
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26440,강서구,22
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44180,보령시,22
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41287,고양시 일산서구,37
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,28,인천광역시,28155,영종구,22
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47113,포항시 북구,52
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26410,금정구,37
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12240,서구,43
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12330,광산구,70
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51210,속초시,22
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43800,단양군,6
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48123,창원시 성산구,32
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11350,노원구,47
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26530,사상구,38
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44760,부여군,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52740,장수군,3
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,27,대구광역시,27720,군위군,2
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12300,북구,64
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26710,기장군,29
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41595,화성시 병점구,19
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41500,이천시,53
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41111,수원시 장안구,42
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12130,여수시,37
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,30,대전광역시,30110,동구,36
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41194,부천시 소사구,29
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41281,고양시 덕양구,58
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,36,세종특별자치시,36110,세종특별자치시,53
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,27,대구광역시,27110,중구,18
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,31,울산광역시,31140,남구,53
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11710,송파구,72
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,31,울산광역시,31170,동구,19
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52130,군산시,48
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44270,당진시,31
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,27,대구광역시,27290,달서구,77
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,30,대전광역시,30170,서구,64
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51720,홍천군,14
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41285,고양시 일산동구,47
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26230,부산진구,62
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41670,여주시,23
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41630,양주시,39
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41800,연천군,11
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11200,성동구,43
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52770,순창군,2
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51730,횡성군,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,31,울산광역시,31110,중구,38
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11740,강동구,48
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26290,남구,29
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41820,가평군,14
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26350,해운대구,50
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48870,함양군,3
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48820,고성군,6
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44800,홍성군,18
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48125,창원시 마산합포구,40
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44710,금산군,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41550,안성시,32
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26260,동래구,48
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44825,태안군,11
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41117,수원시 영통구,39
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,28,인천광역시,28710,강화군,12
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52140,익산시,45
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51760,평창군,9
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,41,경기도,41465,용인시 수지구,23
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,27,대구광역시,27200,남구,24
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,50,제주특별자치도,50110,제주시,61
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52730,무주군,5
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43750,진천군,22
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48310,거제시,39
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51750,영월군,8
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12210,동구,14
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47170,안동시,22
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,28,인천광역시,28125,제물포구,13
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47130,경주시,53
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51170,동해시,17
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48129,창원시 진해구,35
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26380,사하구,53
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48270,밀양시,9
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,28,인천광역시,28720,옹진군,4
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26170,동구,19
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44150,공주시,14
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12790,해남군,10
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48170,진주시,60
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12150,순천시,39
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48330,양산시,55
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44230,논산시,20
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43111,청주시 상당구,26
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11260,중랑구,45
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51770,정선군,9
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26470,연제구,30
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26140,서구,14
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52113,전주시 덕진구,55
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,27,대구광역시,27710,달성군,31
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26500,수영구,26
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43114,청주시 청원구,39
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11215,광진구,49
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48127,창원시 마산회원구,33
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,11,서울특별시,11290,성북구,46
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44210,서산시,31
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51810,인제군,9
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43745,증평군,11
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51230,삼척시,15
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44770,서천군,9
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26200,영도구,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48240,사천시,24
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26320,북구,31
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47230,영천시,13
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44810,예산군,11
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12780,강진군,4
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47900,예천군,13
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43760,괴산군,5
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51800,양구군,9
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52790,고창군,11
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,30,대전광역시,30140,중구,30
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12190,광양시,23
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51820,고성군,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51830,양양군,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12110,목포시,33
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,31,울산광역시,31710,울주군,33
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51790,화천군,2
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43770,음성군,21
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47760,영양군,1
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48220,통영시,22
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43740,영동군,6
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,27,대구광역시,27260,수성구,37
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43730,옥천군,2
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12270,남구,27
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12830,영광군,9
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47770,영덕군,8
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12870,신안군,2
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,43,충청북도,43720,보은군,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52800,부안군,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47250,상주시,11
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47730,의성군,5
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47750,청송군,4
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,51,강원특별자치도,51190,태백시,4
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12840,장성군,3
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52180,정읍시,13
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47830,고령군,4
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12770,장흥군,4
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12800,영암군,9
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47280,문경시,12
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52190,남원시,14
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47840,성주군,5
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52720,진안군,1
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48850,하동군,3
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47930,울진군,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12740,고흥군,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12860,진도군,4
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12760,화순군,6
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48880,거창군,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12750,보성군,4
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12730,구례군,7
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12710,담양군,4
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12820,함평군,3
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12720,곡성군,2
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52710,완주군,12
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,12,전남광주통합특별시,12850,완도군,6
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48730,함안군,6
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48890,합천군,5
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,26,부산광역시,26110,중구,9
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48740,창녕군,8
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48720,의령군,4
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47820,청도군,4
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,48,경상남도,48860,산청군,5
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,47,경상북도,47940,울릉군,2
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,44,충청남도,44250,계룡시,5
일반한식,I20103,족발/보쌈,MEDIUM,족발/보쌈,7573,52,전북특별자치도,52750,임실군,1
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41192,부천시 원미구,10
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,12,전남광주통합특별시,12760,화순군,2
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11410,서대문구,6
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,12,전남광주통합특별시,12300,북구,13
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,44,충청남도,44230,논산시,4
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11140,중구,8
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,28,인천광역시,28245,계양구,5
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41171,안양시 만안구,6
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11680,강남구,13
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41570,김포시,12
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41271,안산시 상록구,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,27,대구광역시,27290,달서구,5
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,51,강원특별자치도,51780,철원군,1
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11215,광진구,10
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11500,강서구,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,48,경상남도,48170,진주시,6
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,51,강원특별자치도,51110,춘천시,11
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41135,성남시 분당구,6
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11710,송파구,9
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41463,용인시 기흥구,2
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,28,인천광역시,28200,남동구,18
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,31,울산광역시,31710,울주군,1
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,26,부산광역시,26500,수영구,2
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,44,충청남도,44150,공주시,3
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,30,대전광역시,30140,중구,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11590,동작구,4
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11230,동대문구,13
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,30,대전광역시,30230,대덕구,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,47,경상북도,47113,포항시 북구,8
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,43,충청북도,43750,진천군,3
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,12,전남광주통합특별시,12110,목포시,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11545,금천구,3
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,51,강원특별자치도,51150,강릉시,12
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11650,서초구,8
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,47,경상북도,47190,구미시,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,52,전북특별자치도,52190,남원시,1
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11380,은평구,10
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11740,강동구,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,52,전북특별자치도,52130,군산시,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,44,충청남도,44200,아산시,2
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41287,고양시 일산서구,9
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,28,인천광역시,28185,연수구,9
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,52,전북특별자치도,52111,전주시 완산구,6
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,26,부산광역시,26710,기장군,4
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11110,종로구,13
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41113,수원시 권선구,4
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11620,관악구,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11260,중랑구,9
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,52,전북특별자치도,52140,익산시,2
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,12,전남광주통합특별시,12750,보성군,1
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,51,강원특별자치도,51130,원주시,10
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41650,포천시,5
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41115,수원시 팔달구,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11350,노원구,2
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41500,이천시,6
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41273,안산시 단원구,2
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,31,울산광역시,31140,남구,2
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,31,울산광역시,31170,동구,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,12,전남광주통합특별시,12150,순천시,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,11,서울특별시,11560,영등포구,10
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,28,인천광역시,28275,서해구,5
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41117,수원시 영통구,4
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,26,부산광역시,26200,영도구,3
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,12,전남광주통합특별시,12330,광산구,17
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41220,평택시,11
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,12,전남광주통합특별시,12850,완도군,1
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,43,충청북도,43150,제천시,1
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,44,충청남도,44131,천안시 동남구,7
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,47,경상북도,47900,예천군,5
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,26,부산광역시,26260,동래구,12
일반한식,I20104,전/부침개,MEDIUM,전/부침개,914,41,경기도,41150,의정부시,9
