BC업종,시도코드,시도,시군구코드,시군구,점포수
슈퍼마켓,26,부산광역시,26350,해운대구,344
슈퍼마켓,26,부산광역시,26380,사하구,299
슈퍼마켓,26,부산광역시,26410,금정구,257
슈퍼마켓,26,부산광역시,26440,강서구,216
슈퍼마켓,26,부산광역시,26470,연제구,192
슈퍼마켓,26,부산광역시,26500,수영구,166
슈퍼마켓,26,부산광역시,26530,사상구,292
슈퍼마켓,26,부산광역시,26710,기장군,218
슈퍼마켓,27,대구광역시,27110,중구,187
슈퍼마켓,27,대구광역시,27140,동구,281
슈퍼마켓,27,대구광역시,27170,서구,249
슈퍼마켓,27,대구광역시,27200,남구,175
슈퍼마켓,27,대구광역시,27230,북구,401
슈퍼마켓,27,대구광역시,27260,수성구,309
슈퍼마켓,27,대구광역시,27290,달서구,491
슈퍼마켓,27,대구광역시,27710,달성군,270
슈퍼마켓,27,대구광역시,27720,군위군,58
슈퍼마켓,28,인천광역시,28125,제물포구,230
슈퍼마켓,28,인천광역시,28155,영종구,150
슈퍼마켓,28,인천광역시,28177,미추홀구,457
슈퍼마켓,28,인천광역시,28185,연수구,302
슈퍼마켓,28,인천광역시,28200,남동구,526
슈퍼마켓,28,인천광역시,28237,부평구,501
슈퍼마켓,28,인천광역시,28245,계양구,282
슈퍼마켓,28,인천광역시,28275,서해구,393
슈퍼마켓,28,인천광역시,28290,검단구,173
슈퍼마켓,28,인천광역시,28710,강화군,147
슈퍼마켓,28,인천광역시,28720,옹진군,95
슈퍼마켓,30,대전광역시,30110,동구,330
슈퍼마켓,30,대전광역시,30140,중구,318
슈퍼마켓,30,대전광역시,30170,서구,452
슈퍼마켓,30,대전광역시,30200,유성구,349
슈퍼마켓,30,대전광역시,30230,대덕구,239
슈퍼마켓,31,울산광역시,31110,중구,242
슈퍼마켓,31,울산광역시,31140,남구,337
슈퍼마켓,31,울산광역시,31170,동구,191
슈퍼마켓,31,울산광역시,31200,북구,205
슈퍼마켓,31,울산광역시,31710,울주군,338
슈퍼마켓,36,세종특별자치시,36110,세종특별자치시,357
슈퍼마켓,41,경기도,41111,수원시 장안구,249
슈퍼마켓,41,경기도,41113,수원시 권선구,330
슈퍼마켓,41,경기도,41115,수원시 팔달구,280
슈퍼마켓,41,경기도,41117,수원시 영통구,243
슈퍼마켓,41,경기도,41131,성남시 수정구,240
슈퍼마켓,41,경기도,41133,성남시 중원구,207
슈퍼마켓,41,경기도,41135,성남시 분당구,240
슈퍼마켓,41,경기도,41150,의정부시,431
슈퍼마켓,41,경기도,41171,안양시 만안구,247
슈퍼마켓,41,경기도,41173,안양시 동안구,263
슈퍼마켓,41,경기도,41192,부천시 원미구,406
슈퍼마켓,41,경기도,41194,부천시 소사구,233
슈퍼마켓,41,경기도,41196,부천시 오정구,178
슈퍼마켓,41,경기도,41210,광명시,211
슈퍼마켓,41,경기도,41220,평택시,706
슈퍼마켓,41,경기도,41250,동두천시,152
슈퍼마켓,41,경기도,41271,안산시 상록구,370
슈퍼마켓,41,경기도,41273,안산시 단원구,480
슈퍼마켓,41,경기도,41281,고양시 덕양구,412
슈퍼마켓,41,경기도,41285,고양시 일산동구,256
슈퍼마켓,41,경기도,41287,고양시 일산서구,215
슈퍼마켓,41,경기도,41290,과천시,56
슈퍼마켓,41,경기도,41310,구리시,189
슈퍼마켓,41,경기도,41360,남양주시,755
슈퍼마켓,41,경기도,41370,오산시,263
슈퍼마켓,41,경기도,41390,시흥시,634
슈퍼마켓,41,경기도,41410,군포시,224
슈퍼마켓,41,경기도,41430,의왕시,97
슈퍼마켓,41,경기도,41450,하남시,304
슈퍼마켓,41,경기도,41461,용인시 처인구,343
슈퍼마켓,41,경기도,41463,용인시 기흥구,305
슈퍼마켓,41,경기도,41465,용인시 수지구,167
슈퍼마켓,41,경기도,41480,파주시,539
슈퍼마켓,41,경기도,41500,이천시,259
슈퍼마켓,41,경기도,41550,안성시,285
슈퍼마켓,41,경기도,41570,김포시,510
슈퍼마켓,41,경기도,41591,화성시 만세구,435
슈퍼마켓,41,경기도,41593,화성시 효행구,162
슈퍼마켓,41,경기도,41595,화성시 병점구,129
슈퍼마켓,41,경기도,41597,화성시 동탄구,226
슈퍼마켓,41,경기도,41610,광주시,368
슈퍼마켓,41,경기도,41630,양주시,352
슈퍼마켓,41,경기도,41650,포천시,391
슈퍼마켓,41,경기도,41670,여주시,187
슈퍼마켓,41,경기도,41800,연천군,126
슈퍼마켓,41,경기도,41820,가평군,274
슈퍼마켓,41,경기도,41830,양평군,232
슈퍼마켓,43,충청북도,43111,청주시 상당구,288
슈퍼마켓,43,충청북도,43112,청주시 서원구,199
슈퍼마켓,43,충청북도,43113,청주시 흥덕구,321
슈퍼마켓,43,충청북도,43114,청주시 청원구,231
슈퍼마켓,43,충청북도,43130,충주시,374
슈퍼마켓,43,충청북도,43150,제천시,312
슈퍼마켓,43,충청북도,43720,보은군,99
슈퍼마켓,43,충청북도,43730,옥천군,130
슈퍼마켓,43,충청북도,43740,영동군,112
슈퍼마켓,43,충청북도,43745,증평군,62
슈퍼마켓,43,충청북도,43750,진천군,129
슈퍼마켓,43,충청북도,43760,괴산군,124
슈퍼마켓,43,충청북도,43770,음성군,160
슈퍼마켓,43,충청북도,43800,단양군,112
슈퍼마켓,44,충청남도,44131,천안시 동남구,380
슈퍼마켓,44,충청남도,44133,천안시 서북구,396
슈퍼마켓,44,충청남도,44150,공주시,228
슈퍼마켓,44,충청남도,44180,보령시,277
슈퍼마켓,44,충청남도,44200,아산시,481
슈퍼마켓,44,충청남도,44210,서산시,281
슈퍼마켓,44,충청남도,44230,논산시,263
슈퍼마켓,44,충청남도,44250,계룡시,34
슈퍼마켓,44,충청남도,44270,당진시,262
슈퍼마켓,44,충청남도,44710,금산군,121
슈퍼마켓,44,충청남도,44760,부여군,109
슈퍼마켓,44,충청남도,44770,서천군,130
슈퍼마켓,44,충청남도,44790,청양군,65
슈퍼마켓,44,충청남도,44800,홍성군,192
슈퍼마켓,44,충청남도,44810,예산군,164
슈퍼마켓,44,충청남도,44825,태안군,290
슈퍼마켓,47,경상북도,47111,포항시 남구,376
슈퍼마켓,47,경상북도,47113,포항시 북구,358
슈퍼마켓,47,경상북도,47130,경주시,589
슈퍼마켓,47,경상북도,47150,김천시,248
슈퍼마켓,47,경상북도,47170,안동시,270
슈퍼마켓,47,경상북도,47190,구미시,499
슈퍼마켓,47,경상북도,47210,영주시,206
슈퍼마켓,47,경상북도,47230,영천시,183
슈퍼마켓,47,경상북도,47250,상주시,179
슈퍼마켓,47,경상북도,47280,문경시,180
슈퍼마켓,47,경상북도,47290,경산시,329
슈퍼마켓,47,경상북도,47730,의성군,106
슈퍼마켓,47,경상북도,47750,청송군,64
슈퍼마켓,47,경상북도,47760,영양군,33
슈퍼마켓,47,경상북도,47770,영덕군,119
슈퍼마켓,47,경상북도,47820,청도군,104
슈퍼마켓,47,경상북도,47830,고령군,78
슈퍼마켓,47,경상북도,47840,성주군,114
슈퍼마켓,47,경상북도,47850,칠곡군,204
슈퍼마켓,47,경상북도,47900,예천군,101
슈퍼마켓,47,경상북도,47920,봉화군,67
슈퍼마켓,47,경상북도,47930,울진군,108
슈퍼마켓,47,경상북도,47940,울릉군,42
슈퍼마켓,48,경상남도,48121,창원시 의창구,241
슈퍼마켓,48,경상남도,48123,창원시 성산구,238
슈퍼마켓,48,경상남도,48125,창원시 마산합포구,237
슈퍼마켓,48,경상남도,48127,창원시 마산회원구,203
슈퍼마켓,48,경상남도,48129,창원시 진해구,202
슈퍼마켓,48,경상남도,48170,진주시,542
슈퍼마켓,48,경상남도,48220,통영시,229
슈퍼마켓,48,경상남도,48240,사천시,190
슈퍼마켓,48,경상남도,48250,김해시,677
슈퍼마켓,48,경상남도,48270,밀양시,185
슈퍼마켓,48,경상남도,48310,거제시,348
슈퍼마켓,48,경상남도,48330,양산시,431
슈퍼마켓,48,경상남도,48720,의령군,45
슈퍼마켓,48,경상남도,48730,함안군,119
슈퍼마켓,48,경상남도,48740,창녕군,108
슈퍼마켓,48,경상남도,48820,고성군,86
슈퍼마켓,48,경상남도,48840,남해군,123
슈퍼마켓,48,경상남도,48850,하동군,114
슈퍼마켓,48,경상남도,48860,산청군,89
슈퍼마켓,48,경상남도,48870,함양군,85
슈퍼마켓,48,경상남도,48880,거창군,111
슈퍼마켓,48,경상남도,48890,합천군,96
슈퍼마켓,50,제주특별자치도,50110,제주시,725
슈퍼마켓,50,제주특별자치도,50130,서귀포시,342
슈퍼마켓,51,강원특별자치도,51110,춘천시,369
슈퍼마켓,51,강원특별자치도,51130,원주시,552
슈퍼마켓,51,강원특별자치도,51150,강릉시,320
슈퍼마켓,51,강원특별자치도,51170,동해시,156
슈퍼마켓,51,강원특별자치도,51190,태백시,89
슈퍼마켓,51,강원특별자치도,51210,속초시,182
슈퍼마켓,51,강원특별자치도,51230,삼척시,142
슈퍼마켓,51,강원특별자치도,51720,홍천군,181
슈퍼마켓,51,강원특별자치도,51730,횡성군,95
슈퍼마켓,51,강원특별자치도,51750,영월군,131
슈퍼마켓,51,강원특별자치도,51760,평창군,118
슈퍼마켓,51,강원특별자치도,51770,정선군,146
슈퍼마켓,51,강원특별자치도,51780,철원군,86
슈퍼마켓,51,강원특별자치도,51790,화천군,59
슈퍼마켓,51,강원특별자치도,51800,양구군,35
슈퍼마켓,51,강원특별자치도,51810,인제군,102
슈퍼마켓,51,강원특별자치도,51820,고성군,83
슈퍼마켓,51,강원특별자치도,51830,양양군,89
슈퍼마켓,52,전북특별자치도,52111,전주시 완산구,485
슈퍼마켓,52,전북특별자치도,52113,전주시 덕진구,411
슈퍼마켓,52,전북특별자치도,52130,군산시,569
슈퍼마켓,52,전북특별자치도,52140,익산시,431
슈퍼마켓,52,전북특별자치도,52180,정읍시,229
슈퍼마켓,52,전북특별자치도,52190,남원시,226
슈퍼마켓,52,전북특별자치도,52210,김제시,161
슈퍼마켓,52,전북특별자치도,52710,완주군,271
슈퍼마켓,52,전북특별자치도,52720,진안군,72
슈퍼마켓,52,전북특별자치도,52730,무주군,92
슈퍼마켓,52,전북특별자치도,52740,장수군,53
슈퍼마켓,52,전북특별자치도,52750,임실군,84
슈퍼마켓,52,전북특별자치도,52770,순창군,66
슈퍼마켓,52,전북특별자치도,52790,고창군,151
슈퍼마켓,52,전북특별자치도,52800,부안군,146
스넥,11,서울특별시,11110,종로구,311
스넥,11,서울특별시,11140,중구,318
스넥,11,서울특별시,11170,용산구,240
스넥,11,서울특별시,11200,성동구,228
스넥,11,서울특별시,11215,광진구,287
스넥,11,서울특별시,11230,동대문구,311
스넥,11,서울특별시,11260,중랑구,264
스넥,11,서울특별시,11290,성북구,309
스넥,11,서울특별시,11305,강북구,234
스넥,11,서울특별시,11320,도봉구,188
스넥,11,서울특별시,11350,노원구,310
스넥,11,서울특별시,11380,은평구,314
스넥,11,서울특별시,11410,서대문구,299
스넥,11,서울특별시,11440,마포구,424
스넥,11,서울특별시,11470,양천구,258
스넥,11,서울특별시,11500,강서구,434
스넥,11,서울특별시,11530,구로구,309
스넥,11,서울특별시,11545,금천구,244
스넥,11,서울특별시,11560,영등포구,404
스넥,11,서울특별시,11590,동작구,267
스넥,11,서울특별시,11620,관악구,368
스넥,11,서울특별시,11650,서초구,388
스넥,11,서울특별시,11680,강남구,561
스넥,11,서울특별시,11710,송파구,491
스넥,11,서울특별시,11740,강동구,336
스넥,12,전남광주통합특별시,12110,목포시,240
스넥,12,전남광주통합특별시,12130,여수시,247
스넥,12,전남광주통합특별시,12150,순천시,215
스넥,12,전남광주통합특별시,12170,나주시,97
스넥,12,전남광주통합특별시,12190,광양시,153
스넥,12,전남광주통합특별시,12210,동구,126
스넥,12,전남광주통합특별시,12240,서구,227
스넥,12,전남광주통합특별시,12270,남구,141
스넥,12,전남광주통합특별시,12300,북구,326
스넥,12,전남광주통합특별시,12330,광산구,285
스넥,12,전남광주통합특별시,12710,담양군,34
스넥,12,전남광주통합특별시,12720,곡성군,22
스넥,12,전남광주통합특별시,12730,구례군,21
스넥,12,전남광주통합특별시,12740,고흥군,52
스넥,12,전남광주통합특별시,12750,보성군,31
스넥,12,전남광주통합특별시,12760,화순군,46
스넥,12,전남광주통합특별시,12770,장흥군,29
스넥,12,전남광주통합특별시,12780,강진군,32
스넥,12,전남광주통합특별시,12790,해남군,66
스넥,12,전남광주통합특별시,12800,영암군,43
스넥,12,전남광주통합특별시,12810,무안군,85
스넥,12,전남광주통합특별시,12820,함평군,21
스넥,12,전남광주통합특별시,12830,영광군,35
스넥,12,전남광주통합특별시,12840,장성군,28
스넥,12,전남광주통합특별시,12850,완도군,43
스넥,12,전남광주통합특별시,12860,진도군,22
스넥,12,전남광주통합특별시,12870,신안군,16
스넥,26,부산광역시,26110,중구,95
스넥,26,부산광역시,26140,서구,81
스넥,26,부산광역시,26170,동구,101
스넥,26,부산광역시,26200,영도구,73
스넥,26,부산광역시,26230,부산진구,308
스넥,26,부산광역시,26260,동래구,210
스넥,26,부산광역시,26290,남구,169
스넥,26,부산광역시,26320,북구,165
스넥,26,부산광역시,26350,해운대구,324
스넥,26,부산광역시,26380,사하구,240
스넥,26,부산광역시,26410,금정구,183
스넥,26,부산광역시,26440,강서구,119
스넥,26,부산광역시,26470,연제구,172
스넥,26,부산광역시,26500,수영구,167
스넥,26,부산광역시,26530,사상구,148
스넥,26,부산광역시,26710,기장군,177
스넥,27,대구광역시,27110,중구,203
스넥,27,대구광역시,27140,동구,287
스넥,27,대구광역시,27170,서구,134
스넥,27,대구광역시,27200,남구,164
스넥,27,대구광역시,27230,북구,365
스넥,27,대구광역시,27260,수성구,355
스넥,27,대구광역시,27290,달서구,399
스넥,27,대구광역시,27710,달성군,198
스넥,27,대구광역시,27720,군위군,18
스넥,28,인천광역시,28125,제물포구,138
스넥,28,인천광역시,28155,영종구,96
스넥,28,인천광역시,28177,미추홀구,363
스넥,28,인천광역시,28185,연수구,286
스넥,28,인천광역시,28200,남동구,426
스넥,28,인천광역시,28237,부평구,344
스넥,28,인천광역시,28245,계양구,198
스넥,28,인천광역시,28275,서해구,306
스넥,28,인천광역시,28290,검단구,135
스넥,28,인천광역시,28710,강화군,64
스넥,28,인천광역시,28720,옹진군,16
스넥,30,대전광역시,30110,동구,228
스넥,30,대전광역시,30140,중구,232
스넥,30,대전광역시,30170,서구,444
스넥,30,대전광역시,30200,유성구,340
스넥,30,대전광역시,30230,대덕구,165
스넥,31,울산광역시,31110,중구,167
스넥,31,울산광역시,31140,남구,290
스넥,31,울산광역시,31170,동구,140
스넥,31,울산광역시,31200,북구,156
스넥,31,울산광역시,31710,울주군,181
스넥,36,세종특별자치시,36110,세종특별자치시,280
스넥,41,경기도,41111,수원시 장안구,205
스넥,41,경기도,41113,수원시 권선구,235
스넥,41,경기도,41115,수원시 팔달구,229
스넥,41,경기도,41117,수원시 영통구,265
스넥,41,경기도,41131,성남시 수정구,186
스넥,41,경기도,41133,성남시 중원구,167
스넥,41,경기도,41135,성남시 분당구,333
스넥,41,경기도,41150,의정부시,354
스넥,41,경기도,41171,안양시 만안구,178
스넥,41,경기도,41173,안양시 동안구,234
스넥,41,경기도,41192,부천시 원미구,361
스넥,41,경기도,41194,부천시 소사구,168
스넥,41,경기도,41196,부천시 오정구,94
스넥,41,경기도,41210,광명시,195
스넥,41,경기도,41220,평택시,541
스넥,41,경기도,41250,동두천시,75
스넥,41,경기도,41271,안산시 상록구,259
스넥,41,경기도,41273,안산시 단원구,299
스넥,41,경기도,41281,고양시 덕양구,352
스넥,41,경기도,41285,고양시 일산동구,213
스넥,41,경기도,41287,고양시 일산서구,221
스넥,41,경기도,41290,과천시,45
스넥,41,경기도,41310,구리시,143
스넥,41,경기도,41360,남양주시,461
스넥,41,경기도,41370,오산시,193
스넥,41,경기도,41390,시흥시,595
스넥,41,경기도,41410,군포시,167
스넥,41,경기도,41430,의왕시,85
스넥,41,경기도,41450,하남시,194
스넥,41,경기도,41461,용인시 처인구,235
스넥,41,경기도,41463,용인시 기흥구,258
스넥,41,경기도,41465,용인시 수지구,182
스넥,41,경기도,41480,파주시,382
스넥,41,경기도,41500,이천시,212
스넥,41,경기도,41550,안성시,183
스넥,41,경기도,41570,김포시,361
스넥,41,경기도,41591,화성시 만세구,226
스넥,41,경기도,41593,화성시 효행구,91
스넥,41,경기도,41595,화성시 병점구,101
스넥,41,경기도,41597,화성시 동탄구,291
스넥,41,경기도,41610,광주시,256
스넥,41,경기도,41630,양주시,198
스넥,41,경기도,41650,포천시,122
스넥,41,경기도,41670,여주시,114
스넥,41,경기도,41800,연천군,58
스넥,41,경기도,41820,가평군,71
스넥,41,경기도,41830,양평군,102
스넥,43,충청북도,43111,청주시 상당구,231
스넥,43,충청북도,43112,청주시 서원구,180
스넥,43,충청북도,43113,청주시 흥덕구,287
스넥,43,충청북도,43114,청주시 청원구,204
스넥,43,충청북도,43130,충주시,257
스넥,43,충청북도,43150,제천시,141
스넥,43,충청북도,43720,보은군,30
스넥,43,충청북도,43730,옥천군,51
스넥,43,충청북도,43740,영동군,28
스넥,43,충청북도,43745,증평군,52
스넥,43,충청북도,43750,진천군,81
스넥,43,충청북도,43760,괴산군,23
스넥,43,충청북도,43770,음성군,101
스넥,43,충청북도,43800,단양군,38
스넥,44,충청남도,44131,천안시 동남구,246
스넥,44,충청남도,44133,천안시 서북구,390
스넥,44,충청남도,44150,공주시,112
스넥,44,충청남도,44180,보령시,80
스넥,44,충청남도,44200,아산시,320
스넥,44,충청남도,44210,서산시,155
스넥,44,충청남도,44230,논산시,105
스넥,44,충청남도,44250,계룡시,40
스넥,44,충청남도,44270,당진시,172
스넥,44,충청남도,44710,금산군,53
스넥,44,충청남도,44760,부여군,41
스넥,44,충청남도,44770,서천군,50
스넥,44,충청남도,44790,청양군,20
스넥,44,충청남도,44800,홍성군,90
스넥,44,충청남도,44810,예산군,67
스넥,44,충청남도,44825,태안군,64
스넥,47,경상북도,47111,포항시 남구,242
스넥,47,경상북도,47113,포항시 북구,254
스넥,47,경상북도,47130,경주시,307
스넥,47,경상북도,47150,김천시,129
스넥,47,경상북도,47170,안동시,136
스넥,47,경상북도,47190,구미시,375
스넥,47,경상북도,47210,영주시,128
스넥,47,경상북도,47230,영천시,88
스넥,47,경상북도,47250,상주시,74
스넥,47,경상북도,47280,문경시,60
스넥,47,경상북도,47290,경산시,259
스넥,47,경상북도,47730,의성군,37
스넥,47,경상북도,47750,청송군,31
스넥,47,경상북도,47760,영양군,11
스넥,47,경상북도,47770,영덕군,37
스넥,47,경상북도,47820,청도군,36
스넥,47,경상북도,47830,고령군,26
스넥,47,경상북도,47840,성주군,36
스넥,47,경상북도,47850,칠곡군,86
스넥,47,경상북도,47900,예천군,45
스넥,47,경상북도,47920,봉화군,23
스넥,47,경상북도,47930,울진군,44
스넥,47,경상북도,47940,울릉군,15
스넥,48,경상남도,48121,창원시 의창구,169
스넥,48,경상남도,48123,창원시 성산구,195
스넥,48,경상남도,48125,창원시 마산합포구,203
스넥,48,경상남도,48127,창원시 마산회원구,160
스넥,48,경상남도,48129,창원시 진해구,164
스넥,48,경상남도,48170,진주시,360
스넥,48,경상남도,48220,통영시,171
스넥,48,경상남도,48240,사천시,104
스넥,48,경상남도,48250,김해시,439
스넥,48,경상남도,48270,밀양시,92
스넥,48,경상남도,48310,거제시,228
스넥,48,경상남도,48330,양산시,279
스넥,48,경상남도,48720,의령군,14
스넥,48,경상남도,48730,함안군,49
스넥,48,경상남도,48740,창녕군,52
스넥,48,경상남도,48820,고성군,49
스넥,48,경상남도,48840,남해군,47
스넥,48,경상남도,48850,하동군,46
스넥,48,경상남도,48860,산청군,34
스넥,48,경상남도,48870,함양군,38
스넥,48,경상남도,48880,거창군,74
스넥,48,경상남도,48890,합천군,35
스넥,50,제주특별자치도,50110,제주시,581
스넥,50,제주특별자치도,50130,서귀포시,257
스넥,51,강원특별자치도,51110,춘천시,294
스넥,51,강원특별자치도,51130,원주시,375
스넥,51,강원특별자치도,51150,강릉시,209
스넥,51,강원특별자치도,51170,동해시,100
스넥,51,강원특별자치도,51190,태백시,48
스넥,51,강원특별자치도,51210,속초시,121
스넥,51,강원특별자치도,51230,삼척시,78
스넥,51,강원특별자치도,51720,홍천군,62
스넥,51,강원특별자치도,51730,횡성군,40
스넥,51,강원특별자치도,51750,영월군,41
스넥,51,강원특별자치도,51760,평창군,57
스넥,51,강원특별자치도,51770,정선군,51
스넥,51,강원특별자치도,51780,철원군,42
스넥,51,강원특별자치도,51790,화천군,30
스넥,51,강원특별자치도,51800,양구군,23
스넥,51,강원특별자치도,51810,인제군,43
스넥,51,강원특별자치도,51820,고성군,32
스넥,51,강원특별자치도,51830,양양군,31
스넥,52,전북특별자치도,52111,전주시 완산구,303
스넥,52,전북특별자치도,52113,전주시 덕진구,296
스넥,52,전북특별자치도,52130,군산시,263
스넥,52,전북특별자치도,52140,익산시,214
스넥,52,전북특별자치도,52180,정읍시,98
스넥,52,전북특별자치도,52190,남원시,68
스넥,52,전북특별자치도,52210,김제시,53
스넥,52,전북특별자치도,52710,완주군,89
스넥,52,전북특별자치도,52720,진안군,27
스넥,52,전북특별자치도,52730,무주군,27
스넥,52,전북특별자치도,52740,장수군,18
스넥,52,전북특별자치도,52750,임실군,24
스넥,52,전북특별자치도,52770,순창군,18
스넥,52,전북특별자치도,52790,고창군,34
스넥,52,전북특별자치도,52800,부안군,53
일반한식,11,서울특별시,11110,종로구,608
일반한식,11,서울특별시,11140,중구,627
일반한식,11,서울특별시,11170,용산구,294
일반한식,11,서울특별시,11200,성동구,424
일반한식,11,서울특별시,11215,광진구,548
일반한식,11,서울특별시,11230,동대문구,621
일반한식,11,서울특별시,11260,중랑구,599
일반한식,11,서울특별시,11290,성북구,512
일반한식,11,서울특별시,11305,강북구,508
일반한식,11,서울특별시,11320,도봉구,388
일반한식,11,서울특별시,11350,노원구,524
일반한식,11,서울특별시,11380,은평구,534
일반한식,11,서울특별시,11410,서대문구,423
일반한식,11,서울특별시,11440,마포구,648
일반한식,11,서울특별시,11470,양천구,444
일반한식,11,서울특별시,11500,강서구,795
일반한식,11,서울특별시,11530,구로구,583
일반한식,11,서울특별시,11545,금천구,446
일반한식,11,서울특별시,11560,영등포구,831
일반한식,11,서울특별시,11590,동작구,428
일반한식,11,서울특별시,11620,관악구,654
일반한식,11,서울특별시,11650,서초구,583
일반한식,11,서울특별시,11680,강남구,924
일반한식,11,서울특별시,11710,송파구,873
일반한식,11,서울특별시,11740,강동구,627
일반한식,12,전남광주통합특별시,12110,목포시,473
일반한식,12,전남광주통합특별시,12130,여수시,552
일반한식,12,전남광주통합특별시,12150,순천시,478
일반한식,12,전남광주통합특별시,12170,나주시,229
일반한식,12,전남광주통합특별시,12190,광양시,332
일반한식,12,전남광주통합특별시,12210,동구,207
일반한식,12,전남광주통합특별시,12240,서구,458
일반한식,12,전남광주통합특별시,12270,남구,251
일반한식,12,전남광주통합특별시,12300,북구,626
일반한식,12,전남광주통합특별시,12330,광산구,662
일반한식,12,전남광주통합특별시,12710,담양군,108
일반한식,12,전남광주통합특별시,12720,곡성군,46
일반한식,12,전남광주통합특별시,12730,구례군,52
일반한식,12,전남광주통합특별시,12740,고흥군,87
일반한식,12,전남광주통합특별시,12750,보성군,79
일반한식,12,전남광주통합특별시,12760,화순군,121
일반한식,12,전남광주통합특별시,12770,장흥군,62
일반한식,12,전남광주통합특별시,12780,강진군,60
일반한식,12,전남광주통합특별시,12790,해남군,110
일반한식,12,전남광주통합특별시,12800,영암군,110
일반한식,12,전남광주통합특별시,12810,무안군,191
일반한식,12,전남광주통합특별시,12820,함평군,38
일반한식,12,전남광주통합특별시,12830,영광군,87
일반한식,12,전남광주통합특별시,12840,장성군,50
일반한식,12,전남광주통합특별시,12850,완도군,74
일반한식,12,전남광주통합특별시,12860,진도군,43
일반한식,12,전남광주통합특별시,12870,신안군,26
일반한식,26,부산광역시,26110,중구,194
일반한식,26,부산광역시,26140,서구,174
일반한식,26,부산광역시,26170,동구,214
일반한식,26,부산광역시,26200,영도구,178
일반한식,26,부산광역시,26230,부산진구,656
일반한식,26,부산광역시,26260,동래구,490
일반한식,26,부산광역시,26290,남구,373
일반한식,26,부산광역시,26320,북구,341
일반한식,26,부산광역시,26350,해운대구,582
일반한식,26,부산광역시,26380,사하구,452
일반한식,26,부산광역시,26410,금정구,398
일반한식,26,부산광역시,26440,강서구,328
일반한식,26,부산광역시,26470,연제구,373
일반한식,26,부산광역시,26500,수영구,324
일반한식,26,부산광역시,26530,사상구,344
일반한식,26,부산광역시,26710,기장군,414
일반한식,27,대구광역시,27110,중구,295
일반한식,27,대구광역시,27140,동구,654
일반한식,27,대구광역시,27170,서구,326
일반한식,27,대구광역시,27200,남구,298
일반한식,27,대구광역시,27230,북구,745
일반한식,27,대구광역시,27260,수성구,553
일반한식,27,대구광역시,27290,달서구,872
일반한식,27,대구광역시,27710,달성군,507
일반한식,27,대구광역시,27720,군위군,46
일반한식,28,인천광역시,28125,제물포구,240
일반한식,28,인천광역시,28155,영종구,344
일반한식,28,인천광역시,28177,미추홀구,669
일반한식,28,인천광역시,28185,연수구,577
일반한식,28,인천광역시,28200,남동구,874
일반한식,28,인천광역시,28237,부평구,715
일반한식,28,인천광역시,28245,계양구,456
일반한식,28,인천광역시,28275,서해구,687
일반한식,28,인천광역시,28290,검단구,288
일반한식,28,인천광역시,28710,강화군,233
일반한식,28,인천광역시,28720,옹진군,69
일반한식,30,대전광역시,30110,동구,409
일반한식,30,대전광역시,30140,중구,490
일반한식,30,대전광역시,30170,서구,896
일반한식,30,대전광역시,30200,유성구,695
일반한식,30,대전광역시,30230,대덕구,363
일반한식,31,울산광역시,31110,중구,387
일반한식,31,울산광역시,31140,남구,675
일반한식,31,울산광역시,31170,동구,310
일반한식,31,울산광역시,31200,북구,415
일반한식,31,울산광역시,31710,울주군,523
일반한식,36,세종특별자치시,36110,세종특별자치시,681
일반한식,41,경기도,41111,수원시 장안구,385
일반한식,41,경기도,41113,수원시 권선구,564
일반한식,41,경기도,41115,수원시 팔달구,454
일반한식,41,경기도,41117,수원시 영통구,471
일반한식,41,경기도,41131,성남시 수정구,400
일반한식,41,경기도,41133,성남시 중원구,350
일반한식,41,경기도,41135,성남시 분당구,588
일반한식,41,경기도,41150,의정부시,746
일반한식,41,경기도,41171,안양시 만안구,357
일반한식,41,경기도,41173,안양시 동안구,454
일반한식,41,경기도,41192,부천시 원미구,778
일반한식,41,경기도,41194,부천시 소사구,292
일반한식,41,경기도,41196,부천시 오정구,244
일반한식,41,경기도,41210,광명시,418
일반한식,41,경기도,41220,평택시,1198
일반한식,41,경기도,41250,동두천시,202
일반한식,41,경기도,41271,안산시 상록구,551
일반한식,41,경기도,41273,안산시 단원구,718
일반한식,41,경기도,41281,고양시 덕양구,728
일반한식,41,경기도,41285,고양시 일산동구,497
일반한식,41,경기도,41287,고양시 일산서구,377
일반한식,41,경기도,41290,과천시,82
일반한식,41,경기도,41310,구리시,341
일반한식,41,경기도,41360,남양주시,1104
일반한식,41,경기도,41370,오산시,421
일반한식,41,경기도,41390,시흥시,992
일반한식,41,경기도,41410,군포시,381
일반한식,41,경기도,41430,의왕시,189
일반한식,41,경기도,41450,하남시,471
일반한식,41,경기도,41461,용인시 처인구,588
일반한식,41,경기도,41463,용인시 기흥구,469
일반한식,41,경기도,41465,용인시 수지구,306
일반한식,41,경기도,41480,파주시,949
일반한식,41,경기도,41500,이천시,535
일반한식,41,경기도,41550,안성시,509
일반한식,41,경기도,41570,김포시,883
일반한식,41,경기도,41591,화성시 만세구,626
일반한식,41,경기도,41593,화성시 효행구,231
일반한식,41,경기도,41595,화성시 병점구,237
일반한식,41,경기도,41597,화성시 동탄구,540
